League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,PrgP_Passes,Carries_Carries,PrgC_Carries,Att_Take_Ons,Succ_Take_Ons,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon
Frauen-Bundesliga,2023-10-16,Frauen-Bundesliga (Matchweek 4),MSV Duisburg,5-4-1,0.0,0.4,,2,0,SGS Essen,4-3-3,1.0,1.2,Annalena Rieke · 40&rsquor;,0,0,MSV Duisburg,Home,,990.0,0,0,0,0,8,3,2,0,467.0,26.0,14,6.0,0.4,0.4,0.1,9.0,0.0,218.0,352.0,61.9,27.0,166.0,3.0,12.0,2.0,,,,,,,,
Frauen-Bundesliga,2023-10-16,Frauen-Bundesliga (Matchweek 4),MSV Duisburg,5-4-1,0.0,0.4,,2,0,SGS Essen,4-3-3,1.0,1.2,Annalena Rieke · 40&rsquor;,0,0,SGS Essen,Away,,990.0,1,1,0,0,15,5,0,0,696.0,16.0,10,11.0,1.2,1.2,1.1,23.0,1.0,455.0,574.0,79.3,41.0,437.0,23.0,21.0,13.0,,,,,,,,
Frauen-Bundesliga,2023-10-20,Frauen-Bundesliga (Matchweek 5),FC Köln,4-2-3-1,0.0,0.3,,1,0,Bayer Leverkusen,4-2-3-1,1.0,1.4,Janou Levels · 36&rsquor;,1,0,FC Köln,Home,,990.0,0,0,0,0,9,3,1,0,580.0,27.0,9,16.0,0.3,0.3,0.2,14.0,0.0,333.0,471.0,70.7,29.0,361.0,7.0,11.0,8.0,,,,,,,,
Frauen-Bundesliga,2023-10-20,Frauen-Bundesliga (Matchweek 5),FC Köln,4-2-3-1,0.0,0.3,,1,0,Bayer Leverkusen,4-2-3-1,1.0,1.4,Janou Levels · 36&rsquor;,1,0,Bayer Leverkusen,Away,,990.0,1,1,0,0,13,7,1,0,572.0,19.0,7,11.0,1.4,1.4,0.8,20.0,2.0,329.0,465.0,70.8,32.0,344.0,16.0,11.0,4.0,,,,,,,,
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Freiburg,4-2-3-1,0.0,2.4,,0,0,1. FC Nürnberg,3-4-3,2.0,1.9,Nadja Burkard · 6&rsquor; Weronika Kaczor · 90+4&rsquor;,5,0,Freiburg,Home,,990.0,0,0,0,0,33,3,0,0,662.0,10.0,12,11.0,2.5,2.5,1.5,54.0,0.0,388.0,550.0,70.5,55.0,294.0,23.0,14.0,7.0,,,,,,,,
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Freiburg,4-2-3-1,0.0,2.4,,0,0,1. FC Nürnberg,3-4-3,2.0,1.9,Nadja Burkard · 6&rsquor; Weronika Kaczor · 90+4&rsquor;,5,0,1. FC Nürnberg,Away,,990.0,2,0,0,0,10,6,5,0,456.0,17.0,11,29.0,2.0,2.0,1.0,12.0,2.0,165.0,306.0,53.9,15.0,111.0,4.0,8.0,7.0,,,,,,,,
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),SGS Essen,4-3-3,1.0,1.1,Ramona Maier · 90&rsquor;,1,0,Werder Bremen,5-3-2,1.0,0.4,Lina Hausicke · 55&rsquor;,4,0,SGS Essen,Home,,990.0,1,0,0,0,9,3,1,0,552.0,12.0,11,13.0,1.1,1.1,0.2,10.0,1.0,293.0,444.0,66.0,32.0,258.0,17.0,21.0,12.0,,,,,,,,
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),SGS Essen,4-3-3,1.0,1.1,Ramona Maier · 90&rsquor;,1,0,Werder Bremen,5-3-2,1.0,0.4,Lina Hausicke · 55&rsquor;,4,0,Werder Bremen,Away,,990.0,1,1,0,0,3,2,4,0,560.0,24.0,23,12.0,0.4,0.4,0.4,6.0,2.0,302.0,431.0,70.1,23.0,133.0,4.0,6.0,5.0,,,,,,,,
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),VfL Wolfsburg,4-2-3-1,2.0,2.5,Dominique Janssen (P) · 55&rsquor; Alexandra Popp · 89&rsquor;,2,0,TSG 1899 Hoffenheim,4-3-3,2.0,0.9,Ereleta Memeti · 18&rsquor; Dominique Janssen (OG) · 45+1&rsquor;,2,0,VfL Wolfsburg,Home,,990.0,2,1,1,1,26,6,2,0,691.0,27.0,14,18.0,2.5,1.7,1.1,47.0,4.0,374.0,517.0,72.3,43.0,316.0,19.0,30.0,11.0,,,,,,,,
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),VfL Wolfsburg,4-2-3-1,2.0,2.5,Dominique Janssen (P) · 55&rsquor; Alexandra Popp · 89&rsquor;,2,0,TSG 1899 Hoffenheim,4-3-3,2.0,0.9,Ereleta Memeti · 18&rsquor; Dominique Janssen (OG) · 45+1&rsquor;,2,0,TSG 1899 Hoffenheim,Away,,990.0,1,1,0,0,5,1,2,0,564.0,27.0,11,24.0,0.9,0.9,0.9,7.0,2.0,255.0,403.0,63.3,31.0,238.0,6.0,20.0,5.0,,,,,,,,
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Eintracht Frankfurt,4-3-3,5.0,4.6,Sara Doorsoun · 5&rsquor; Lara Prašnikar · 28&rsquor; Laura Freigang · 40&rsquor; Barbara Dunst · 42&rsquor; Laura Freigang (P) · 64&rsquor;,1,0,MSV Duisburg,4-3-3,1.0,1.5,Meret Günster (P) · 90+2&rsquor;,1,0,Eintracht Frankfurt,Home,,990.0,5,3,1,1,19,9,1,0,622.0,15.0,16,12.0,4.7,3.9,3.4,32.0,10.0,417.0,516.0,80.8,54.0,230.0,22.0,14.0,5.0,,,,,,,,
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Eintracht Frankfurt,4-3-3,5.0,4.6,Sara Doorsoun · 5&rsquor; Lara Prašnikar · 28&rsquor; Laura Freigang · 40&rsquor; Barbara Dunst · 42&rsquor; Laura Freigang (P) · 64&rsquor;,1,0,MSV Duisburg,4-3-3,1.0,1.5,Meret Günster (P) · 90+2&rsquor;,1,0,MSV Duisburg,Away,,990.0,1,0,1,1,9,2,1,0,495.0,17.0,12,11.0,1.5,0.7,0.6,18.0,1.0,286.0,399.0,71.7,29.0,276.0,13.0,13.0,7.0,,,,,,,,
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),RB Leipzig,4-1-2-1-2,0.0,0.4,,1,0,Bayern München,4-2-3-1,3.0,2.7,Giulia Gwinn · 8&rsquor; Jovana Damnjanović · 14&rsquor; Jovana Damnjanović · 42&rsquor;,1,0,RB Leipzig,Home,,990.0,0,0,0,0,3,0,1,0,473.0,24.0,16,10.0,0.4,0.4,0.3,4.0,0.0,225.0,353.0,63.7,17.0,120.0,9.0,8.0,3.0,,,,,,,,
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),RB Leipzig,4-1-2-1-2,0.0,0.4,,1,0,Bayern München,4-2-3-1,3.0,2.7,Giulia Gwinn · 8&rsquor; Jovana Damnjanović · 14&rsquor; Jovana Damnjanović · 42&rsquor;,1,0,Bayern München,Away,,990.0,3,2,0,0,16,6,1,0,775.0,15.0,11,13.0,2.8,2.8,2.1,26.0,6.0,540.0,662.0,81.6,60.0,489.0,12.0,25.0,9.0,,,,,,,,
Frauen-Bundesliga,2023-11-03,Frauen-Bundesliga (Matchweek 6),MSV Duisburg,4-2-3-1,1.0,0.7,Antonia Halverkamps · 90+1&rsquor;,2,0,RB Leipzig,4-3-1-2,1.0,0.7,Lydia Andrade · 9&rsquor;,2,0,MSV Duisburg,Home,,990.0,1,0,0,0,17,4,2,0,630.0,28.0,23,14.0,0.7,0.7,0.4,23.0,0.0,361.0,508.0,71.1,25.0,274.0,9.0,18.0,11.0,,,,,,,,
Frauen-Bundesliga,2023-11-03,Frauen-Bundesliga (Matchweek 6),MSV Duisburg,4-2-3-1,1.0,0.7,Antonia Halverkamps · 90+1&rsquor;,2,0,RB Leipzig,4-3-1-2,1.0,0.7,Lydia Andrade · 9&rsquor;,2,0,RB Leipzig,Away,,990.0,1,0,0,0,13,2,2,0,590.0,13.0,18,20.0,0.7,0.7,0.5,16.0,2.0,328.0,461.0,71.1,37.0,231.0,4.0,27.0,10.0,,,,,,,,
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),TSG 1899 Hoffenheim,4-3-3,2.0,1.4,Nicole Billa · 60&rsquor; Ereleta Memeti · 90+3&rsquor;,0,0,Freiburg,4-2-3-1,3.0,1.2,Svenja Fölmli · 14&rsquor; Hasret Kayikci · 47&rsquor; Cora Zical · 82&rsquor;,2,0,TSG 1899 Hoffenheim,Home,,990.0,2,2,0,0,15,5,0,0,718.0,23.0,13,18.0,1.5,1.5,0.7,23.0,3.0,443.0,582.0,76.1,55.0,439.0,11.0,27.0,11.0,,,,,,,,
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),TSG 1899 Hoffenheim,4-3-3,2.0,1.4,Nicole Billa · 60&rsquor; Ereleta Memeti · 90+3&rsquor;,0,0,Freiburg,4-2-3-1,3.0,1.2,Svenja Fölmli · 14&rsquor; Hasret Kayikci · 47&rsquor; Cora Zical · 82&rsquor;,2,0,Freiburg,Away,,990.0,3,2,0,0,10,4,2,0,568.0,32.0,18,17.0,1.2,1.2,1.0,18.0,4.0,285.0,434.0,65.7,38.0,250.0,13.0,18.0,7.0,,,,,,,,
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),Bayer Leverkusen,4-2-3-1,0.0,0.5,,1,0,SGS Essen,4-3-3,0.0,1.2,,2,0,Bayer Leverkusen,Home,,990.0,0,0,0,0,7,3,1,0,620.0,18.0,12,10.0,0.5,0.5,0.5,13.0,0.0,365.0,504.0,72.4,28.0,347.0,21.0,23.0,10.0,,,,,,,,
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),Bayer Leverkusen,4-2-3-1,0.0,0.5,,1,0,SGS Essen,4-3-3,0.0,1.2,,2,0,SGS Essen,Away,,990.0,0,0,0,0,16,5,2,0,460.0,24.0,16,23.0,1.2,1.2,0.4,19.0,0.0,214.0,348.0,61.5,22.0,180.0,18.0,19.0,13.0,,,,,,,,
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),Bayern München,4-2-3-1,2.0,2.1,Linda Dallmann · 29&rsquor; Klara Bühl · 37&rsquor;,2,0,VfL Wolfsburg,4-2-3-1,1.0,0.6,Lena Oberdorf · 63&rsquor;,6,0,Bayern München,Home,,990.0,2,1,0,1,12,6,2,0,502.0,14.0,7,17.0,2.1,1.3,0.6,21.0,3.0,269.0,394.0,68.3,28.0,290.0,5.0,13.0,6.0,,,,,,,,
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),Bayern München,4-2-3-1,2.0,2.1,Linda Dallmann · 29&rsquor; Klara Bühl · 37&rsquor;,2,0,VfL Wolfsburg,4-2-3-1,1.0,0.6,Lena Oberdorf · 63&rsquor;,6,0,VfL Wolfsburg,Away,,990.0,1,1,0,0,7,1,6,0,537.0,22.0,7,13.0,0.6,0.6,0.4,10.0,2.0,284.0,424.0,67.0,29.0,279.0,8.0,13.0,7.0,,,,,,,,
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),1. FC Nürnberg,3-4-1-2,1.0,0.4,Vanessa Haim · 81&rsquor;,1,0,FC Köln,4-2-3-1,3.0,2.8,Dóra Zeller · 5&rsquor; Marleen Schimmer · 67&rsquor; Sharon Beck · 72&rsquor;,1,0,1. FC Nürnberg,Home,,990.0,1,1,0,0,9,4,1,0,541.0,27.0,9,15.0,0.4,0.4,0.2,17.0,2.0,297.0,409.0,72.6,23.0,284.0,6.0,7.0,2.0,,,,,,,,
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),1. FC Nürnberg,3-4-1-2,1.0,0.4,Vanessa Haim · 81&rsquor;,1,0,FC Köln,4-2-3-1,3.0,2.8,Dóra Zeller · 5&rsquor; Marleen Schimmer · 67&rsquor; Sharon Beck · 72&rsquor;,1,0,FC Köln,Away,,990.0,3,3,0,0,23,8,1,0,530.0,20.0,18,8.0,2.8,2.8,2.0,36.0,6.0,286.0,413.0,69.2,41.0,327.0,20.0,13.0,8.0,,,,,,,,
Frauen-Bundesliga,2023-11-06,Frauen-Bundesliga (Matchweek 6),Werder Bremen,5-3-2,0.0,0.2,,4,0,Eintracht Frankfurt,4-1-3-2,1.0,1.6,Nicole Anyomi · 26&rsquor;,0,0,Werder Bremen,Home,,990.0,0,0,0,0,3,2,4,0,496.0,14.0,22,19.0,0.2,0.2,0.2,5.0,0.0,265.0,375.0,70.7,21.0,181.0,10.0,17.0,10.0,,,,,,,,
Frauen-Bundesliga,2023-11-06,Frauen-Bundesliga (Matchweek 6),Werder Bremen,5-3-2,0.0,0.2,,4,0,Eintracht Frankfurt,4-1-3-2,1.0,1.6,Nicole Anyomi · 26&rsquor;,0,0,Eintracht Frankfurt,Away,,990.0,1,0,0,0,16,7,0,0,661.0,18.0,6,10.0,1.6,1.6,1.1,26.0,1.0,430.0,552.0,77.9,46.0,368.0,11.0,18.0,13.0,,,,,,,,
Frauen-Bundesliga,2023-11-10,Frauen-Bundesliga (Matchweek 7),Eintracht Frankfurt,4-3-1-2,2.0,0.8,Nicole Anyomi · 19&rsquor; Nicole Anyomi · 66&rsquor;,1,0,Bayer Leverkusen,4-2-3-1,2.0,1.0,Synne Hansen · 17&rsquor; Estrella Gonzalez · 88&rsquor;,2,0,Eintracht Frankfurt,Home,,990.0,2,1,0,0,10,5,1,0,626.0,13.0,15,12.0,0.8,0.8,0.7,17.0,3.0,410.0,535.0,76.6,52.0,307.0,19.0,13.0,8.0,,,,,,,,
Frauen-Bundesliga,2023-11-10,Frauen-Bundesliga (Matchweek 7),Eintracht Frankfurt,4-3-1-2,2.0,0.8,Nicole Anyomi · 19&rsquor; Nicole Anyomi · 66&rsquor;,1,0,Bayer Leverkusen,4-2-3-1,2.0,1.0,Synne Hansen · 17&rsquor; Estrella Gonzalez · 88&rsquor;,2,0,Bayer Leverkusen,Away,,990.0,2,2,0,0,9,4,2,0,488.0,14.0,9,6.0,1.0,1.0,1.0,17.0,4.0,275.0,394.0,69.8,26.0,242.0,9.0,9.0,4.0,,,,,,,,
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),RB Leipzig,3-4-1-2,0.0,0.4,,3,0,Werder Bremen,5-3-2,5.0,2.5,Saskia Matheis · 2&rsquor; Sophie Weidauer · 31&rsquor; Nina Lührßen · 40&rsquor; Sophie Weidauer · 81&rsquor; Sophie Weidauer · 86&rsquor;,0,0,RB Leipzig,Home,,990.0,0,0,0,0,10,0,3,0,482.0,25.0,8,9.0,0.4,0.4,0.3,16.0,0.0,226.0,367.0,61.6,26.0,186.0,6.0,6.0,3.0,,,,,,,,
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),RB Leipzig,3-4-1-2,0.0,0.4,,3,0,Werder Bremen,5-3-2,5.0,2.5,Saskia Matheis · 2&rsquor; Sophie Weidauer · 31&rsquor; Nina Lührßen · 40&rsquor; Sophie Weidauer · 81&rsquor; Sophie Weidauer · 86&rsquor;,0,0,Werder Bremen,Away,,990.0,5,3,0,0,11,6,0,0,573.0,17.0,8,13.0,2.9,2.9,2.2,17.0,9.0,311.0,453.0,68.7,24.0,314.0,14.0,12.0,8.0,,,,,,,,
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),SGS Essen,4-2-3-1,5.0,2.8,Laureta Elmazi · 5&rsquor; Laureta Elmazi · 9&rsquor; Natasha Kowalski (P) · 28&rsquor; Natasha Kowalski · 36&rsquor; Ramona Maier · 64&rsquor;,4,0,1. FC Nürnberg,3-4-1-2,0.0,0.2,,3,0,SGS Essen,Home,,990.0,5,3,1,1,25,10,4,0,572.0,7.0,8,14.0,2.8,2.0,1.4,48.0,8.0,369.0,473.0,78.0,48.0,322.0,31.0,25.0,12.0,,,,,,,,
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),SGS Essen,4-2-3-1,5.0,2.8,Laureta Elmazi · 5&rsquor; Laureta Elmazi · 9&rsquor; Natasha Kowalski (P) · 28&rsquor; Natasha Kowalski · 36&rsquor; Ramona Maier · 64&rsquor;,4,0,1. FC Nürnberg,3-4-1-2,0.0,0.2,,3,0,1. FC Nürnberg,Away,,990.0,0,0,0,0,4,3,3,0,522.0,23.0,11,15.0,0.2,0.2,0.1,6.0,0.0,298.0,408.0,73.0,20.0,292.0,8.0,11.0,6.0,,,,,,,,
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),VfL Wolfsburg,4-2-3-1,4.0,3.4,Ewa Pajor · 36&rsquor; Vivien Endemann · 39&rsquor; Ewa Pajor · 50&rsquor; Lena Lattwein · 60&rsquor;,0,0,Freiburg,4-2-3-1,0.0,0.3,,2,0,VfL Wolfsburg,Home,,990.0,4,4,0,0,27,11,0,0,648.0,12.0,11,14.0,3.4,3.4,2.8,42.0,6.0,415.0,555.0,74.8,57.0,376.0,32.0,16.0,9.0,,,,,,,,
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),VfL Wolfsburg,4-2-3-1,4.0,3.4,Ewa Pajor · 36&rsquor; Vivien Endemann · 39&rsquor; Ewa Pajor · 50&rsquor; Lena Lattwein · 60&rsquor;,0,0,Freiburg,4-2-3-1,0.0,0.3,,2,0,Freiburg,Away,,990.0,0,0,0,0,6,1,2,0,472.0,17.0,17,16.0,0.3,0.3,0.3,9.0,0.0,197.0,334.0,59.0,24.0,153.0,6.0,11.0,6.0,,,,,,,,
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),Bayern München,4-2-3-1,2.0,4.2,Jovana Damnjanović · 8&rsquor; Georgia Stanway (P) · 72&rsquor;,0,0,MSV Duisburg,5-4-1,0.0,0.0,,2,0,Bayern München,Home,,990.0,2,1,1,1,22,6,0,0,893.0,10.0,7,6.0,4.2,3.5,2.7,40.0,4.0,691.0,796.0,86.8,95.0,625.0,28.0,18.0,13.0,,,,,,,,
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),Bayern München,4-2-3-1,2.0,4.2,Jovana Damnjanović · 8&rsquor; Georgia Stanway (P) · 72&rsquor;,0,0,MSV Duisburg,5-4-1,0.0,0.0,,2,0,MSV Duisburg,Away,,990.0,0,0,0,0,1,0,2,0,400.0,26.0,11,16.0,0.0,0.0,0.0,0.0,0.0,178.0,284.0,62.7,7.0,188.0,2.0,10.0,1.0,,,,,,,,
Frauen-Bundesliga,2023-11-13,Frauen-Bundesliga (Matchweek 7),FC Köln,4-2-3-1,1.0,0.6,Dóra Zeller · 13&rsquor;,0,0,TSG 1899 Hoffenheim,4-3-3,2.0,1.0,Mara Alber · 1&rsquor; Gia Corley · 62&rsquor;,1,0,FC Köln,Home,,990.0,1,0,0,0,12,2,0,0,483.0,33.0,9,11.0,0.7,0.7,0.5,18.0,1.0,226.0,345.0,65.5,27.0,165.0,7.0,15.0,7.0,,,,,,,,
Frauen-Bundesliga,2023-11-13,Frauen-Bundesliga (Matchweek 7),FC Köln,4-2-3-1,1.0,0.6,Dóra Zeller · 13&rsquor;,0,0,TSG 1899 Hoffenheim,4-3-3,2.0,1.0,Mara Alber · 1&rsquor; Gia Corley · 62&rsquor;,1,0,TSG 1899 Hoffenheim,Away,,990.0,1,1,0,0,15,3,1,0,680.0,16.0,9,22.0,1.0,1.0,0.9,24.0,2.0,435.0,548.0,79.4,40.0,316.0,19.0,33.0,13.0,,,,,,,,
Frauen-Bundesliga,2023-11-17,Frauen-Bundesliga (Matchweek 8),TSG 1899 Hoffenheim,4-2-3-1,0.0,1.2,,1,0,SGS Essen,4-3-3,3.0,1.0,Marta Cazalla (OG) · 13&rsquor; Laureta Elmazi · 14&rsquor; Ramona Maier · 87&rsquor;,1,0,TSG 1899 Hoffenheim,Home,,990.0,0,0,0,0,6,2,1,0,829.0,18.0,6,10.0,1.2,1.2,0.6,11.0,0.0,605.0,724.0,83.6,56.0,565.0,12.0,33.0,14.0,,,,,,,,
Frauen-Bundesliga,2023-11-17,Frauen-Bundesliga (Matchweek 8),TSG 1899 Hoffenheim,4-2-3-1,0.0,1.2,,1,0,SGS Essen,4-3-3,3.0,1.0,Marta Cazalla (OG) · 13&rsquor; Laureta Elmazi · 14&rsquor; Ramona Maier · 87&rsquor;,1,0,SGS Essen,Away,,990.0,2,2,0,0,13,5,1,0,459.0,29.0,12,11.0,1.0,1.0,0.9,24.0,4.0,217.0,320.0,67.8,28.0,194.0,24.0,27.0,14.0,,,,,,,,
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),1. FC Nürnberg,3-4-1-2,0.0,0.6,,3,0,Eintracht Frankfurt,4-3-1-2,2.0,2.1,Laura Freigang · 23&rsquor; Lara Prašnikar · 67&rsquor;,2,0,1. FC Nürnberg,Home,,990.0,0,0,0,0,13,2,3,0,441.0,22.0,6,14.0,0.6,0.6,0.3,18.0,0.0,195.0,323.0,60.4,16.0,172.0,6.0,6.0,3.0,,,,,,,,
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),1. FC Nürnberg,3-4-1-2,0.0,0.6,,3,0,Eintracht Frankfurt,4-3-1-2,2.0,2.1,Laura Freigang · 23&rsquor; Lara Prašnikar · 67&rsquor;,2,0,Eintracht Frankfurt,Away,,990.0,2,2,0,0,21,8,2,0,631.0,14.0,10,9.0,2.1,2.1,2.0,40.0,4.0,395.0,526.0,75.1,45.0,328.0,22.0,11.0,5.0,,,,,,,,
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),VfL Wolfsburg,4-2-3-1,2.0,1.8,Fenna Kalma · 7&rsquor; Ewa Pajor · 40&rsquor;,1,0,MSV Duisburg,5-4-1,0.0,0.1,,1,0,VfL Wolfsburg,Home,,990.0,2,2,0,0,22,8,1,0,890.0,16.0,12,6.0,1.8,1.8,1.4,41.0,4.0,656.0,788.0,83.2,78.0,569.0,30.0,37.0,15.0,,,,,,,,
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),VfL Wolfsburg,4-2-3-1,2.0,1.8,Fenna Kalma · 7&rsquor; Ewa Pajor · 40&rsquor;,1,0,MSV Duisburg,5-4-1,0.0,0.1,,1,0,MSV Duisburg,Away,,990.0,0,0,0,0,2,0,1,0,404.0,27.0,20,17.0,0.1,0.1,0.1,2.0,0.0,162.0,285.0,56.8,4.0,179.0,3.0,12.0,6.0,,,,,,,,
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Bayer Leverkusen,3-4-3,1.0,0.8,Verena Wieder · 90+3&rsquor;,1,0,RB Leipzig,4-4-2,1.0,0.9,Vanessa Fudalla · 78&rsquor;,2,0,Bayer Leverkusen,Home,,990.0,1,1,0,0,12,3,1,0,694.0,14.0,9,12.0,0.8,0.8,0.7,22.0,2.0,419.0,589.0,71.1,41.0,317.0,20.0,16.0,10.0,,,,,,,,
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Bayer Leverkusen,3-4-3,1.0,0.8,Verena Wieder · 90+3&rsquor;,1,0,RB Leipzig,4-4-2,1.0,0.9,Vanessa Fudalla · 78&rsquor;,2,0,RB Leipzig,Away,,990.0,1,1,0,0,10,3,2,0,436.0,22.0,13,25.0,1.0,1.0,0.9,16.0,2.0,169.0,317.0,53.3,24.0,116.0,9.0,10.0,4.0,,,,,,,,
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Werder Bremen,5-3-2,0.0,0.1,,4,0,Bayern München,4-2-3-1,2.0,1.1,Magdalena Eriksson · 2&rsquor; Katharina Naschenweng · 24&rsquor;,2,0,Werder Bremen,Home,,990.0,0,0,0,0,3,0,4,0,488.0,23.0,12,7.0,0.1,0.1,0.0,4.0,0.0,259.0,383.0,67.6,20.0,256.0,13.0,12.0,4.0,,,,,,,,
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Werder Bremen,5-3-2,0.0,0.1,,4,0,Bayern München,4-2-3-1,2.0,1.1,Magdalena Eriksson · 2&rsquor; Katharina Naschenweng · 24&rsquor;,2,0,Bayern München,Away,,990.0,2,1,0,0,9,5,2,0,619.0,15.0,6,9.0,1.1,1.1,0.9,12.0,2.0,396.0,506.0,78.3,45.0,304.0,16.0,32.0,16.0,,,,,,,,
Frauen-Bundesliga,2023-11-20,Frauen-Bundesliga (Matchweek 8),Freiburg,4-2-3-1,3.0,1.7,Marie Müller (P) · 34&rsquor; Hasret Kayikci · 39&rsquor; Giovanna Hoffmann · 83&rsquor;,0,0,FC Köln,4-2-3-1,3.0,1.7,Martyna Wiankowska (P) · 45+2&rsquor; Meike Meßmer · 72&rsquor; Adriana Achcińska · 76&rsquor;,3,0,Freiburg,Home,,990.0,3,1,1,1,13,4,0,0,632.0,28.0,7,7.0,1.8,1.0,0.5,21.0,5.0,355.0,509.0,69.7,39.0,300.0,14.0,18.0,7.0,,,,,,,,
Frauen-Bundesliga,2023-11-20,Frauen-Bundesliga (Matchweek 8),Freiburg,4-2-3-1,3.0,1.7,Marie Müller (P) · 34&rsquor; Hasret Kayikci · 39&rsquor; Giovanna Hoffmann · 83&rsquor;,0,0,FC Köln,4-2-3-1,3.0,1.7,Martyna Wiankowska (P) · 45+2&rsquor; Meike Meßmer · 72&rsquor; Adriana Achcińska · 76&rsquor;,3,0,FC Köln,Away,,990.0,3,1,1,1,13,5,3,0,533.0,24.0,8,15.0,1.7,0.9,0.9,22.0,5.0,273.0,393.0,69.5,32.0,240.0,17.0,19.0,6.0,,,,,,,,
Frauen-Bundesliga,2023-12-08,Frauen-Bundesliga (Matchweek 9),RB Leipzig,4-4-2,0.0,1.0,,2,0,1. FC Nürnberg,3-5-2,0.0,1.3,,4,0,RB Leipzig,Home,,990.0,0,0,0,0,12,2,2,0,460.0,14.0,4,8.0,1.0,1.0,0.3,15.0,0.0,219.0,369.0,59.3,20.0,146.0,6.0,24.0,10.0,,,,,,,,
Frauen-Bundesliga,2023-12-08,Frauen-Bundesliga (Matchweek 9),RB Leipzig,4-4-2,0.0,1.0,,2,0,1. FC Nürnberg,3-5-2,0.0,1.3,,4,0,1. FC Nürnberg,Away,,990.0,0,0,0,0,8,3,4,0,448.0,20.0,7,12.0,1.4,1.4,0.8,10.0,0.0,205.0,333.0,61.6,25.0,150.0,5.0,15.0,4.0,,,,,,,,
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),SGS Essen,4-2-3-1,0.0,1.3,,1,0,Freiburg,4-2-3-1,1.0,1.6,Lisa Kolb · 30&rsquor;,4,0,SGS Essen,Home,,990.0,0,0,0,0,14,2,1,0,544.0,23.0,11,17.0,1.3,1.3,1.1,21.0,0.0,274.0,405.0,67.7,42.0,299.0,12.0,36.0,21.0,,,,,,,,
