League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,PrgP_Passes,Carries_Carries,PrgC_Carries,Att_Take_Ons,Succ_Take_Ons,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon
Frauen-Bundesliga,2024-10-05,Frauen-Bundesliga (Matchweek 5),Freiburg,4-2-3-1,3.0,1.0,Annabel Schasching · 6&rsquor; Cora Zical · 24&rsquor; Cora Zical · 80&rsquor;,1,0,Turbine Potsdam,4-4-2,0.0,0.4,,1,0,Turbine Potsdam,Away,,990.0,0,0,0,0,8,2,1,0,499.0,35.0,22,19.0,0.4,0.4,0.2,12.0,0.0,231.0,346.0,66.8,17.0,168.0,9.0,8.0,4.0,,,,,,,,
Frauen-Bundesliga,2024-10-05,Frauen-Bundesliga (Matchweek 5),Bayern München,4-2-3-1,1.0,0.5,Klara Bühl · 71&rsquor;,1,0,FC Köln,4-3-3,0.0,0.4,,3,0,Bayern München,Home,,990.0,1,0,0,0,9,4,1,0,825.0,11.0,7,5.0,0.5,0.5,0.4,13.0,0.0,624.0,738.0,84.6,29.0,496.0,16.0,14.0,4.0,,,,,,,,
Frauen-Bundesliga,2024-10-05,Frauen-Bundesliga (Matchweek 5),Bayern München,4-2-3-1,1.0,0.5,Klara Bühl · 71&rsquor;,1,0,FC Köln,4-3-3,0.0,0.4,,3,0,FC Köln,Away,,990.0,0,0,0,0,8,2,3,0,468.0,28.0,25,15.0,0.4,0.4,0.3,15.0,0.0,243.0,344.0,70.6,34.0,210.0,9.0,7.0,3.0,,,,,,,,
Frauen-Bundesliga,2024-10-06,Frauen-Bundesliga (Matchweek 5),SGS Essen,4-2-3-1,1.0,1.5,Natasha Kowalski (P) · 18&rsquor;,4,0,Eintracht Frankfurt,4-3-1-2,3.0,3.1,Laura Freigang · 61&rsquor; Géraldine Reuteler · 83&rsquor; Laura Freigang · 87&rsquor;,2,0,SGS Essen,Home,,990.0,1,0,1,1,9,0,4,0,375.0,21.0,7,9.0,1.6,0.8,0.6,15.0,2.0,164.0,266.0,61.7,9.0,168.0,3.0,5.0,4.0,,,,,,,,
Frauen-Bundesliga,2024-10-06,Frauen-Bundesliga (Matchweek 5),SGS Essen,4-2-3-1,1.0,1.5,Natasha Kowalski (P) · 18&rsquor;,4,0,Eintracht Frankfurt,4-3-1-2,3.0,3.1,Laura Freigang · 61&rsquor; Géraldine Reuteler · 83&rsquor; Laura Freigang · 87&rsquor;,2,0,Eintracht Frankfurt,Away,,990.0,3,2,0,0,21,11,2,0,777.0,15.0,14,11.0,3.1,3.1,2.5,39.0,5.0,583.0,680.0,85.7,77.0,522.0,9.0,9.0,4.0,,,,,,,,
Frauen-Bundesliga,2024-10-06,Frauen-Bundesliga (Matchweek 5),TSG 1899 Hoffenheim,4-4-2,1.0,1.2,Marta Cazalla · 31&rsquor;,2,0,Werder Bremen,4-4-2,0.0,0.3,,2,0,TSG 1899 Hoffenheim,Home,,990.0,1,1,0,0,16,5,2,0,589.0,29.0,12,9.0,1.2,1.2,0.8,30.0,2.0,374.0,464.0,80.6,27.0,360.0,17.0,19.0,8.0,,,,,,,,
Frauen-Bundesliga,2024-10-06,Frauen-Bundesliga (Matchweek 5),TSG 1899 Hoffenheim,4-4-2,1.0,1.2,Marta Cazalla · 31&rsquor;,2,0,Werder Bremen,4-4-2,0.0,0.3,,2,0,Werder Bremen,Away,,990.0,0,0,0,0,8,2,2,0,558.0,17.0,8,12.0,0.3,0.3,0.3,13.0,0.0,346.0,463.0,74.7,23.0,254.0,6.0,19.0,9.0,,,,,,,,
Frauen-Bundesliga,2024-10-07,Frauen-Bundesliga (Matchweek 5),Bayer Leverkusen,4-4-2,1.0,1.4,Katharina Piljić · 69&rsquor;,0,0,FC Carl Zeiss Jena,4-1-4-1,0.0,0.8,,2,0,Bayer Leverkusen,Home,,990.0,1,1,0,0,19,4,0,0,750.0,26.0,7,12.0,1.4,1.4,0.9,35.0,2.0,496.0,628.0,79.0,70.0,373.0,21.0,11.0,4.0,,,,,,,,
Frauen-Bundesliga,2024-10-07,Frauen-Bundesliga (Matchweek 5),Bayer Leverkusen,4-4-2,1.0,1.4,Katharina Piljić · 69&rsquor;,0,0,FC Carl Zeiss Jena,4-1-4-1,0.0,0.8,,2,0,FC Carl Zeiss Jena,Away,,990.0,0,0,0,0,6,1,2,0,527.0,17.0,9,17.0,0.8,0.8,0.6,10.0,0.0,270.0,398.0,67.8,11.0,216.0,6.0,11.0,3.0,,,,,,,,
Frauen-Bundesliga,2024-10-11,Frauen-Bundesliga (Matchweek 6),Turbine Potsdam,4-4-2,0.0,0.8,,1,0,SGS Essen,4-2-3-1,3.0,1.2,Annalena Rieke · 33&rsquor; Laureta Elmazi · 35&rsquor; Natasha Kowalski · 60&rsquor;,0,0,Turbine Potsdam,Home,,990.0,0,0,0,0,8,4,1,0,538.0,22.0,14,14.0,0.8,0.8,0.6,11.0,0.0,302.0,408.0,74.0,18.0,297.0,9.0,4.0,3.0,,,,,,,,
Frauen-Bundesliga,2024-10-11,Frauen-Bundesliga (Matchweek 6),Turbine Potsdam,4-4-2,0.0,0.8,,1,0,SGS Essen,4-2-3-1,3.0,1.2,Annalena Rieke · 33&rsquor; Laureta Elmazi · 35&rsquor; Natasha Kowalski · 60&rsquor;,0,0,SGS Essen,Away,,990.0,3,3,0,0,14,4,0,0,623.0,17.0,13,11.0,1.3,1.3,1.1,25.0,6.0,400.0,515.0,77.7,37.0,441.0,16.0,18.0,13.0,,,,,,,,
Frauen-Bundesliga,2024-10-12,Frauen-Bundesliga (Matchweek 6),Werder Bremen,4-4-2,1.0,1.0,Sophie Weidauer · 90&rsquor;,2,0,Bayer Leverkusen,4-4-2,1.0,0.7,Caroline Kehrer · 62&rsquor;,4,0,Werder Bremen,Home,,990.0,1,1,0,0,13,3,2,0,653.0,19.0,14,10.0,1.0,1.0,0.6,17.0,1.0,360.0,509.0,70.7,48.0,371.0,15.0,22.0,12.0,,,,,,,,
Frauen-Bundesliga,2024-10-12,Frauen-Bundesliga (Matchweek 6),Werder Bremen,4-4-2,1.0,1.0,Sophie Weidauer · 90&rsquor;,2,0,Bayer Leverkusen,4-4-2,1.0,0.7,Caroline Kehrer · 62&rsquor;,4,0,Bayer Leverkusen,Away,,990.0,1,0,0,0,9,2,4,0,517.0,31.0,13,16.0,0.7,0.7,0.4,12.0,0.0,207.0,357.0,58.0,18.0,188.0,12.0,14.0,6.0,,,,,,,,
Frauen-Bundesliga,2024-10-12,Frauen-Bundesliga (Matchweek 6),VfL Wolfsburg,4-3-3,2.0,1.2,Vivien Endemann · 5&rsquor; Lineth Beerensteyn · 67&rsquor;,1,0,Bayern München,4-4-2,0.0,1.1,,2,0,VfL Wolfsburg,Home,,990.0,2,0,0,0,11,5,1,0,531.0,25.0,10,16.0,1.3,1.3,1.0,17.0,1.0,326.0,416.0,78.4,25.0,267.0,15.0,17.0,7.0,,,,,,,,
Frauen-Bundesliga,2024-10-12,Frauen-Bundesliga (Matchweek 6),VfL Wolfsburg,4-3-3,2.0,1.2,Vivien Endemann · 5&rsquor; Lineth Beerensteyn · 67&rsquor;,1,0,Bayern München,4-4-2,0.0,1.1,,2,0,Bayern München,Away,,990.0,0,0,0,0,12,2,2,0,675.0,15.0,14,11.0,1.1,1.1,0.8,21.0,0.0,473.0,564.0,83.9,41.0,490.0,9.0,22.0,9.0,,,,,,,,
Frauen-Bundesliga,2024-10-13,Frauen-Bundesliga (Matchweek 6),FC Köln,4-3-3,0.0,0.8,,2,0,TSG 1899 Hoffenheim,4-4-2,3.0,0.7,Ereleta Memeti · 48&rsquor; Selina Cerci · 50&rsquor; Marta Cazalla · 90+3&rsquor;,1,0,FC Köln,Home,,990.0,0,0,0,0,10,5,2,0,638.0,20.0,17,12.0,0.8,0.8,0.7,16.0,0.0,384.0,507.0,75.7,36.0,332.0,15.0,30.0,11.0,,,,,,,,
Frauen-Bundesliga,2024-10-13,Frauen-Bundesliga (Matchweek 6),FC Köln,4-3-3,0.0,0.8,,2,0,TSG 1899 Hoffenheim,4-4-2,3.0,0.7,Ereleta Memeti · 48&rsquor; Selina Cerci · 50&rsquor; Marta Cazalla · 90+3&rsquor;,1,0,TSG 1899 Hoffenheim,Away,,990.0,3,3,0,0,9,4,1,0,562.0,31.0,14,17.0,0.7,0.7,0.4,13.0,5.0,314.0,426.0,73.7,20.0,285.0,13.0,13.0,4.0,,,,,,,,
Frauen-Bundesliga,2024-10-13,Frauen-Bundesliga (Matchweek 6),RB Leipzig,3-4-3,2.0,1.5,Giovanna Hoffmann · 30&rsquor; Vanessa Fudalla · 47&rsquor;,2,0,FC Carl Zeiss Jena,4-1-4-1,0.0,0.5,,3,0,RB Leipzig,Home,,990.0,2,1,0,0,13,5,2,0,668.0,27.0,7,11.0,1.5,1.5,1.4,22.0,3.0,456.0,556.0,82.0,43.0,296.0,14.0,33.0,23.0,,,,,,,,
Frauen-Bundesliga,2024-10-13,Frauen-Bundesliga (Matchweek 6),RB Leipzig,3-4-3,2.0,1.5,Giovanna Hoffmann · 30&rsquor; Vanessa Fudalla · 47&rsquor;,2,0,FC Carl Zeiss Jena,4-1-4-1,0.0,0.5,,3,0,FC Carl Zeiss Jena,Away,,990.0,0,0,0,0,8,1,3,0,546.0,19.0,6,22.0,0.5,0.5,0.5,15.0,0.0,328.0,428.0,76.6,24.0,311.0,7.0,22.0,5.0,,,,,,,,
Frauen-Bundesliga,2024-10-14,Frauen-Bundesliga (Matchweek 6),Eintracht Frankfurt,4-3-1-2,6.0,2.8,Laura Freigang · 35&rsquor; Laura Freigang · 53&rsquor; Barbara Dunst · 75&rsquor; Remina Chiba · 90&rsquor; Remina Chiba · 90+2&rsquor; Remina Chiba · 90+4&rsquor;,0,0,Freiburg,3-4-3,0.0,0.1,Julia Stierli · 46&rsquor;,0,1,Eintracht Frankfurt,Home,,990.0,6,4,0,0,30,16,0,0,736.0,16.0,12,8.0,2.8,2.8,1.9,57.0,11.0,533.0,626.0,85.1,77.0,403.0,32.0,13.0,4.0,,,,,,,,
Frauen-Bundesliga,2024-10-14,Frauen-Bundesliga (Matchweek 6),Eintracht Frankfurt,4-3-1-2,6.0,2.8,Laura Freigang · 35&rsquor; Laura Freigang · 53&rsquor; Barbara Dunst · 75&rsquor; Remina Chiba · 90&rsquor; Remina Chiba · 90+2&rsquor; Remina Chiba · 90+4&rsquor;,0,0,Freiburg,3-4-3,0.0,0.1,Julia Stierli · 46&rsquor;,0,1,Freiburg,Away,,945.0,0,0,0,0,2,0,0,1,405.0,15.0,12,8.0,0.1,0.1,0.0,4.0,0.0,200.0,287.0,69.7,16.0,178.0,10.0,15.0,5.0,,,,,,,,
Frauen-Bundesliga,2024-10-18,Frauen-Bundesliga (Matchweek 7),TSG 1899 Hoffenheim,4-4-2,6.0,4.2,Ereleta Memeti · 21&rsquor; Gia Corley · 34&rsquor; Melissa Kössler · 36&rsquor; Julia Hickelsberger-Füller · 63&rsquor; Melissa Kössler · 64&rsquor; Gia Corley · 67&rsquor;,2,0,Turbine Potsdam,4-4-2,0.0,0.0,,4,0,TSG 1899 Hoffenheim,Home,,990.0,6,2,0,0,29,12,2,0,827.0,15.0,9,7.0,4.3,4.3,2.9,49.0,11.0,613.0,713.0,86.0,64.0,608.0,34.0,33.0,22.0,,,,,,,,
Frauen-Bundesliga,2024-10-18,Frauen-Bundesliga (Matchweek 7),TSG 1899 Hoffenheim,4-4-2,6.0,4.2,Ereleta Memeti · 21&rsquor; Gia Corley · 34&rsquor; Melissa Kössler · 36&rsquor; Julia Hickelsberger-Füller · 63&rsquor; Melissa Kössler · 64&rsquor; Gia Corley · 67&rsquor;,2,0,Turbine Potsdam,4-4-2,0.0,0.0,,4,0,Turbine Potsdam,Away,,990.0,0,0,0,0,0,0,4,0,480.0,22.0,20,12.0,0.0,0.0,0.0,0.0,0.0,258.0,355.0,72.7,4.0,252.0,4.0,12.0,7.0,,,,,,,,
Frauen-Bundesliga,2024-10-19,Frauen-Bundesliga (Matchweek 7),Eintracht Frankfurt,4-3-1-2,0.0,1.6,,2,0,Werder Bremen,4-4-2,1.0,0.5,Sophie Weidauer · 75&rsquor;,5,0,Eintracht Frankfurt,Home,,990.0,0,0,0,0,12,4,2,0,620.0,22.0,12,8.0,1.6,1.6,1.3,21.0,0.0,417.0,532.0,78.4,63.0,328.0,10.0,12.0,7.0,,,,,,,,
Frauen-Bundesliga,2024-10-19,Frauen-Bundesliga (Matchweek 7),Eintracht Frankfurt,4-3-1-2,0.0,1.6,,2,0,Werder Bremen,4-4-2,1.0,0.5,Sophie Weidauer · 75&rsquor;,5,0,Werder Bremen,Away,,990.0,1,1,0,0,10,5,5,0,415.0,21.0,18,10.0,0.5,0.5,0.4,18.0,1.0,209.0,303.0,69.0,23.0,234.0,11.0,10.0,3.0,,,,,,,,
Frauen-Bundesliga,2024-10-19,Frauen-Bundesliga (Matchweek 7),FC Carl Zeiss Jena,4-1-4-1,2.0,1.6,Fiona Gaißer · 49&rsquor; Luca-Emily Birkholz · 65&rsquor;,3,0,FC Köln,4-3-3,2.0,2.2,Adriana Achcińska · 28&rsquor; Janina Hechler · 45&rsquor;,3,0,FC Carl Zeiss Jena,Home,,990.0,2,1,0,0,10,3,3,0,364.0,20.0,7,9.0,1.6,1.6,0.9,12.0,2.0,142.0,272.0,52.2,14.0,123.0,10.0,4.0,3.0,,,,,,,,
Frauen-Bundesliga,2024-10-19,Frauen-Bundesliga (Matchweek 7),FC Carl Zeiss Jena,4-1-4-1,2.0,1.6,Fiona Gaißer · 49&rsquor; Luca-Emily Birkholz · 65&rsquor;,3,0,FC Köln,4-3-3,2.0,2.2,Adriana Achcińska · 28&rsquor; Janina Hechler · 45&rsquor;,3,0,FC Köln,Away,,990.0,2,1,0,0,18,9,3,0,503.0,12.0,6,7.0,2.3,2.3,1.5,31.0,3.0,304.0,413.0,73.6,36.0,278.0,16.0,9.0,5.0,,,,,,,,
Frauen-Bundesliga,2024-10-20,Frauen-Bundesliga (Matchweek 7),SGS Essen,4-2-3-1,0.0,0.1,,2,0,VfL Wolfsburg,4-3-3,2.0,3.0,Janina Minge · 25&rsquor; Lineth Beerensteyn · 72&rsquor;,2,0,SGS Essen,Home,,990.0,0,0,0,0,2,1,2,0,393.0,18.0,12,12.0,0.1,0.1,0.0,4.0,0.0,198.0,289.0,68.5,15.0,141.0,6.0,9.0,6.0,,,,,,,,
Frauen-Bundesliga,2024-10-20,Frauen-Bundesliga (Matchweek 7),SGS Essen,4-2-3-1,0.0,0.1,,2,0,VfL Wolfsburg,4-3-3,2.0,3.0,Janina Minge · 25&rsquor; Lineth Beerensteyn · 72&rsquor;,2,0,VfL Wolfsburg,Away,,990.0,2,2,0,0,21,8,2,0,789.0,13.0,3,7.0,3.1,3.1,2.9,42.0,4.0,594.0,705.0,84.3,76.0,604.0,16.0,20.0,7.0,,,,,,,,
Frauen-Bundesliga,2024-10-20,Frauen-Bundesliga (Matchweek 7),Freiburg,4-2-3-1,4.0,2.5,Shekiera Martinez · 33&rsquor; Annabel Schasching · 53&rsquor; Cora Zical · 61&rsquor; Eileen Campbell · 90+3&rsquor;,3,0,RB Leipzig,3-4-3,1.0,2.2,Marleen Schimmer · 81&rsquor;,3,0,Freiburg,Home,,990.0,4,4,0,0,15,9,3,0,604.0,15.0,20,11.0,2.5,2.5,2.5,28.0,7.0,392.0,494.0,79.4,29.0,364.0,16.0,17.0,6.0,,,,,,,,
Frauen-Bundesliga,2024-10-20,Frauen-Bundesliga (Matchweek 7),Freiburg,4-2-3-1,4.0,2.5,Shekiera Martinez · 33&rsquor; Annabel Schasching · 53&rsquor; Cora Zical · 61&rsquor; Eileen Campbell · 90+3&rsquor;,3,0,RB Leipzig,3-4-3,1.0,2.2,Marleen Schimmer · 81&rsquor;,3,0,RB Leipzig,Away,,990.0,1,1,0,1,14,4,3,0,526.0,25.0,16,13.0,2.2,1.4,1.2,24.0,2.0,325.0,422.0,77.0,40.0,251.0,11.0,10.0,6.0,,,,,,,,
Frauen-Bundesliga,2024-10-20,Frauen-Bundesliga (Matchweek 7),Bayer Leverkusen,4-4-2,2.0,0.4,Cornelia Kramer · 20&rsquor; Julia Mickenhagen · 51&rsquor; Julia Mickenhagen · 73&rsquor;,3,1,Bayern München,4-2-3-1,3.0,2.2,Sarah Zadrazil · 50&rsquor; Georgia Stanway (P) · 66&rsquor; Alara Sehitler · 90&rsquor;,1,0,Bayer Leverkusen,Home,,972.0,2,2,0,0,8,4,2,1,396.0,27.0,16,8.0,0.4,0.4,0.4,6.0,3.0,185.0,304.0,60.9,14.0,189.0,5.0,9.0,5.0,,,,,,,,
Frauen-Bundesliga,2024-10-20,Frauen-Bundesliga (Matchweek 7),Bayer Leverkusen,4-4-2,2.0,0.4,Cornelia Kramer · 20&rsquor; Julia Mickenhagen · 51&rsquor; Julia Mickenhagen · 73&rsquor;,3,1,Bayern München,4-2-3-1,3.0,2.2,Sarah Zadrazil · 50&rsquor; Georgia Stanway (P) · 66&rsquor; Alara Sehitler · 90&rsquor;,1,0,Bayern München,Away,,990.0,3,0,1,1,16,4,1,0,775.0,13.0,3,6.0,2.2,1.4,1.0,26.0,4.0,555.0,682.0,81.4,57.0,505.0,18.0,34.0,12.0,,,,,,,,
Frauen-Bundesliga,2024-11-01,Frauen-Bundesliga (Matchweek 8),FC Köln,4-3-3,1.0,0.7,Laura Vogt · 21&rsquor;,3,0,Bayer Leverkusen,4-4-2,2.0,1.4,Cornelia Kramer · 2&rsquor; Cornelia Kramer (P) · 25&rsquor;,4,0,FC Köln,Home,,990.0,1,1,0,0,11,2,3,0,596.0,16.0,15,16.0,0.7,0.7,0.4,19.0,2.0,319.0,454.0,70.3,36.0,227.0,16.0,27.0,14.0,,,,,,,,
Frauen-Bundesliga,2024-11-01,Frauen-Bundesliga (Matchweek 8),FC Köln,4-3-3,1.0,0.7,Laura Vogt · 21&rsquor;,3,0,Bayer Leverkusen,4-4-2,2.0,1.4,Cornelia Kramer · 2&rsquor; Cornelia Kramer (P) · 25&rsquor;,4,0,Bayer Leverkusen,Away,,990.0,2,1,1,1,10,2,4,0,515.0,30.0,10,13.0,1.4,0.7,0.4,20.0,4.0,226.0,361.0,62.6,10.0,207.0,14.0,9.0,3.0,,,,,,,,
Frauen-Bundesliga,2024-11-02,Frauen-Bundesliga (Matchweek 8),Werder Bremen,3-5-2,1.0,0.7,Tuana Keles · 69&rsquor;,3,0,SGS Essen,4-2-3-1,0.0,0.8,,2,0,Werder Bremen,Home,,990.0,1,0,0,0,5,2,3,0,554.0,30.0,8,22.0,0.7,0.7,0.2,10.0,2.0,306.0,421.0,72.7,30.0,276.0,8.0,19.0,8.0,,,,,,,,
Frauen-Bundesliga,2024-11-02,Frauen-Bundesliga (Matchweek 8),Werder Bremen,3-5-2,1.0,0.7,Tuana Keles · 69&rsquor;,3,0,SGS Essen,4-2-3-1,0.0,0.8,,2,0,SGS Essen,Away,,990.0,0,0,0,0,15,6,2,0,482.0,17.0,10,16.0,0.8,0.8,0.4,24.0,0.0,251.0,375.0,66.9,40.0,259.0,18.0,15.0,13.0,,,,,,,,
Frauen-Bundesliga,2024-11-02,Frauen-Bundesliga (Matchweek 8),Turbine Potsdam,5-3-2,0.0,0.5,,3,0,FC Carl Zeiss Jena,4-1-4-1,0.0,0.2,,1,0,Turbine Potsdam,Home,,990.0,0,0,0,0,10,3,3,0,575.0,24.0,13,15.0,0.5,0.5,0.5,16.0,0.0,269.0,430.0,62.6,24.0,258.0,9.0,27.0,16.0,,,,,,,,
Frauen-Bundesliga,2024-11-02,Frauen-Bundesliga (Matchweek 8),Turbine Potsdam,5-3-2,0.0,0.5,,3,0,FC Carl Zeiss Jena,4-1-4-1,0.0,0.2,,1,0,FC Carl Zeiss Jena,Away,,990.0,0,0,0,0,4,1,1,0,546.0,22.0,9,9.0,0.2,0.2,0.0,5.0,0.0,247.0,427.0,57.8,23.0,204.0,8.0,19.0,13.0,,,,,,,,
Frauen-Bundesliga,2024-11-03,Frauen-Bundesliga (Matchweek 8),RB Leipzig,3-4-3,3.0,2.5,Marlene Müller · 55&rsquor; Giovanna Hoffmann (P) · 90+2&rsquor; Giovanna Hoffmann · 90+4&rsquor;,2,0,TSG 1899 Hoffenheim,3-4-3,1.0,0.6,Dominika Grabowska · 78&rsquor;,0,0,RB Leipzig,Home,,990.0,3,1,1,1,14,7,2,0,547.0,23.0,7,8.0,2.5,1.8,1.5,22.0,4.0,349.0,461.0,75.7,28.0,310.0,17.0,12.0,6.0,,,,,,,,
Frauen-Bundesliga,2024-11-03,Frauen-Bundesliga (Matchweek 8),RB Leipzig,3-4-3,3.0,2.5,Marlene Müller · 55&rsquor; Giovanna Hoffmann (P) · 90+2&rsquor; Giovanna Hoffmann · 90+4&rsquor;,2,0,TSG 1899 Hoffenheim,3-4-3,1.0,0.6,Dominika Grabowska · 78&rsquor;,0,0,TSG 1899 Hoffenheim,Away,,990.0,1,1,0,0,8,3,0,0,574.0,26.0,8,13.0,0.6,0.6,0.5,15.0,2.0,383.0,480.0,79.8,35.0,288.0,16.0,12.0,5.0,,,,,,,,
Frauen-Bundesliga,2024-11-03,Frauen-Bundesliga (Matchweek 8),VfL Wolfsburg,4-3-3,3.0,4.8,Svenja Huth · 17&rsquor; Alexandra Popp · 44&rsquor; Lineth Beerensteyn · 51&rsquor;,0,0,Freiburg,4-2-3-1,0.0,0.5,,0,0,VfL Wolfsburg,Home,,990.0,3,2,0,0,23,13,0,0,699.0,27.0,11,23.0,5.1,5.1,4.6,39.0,5.0,419.0,544.0,77.0,40.0,347.0,19.0,22.0,9.0,,,,,,,,
Frauen-Bundesliga,2024-11-03,Frauen-Bundesliga (Matchweek 8),VfL Wolfsburg,4-3-3,3.0,4.8,Svenja Huth · 17&rsquor; Alexandra Popp · 44&rsquor; Lineth Beerensteyn · 51&rsquor;,0,0,Freiburg,4-2-3-1,0.0,0.5,,0,0,Freiburg,Away,,990.0,0,0,0,0,8,1,0,0,531.0,17.0,10,13.0,0.5,0.5,0.5,15.0,0.0,273.0,409.0,66.7,28.0,230.0,17.0,20.0,8.0,,,,,,,,
Frauen-Bundesliga,2024-11-04,Frauen-Bundesliga (Matchweek 8),Bayern München,4-2-3-1,1.0,2.7,Pernille Harder · 34&rsquor;,0,0,Eintracht Frankfurt,4-3-1-2,1.0,0.6,Nicole Anyomi · 68&rsquor;,1,0,Bayern München,Home,,990.0,1,1,0,1,16,4,0,0,648.0,16.0,2,17.0,2.8,1.9,1.6,25.0,1.0,434.0,537.0,80.8,30.0,332.0,9.0,38.0,11.0,,,,,,,,
Frauen-Bundesliga,2024-11-04,Frauen-Bundesliga (Matchweek 8),Bayern München,4-2-3-1,1.0,2.7,Pernille Harder · 34&rsquor;,0,0,Eintracht Frankfurt,4-3-1-2,1.0,0.6,Nicole Anyomi · 68&rsquor;,1,0,Eintracht Frankfurt,Away,,990.0,1,1,0,0,7,2,1,0,588.0,34.0,13,12.0,0.6,0.6,0.5,9.0,2.0,373.0,473.0,78.9,19.0,269.0,12.0,15.0,7.0,,,,,,,,
Frauen-Bundesliga,2024-11-08,Frauen-Bundesliga (Matchweek 9),Freiburg,4-2-3-1,2.0,0.7,Lisa Karl · 16&rsquor; Cora Zical · 30&rsquor;,1,0,Bayern München,4-4-2,2.0,2.4,Alara Sehitler · 50&rsquor; Weronika Zawistowska · 90+1&rsquor;,0,0,Freiburg,Home,,990.0,2,1,0,0,10,5,1,0,505.0,18.0,16,10.0,0.7,0.7,0.5,16.0,2.0,291.0,410.0,71.0,21.0,206.0,10.0,8.0,6.0,,,,,,,,
Frauen-Bundesliga,2024-11-08,Frauen-Bundesliga (Matchweek 9),Freiburg,4-2-3-1,2.0,0.7,Lisa Karl · 16&rsquor; Cora Zical · 30&rsquor;,1,0,Bayern München,4-4-2,2.0,2.4,Alara Sehitler · 50&rsquor; Weronika Zawistowska · 90+1&rsquor;,0,0,Bayern München,Away,,990.0,2,1,0,0,17,9,0,0,716.0,18.0,9,11.0,2.4,2.4,1.5,29.0,4.0,502.0,621.0,80.8,61.0,407.0,15.0,13.0,4.0,,,,,,,,
Frauen-Bundesliga,2024-11-09,Frauen-Bundesliga (Matchweek 9),TSG 1899 Hoffenheim,4-3-3,0.0,1.1,,2,0,VfL Wolfsburg,4-3-3,3.0,2.6,Alexandra Popp · 41&rsquor; Janina Minge · 52&rsquor; Joelle Wedemeyer · 70&rsquor;,1,0,TSG 1899 Hoffenheim,Home,,990.0,0,0,0,0,7,3,2,0,511.0,24.0,9,18.0,1.2,1.2,1.0,11.0,0.0,315.0,417.0,75.5,16.0,315.0,9.0,5.0,3.0,,,,,,,,
Frauen-Bundesliga,2024-11-09,Frauen-Bundesliga (Matchweek 9),TSG 1899 Hoffenheim,4-3-3,0.0,1.1,,2,0,VfL Wolfsburg,4-3-3,3.0,2.6,Alexandra Popp · 41&rsquor; Janina Minge · 52&rsquor; Joelle Wedemeyer · 70&rsquor;,1,0,VfL Wolfsburg,Away,,990.0,3,1,0,0,18,4,1,0,640.0,6.0,6,6.0,2.6,2.6,1.7,32.0,4.0,460.0,560.0,82.1,47.0,392.0,26.0,14.0,4.0,,,,,,,,
Frauen-Bundesliga,2024-11-09,Frauen-Bundesliga (Matchweek 9),Eintracht Frankfurt,4-3-1-2,8.0,4.5,Laura Freigang · 21&rsquor; Laura Freigang · 30&rsquor; Géraldine Reuteler · 40&rsquor; Pia-Sophie Wolter · 64&rsquor; Laura Freigang · 66&rsquor; Sara Doorsoun (P) · 69&rsquor; Elisa Senß · 75&rsquor; Géraldine Reuteler · 90&rsquor;,2,0,FC Köln,4-3-3,0.0,0.6,,2,0,Eintracht Frankfurt,Home,,990.0,8,6,1,1,22,8,2,0,677.0,26.0,11,21.0,4.6,3.8,2.8,40.0,15.0,435.0,559.0,77.8,62.0,455.0,18.0,11.0,5.0,,,,,,,,
Frauen-Bundesliga,2024-11-09,Frauen-Bundesliga (Matchweek 9),Eintracht Frankfurt,4-3-1-2,8.0,4.5,Laura Freigang · 21&rsquor; Laura Freigang · 30&rsquor; Géraldine Reuteler · 40&rsquor; Pia-Sophie Wolter · 64&rsquor; Laura Freigang · 66&rsquor; Sara Doorsoun (P) · 69&rsquor; Elisa Senß · 75&rsquor; Géraldine Reuteler · 90&rsquor;,2,0,FC Köln,4-3-3,0.0,0.6,,2,0,FC Köln,Away,,990.0,0,0,0,0,6,2,2,0,566.0,26.0,9,24.0,0.6,0.6,0.6,10.0,0.0,316.0,441.0,71.7,20.0,309.0,12.0,9.0,6.0,,,,,,,,
Frauen-Bundesliga,2024-11-10,Frauen-Bundesliga (Matchweek 9),Bayer Leverkusen,4-4-2,3.0,2.8,Kristin Kögel · 4&rsquor; Cornelia Kramer · 13&rsquor; Lilla Turányi · 62&rsquor;,1,0,Turbine Potsdam,5-3-2,0.0,0.3,,2,0,Bayer Leverkusen,Home,,990.0,3,2,0,0,19,6,1,0,781.0,18.0,20,6.0,2.8,2.8,2.2,32.0,5.0,566.0,677.0,83.6,66.0,302.0,27.0,5.0,1.0,,,,,,,,
