"Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Home_xG","Away","AwayGoals","Away_xG","Attendance","Venue","Referee","Notes","MatchURL","Season"
"Frauen-Bundesliga","F","GER",2024,NA,"11","Sat",2024-01-27,"12:00","RB Leipzig",0,0.3,"Freiburg",2,2.6,856,"Trainingszentrum RB Leipzig Platz 1","Miriam Schwermer",NA,"https://fbref.com/en/matches/aeab7c13/RB-Leipzig-Freiburg-January-27-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"11","Sat",2024-01-27,"14:00","Bayern Munich",1,1.1,"Hoffenheim",0,0.2,2500,"FC Bayern Campus Platz 1","Nadine Westerhoff",NA,"https://fbref.com/en/matches/3f2dda35/Bayern-Munich-Hoffenheim-January-27-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"11","Sun",2024-01-28,"14:00","Eint Frankfurt",1,1.2,"Köln",0,0.4,2325,"Stadion am Brentanobad","Davina Lutz",NA,"https://fbref.com/en/matches/34980281/Eintracht-Frankfurt-Koln-January-28-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"11","Sun",2024-01-28,"18:30","MSV Duisburg",1,0.8,"1. FC Nürnberg",2,1.7,1129,"Schauinsland-Reisen-Arena","Anna-Lena Heidenreich",NA,"https://fbref.com/en/matches/3d2477cd/MSV-Duisburg-1-FC-Nurnberg-January-28-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"11","Mon",2024-01-29,"19:30","Essen",1,0.4,"Wolfsburg",3,1.2,3842,"Georg-Melches-Stadion","Katrin Rafalski",NA,"https://fbref.com/en/matches/041ef50c/Essen-Wolfsburg-January-29-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"12","Fri",2024-02-02,"18:30","MSV Duisburg",0,0.3,"Hoffenheim",2,1.5,405,"Schauinsland-Reisen-Arena","Christine Weigelt",NA,"https://fbref.com/en/matches/8153cc64/MSV-Duisburg-Hoffenheim-February-2-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"12","Sat",2024-02-03,"12:00","RB Leipzig",2,0.9,"Köln",1,1.7,824,"Trainingszentrum RB Leipzig Platz 1","Fabienne Michel",NA,"https://fbref.com/en/matches/3b2bc19f/RB-Leipzig-Koln-February-3-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"12","Sat",2024-02-03,"14:00","Werder Bremen",4,2.7,"1. FC Nürnberg",0,1.1,512,"Weserstadion Platz 11","Nadine Westerhoff",NA,"https://fbref.com/en/matches/e6e49017/Werder-Bremen-1-FC-Nurnberg-February-3-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"12","Sun",2024-02-04,"14:00","Leverkusen",1,0.5,"Wolfsburg",1,2.3,1755,"Ulrich-Haberland-Stadion","Riem Hussein",NA,"https://fbref.com/en/matches/79c107d2/Bayer-Leverkusen-Wolfsburg-February-4-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"12","Sun",2024-02-04,"18:30","Eint Frankfurt",1,1,"Essen",0,0.4,1800,"Stadion am Brentanobad","Naemi Breier",NA,"https://fbref.com/en/matches/89b49a35/Eintracht-Frankfurt-Essen-February-4-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"12","Mon",2024-02-05,"19:30","Bayern Munich",4,1.6,"Freiburg",0,0,1675,"FC Bayern Campus Platz 1","Karoline Wacker",NA,"https://fbref.com/en/matches/6ed0c873/Bayern-Munich-Freiburg-February-5-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"13","Fri",2024-02-09,"18:30","Essen",4,3.9,"RB Leipzig",4,0.7,1814,"Georg-Melches-Stadion","Selina Menzel",NA,"https://fbref.com/en/matches/b9fb7373/Essen-RB-Leipzig-February-9-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"13","Sat",2024-02-10,"12:00","Hoffenheim",1,1.5,"Werder Bremen",1,1.4,528,"Dietmar-Hopp-Stadion","Karoline Wacker",NA,"https://fbref.com/en/matches/279044de/Hoffenheim-Werder-Bremen-February-10-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"13","Sat",2024-02-10,"14:00","Köln",0,0.3,"Bayern Munich",5,3,3002,"Franz-Kremer-Stadion","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/bfd29103/Koln-Bayern-Munich-February-10-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"13","Sun",2024-02-11,"14:00","Wolfsburg",3,1.4,"Eint Frankfurt",0,0.6,8867,"AOK Stadion","Miriam Schwermer",NA,"https://fbref.com/en/matches/f5a266f8/Wolfsburg-Eintracht-Frankfurt-February-11-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"13","Sun",2024-02-11,"18:30","Freiburg",1,2.5,"MSV Duisburg",1,0.3,1414,"Schwarzwald-Stadion","Naemi Breier",NA,"https://fbref.com/en/matches/5c0d49fa/Freiburg-MSV-Duisburg-February-11-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"13","Mon",2024-02-12,"19:30","1. FC Nürnberg",1,0.5,"Leverkusen",2,0.8,1048,"Max-Morlock-Stadion","Davina Lutz",NA,"https://fbref.com/en/matches/a5a8ec0f/1-FC-Nurnberg-Bayer-Leverkusen-February-12-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"14","Fri",2024-02-16,"18:30","RB Leipzig",2,0.5,"Eint Frankfurt",1,2.3,1377,"Trainingszentrum RB Leipzig Platz 1","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/db1eb250/RB-Leipzig-Eintracht-Frankfurt-February-16-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"14","Sat",2024-02-17,"12:00","1. FC Nürnberg",1,0.7,"Wolfsburg",9,5.3,2446,"Max-Morlock-Stadion","Naemi Breier",NA,"https://fbref.com/en/matches/10eee1c0/1-FC-Nurnberg-Wolfsburg-February-17-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"14","Sat",2024-02-17,"14:00","Werder Bremen",0,0.6,"Freiburg",3,1.5,1175,"Weserstadion Platz 11","Christine Weigelt",NA,"https://fbref.com/en/matches/758eb431/Werder-Bremen-Freiburg-February-17-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"14","Sun",2024-02-18,"14:00","Leverkusen",1,0.7,"Hoffenheim",2,1.1,464,"Ulrich-Haberland-Stadion","Sina Diekmann",NA,"https://fbref.com/en/matches/a721c940/Bayer-Leverkusen-Hoffenheim-February-18-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"14","Sun",2024-02-18,"16:00","Bayern Munich",2,2.6,"Essen",0,0.4,2500,"FC Bayern Campus Platz 1","Anna-Lena Heidenreich",NA,"https://fbref.com/en/matches/456b46b3/Bayern-Munich-Essen-February-18-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"14","Sun",2024-02-18,"18:30","MSV Duisburg",0,0.1,"Köln",0,1.3,710,"Schauinsland-Reisen-Arena","Karoline Wacker",NA,"https://fbref.com/en/matches/6359bb31/MSV-Duisburg-Koln-February-18-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"15","Fri",2024-03-08,"18:30","Essen",4,2.3,"MSV Duisburg",1,0.9,1947,"Georg-Melches-Stadion","Katrin Rafalski",NA,"https://fbref.com/en/matches/58378637/Essen-MSV-Duisburg-March-8-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"15","Sat",2024-03-09,"13:00","Eint Frankfurt",1,1.5,"Bayern Munich",2,1.3,5750,"Stadion am Brentanobad","Naemi Breier",NA,"https://fbref.com/en/matches/bb46a2e2/Eintracht-Frankfurt-Bayern-Munich-March-9-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"15","Sat",2024-03-09,"15:00","Hoffenheim",2,2.2,"1. FC Nürnberg",0,0.7,688,"Dietmar-Hopp-Stadion","Miriam Schwermer",NA,"https://fbref.com/en/matches/c5cd9278/Hoffenheim-1-FC-Nurnberg-March-9-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"15","Sun",2024-03-10,"14:00","Köln",2,2.5,"Werder Bremen",1,2.4,30123,"RheinEnergieSTADION","Sina Diekmann",NA,"https://fbref.com/en/matches/ffc97539/Koln-Werder-Bremen-March-10-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"15","Sun",2024-03-10,"18:30","Freiburg",0,0.7,"Leverkusen",0,0.7,1536,"Schwarzwald-Stadion","Selina Menzel",NA,"https://fbref.com/en/matches/f4e28341/Freiburg-Bayer-Leverkusen-March-10-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"15","Mon",2024-03-11,"19:30","Wolfsburg",4,3.9,"RB Leipzig",0,0.2,2667,"AOK Stadion","Anna-Lena Heidenreich",NA,"https://fbref.com/en/matches/37760e0e/Wolfsburg-RB-Leipzig-March-11-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"16","Fri",2024-03-15,"18:30","Hoffenheim",2,1.1,"Wolfsburg",1,2.5,2212,"Dietmar-Hopp-Stadion","Annika Kost",NA,"https://fbref.com/en/matches/d6f1a580/Hoffenheim-Wolfsburg-March-15-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"16","Sat",2024-03-16,"12:00","Bayern Munich",5,4,"RB Leipzig",0,0.9,2500,"FC Bayern Campus Platz 1","Davina Lutz",NA,"https://fbref.com/en/matches/1e5b268e/Bayern-Munich-RB-Leipzig-March-16-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"16","Sat",2024-03-16,"14:00","Werder Bremen",0,0.7,"Essen",0,1.1,1132,"Weserstadion Platz 11","Christine Weigelt",NA,"https://fbref.com/en/matches/85dcd0d1/Werder-Bremen-Essen-March-16-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"16","Sun",2024-03-17,"14:00","1. FC Nürnberg",0,0.1,"Freiburg",0,1.5,2508,"Max-Morlock-Stadion","Karoline Wacker",NA,"https://fbref.com/en/matches/5e9b5f5b/1-FC-Nurnberg-Freiburg-March-17-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"16","Sun",2024-03-17,"18:30","MSV Duisburg",1,0,"Eint Frankfurt",2,2.7,747,"Schauinsland-Reisen-Arena","Laura Duske",NA,"https://fbref.com/en/matches/c9170049/MSV-Duisburg-Eintracht-Frankfurt-March-17-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"16","Mon",2024-03-18,"19:30","Leverkusen",2,1.6,"Köln",0,1.1,1360,"Ulrich-Haberland-Stadion","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/9dbd81a0/Bayer-Leverkusen-Koln-March-18-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"17","Fri",2024-03-22,"18:30","Freiburg",2,1.9,"Hoffenheim",4,2.4,3067,"Schwarzwald-Stadion","Davina Lutz",NA,"https://fbref.com/en/matches/48c28c41/Freiburg-Hoffenheim-March-22-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"17","Sat",2024-03-23,"14:00","Köln",3,3.2,"1. FC Nürnberg",4,1.8,1906,"Franz-Kremer-Stadion","Riem Hussein",NA,"https://fbref.com/en/matches/8964ace0/Koln-1-FC-Nurnberg-March-23-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"17","Sat",2024-03-23,"17:45","Wolfsburg",0,1.4,"Bayern Munich",4,1.4,24437,"AOK Stadion","Fabienne Michel",NA,"https://fbref.com/en/matches/ae18a97a/Wolfsburg-Bayern-Munich-March-23-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"17","Sun",2024-03-24,"14:00","RB Leipzig",3,2.5,"MSV Duisburg",0,1.3,1214,"Trainingszentrum RB Leipzig Platz 1","Sina Diekmann",NA,"https://fbref.com/en/matches/1c27d3b9/RB-Leipzig-MSV-Duisburg-March-24-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"17","Sun",2024-03-24,"18:30","Essen",0,0.5,"Leverkusen",0,1.3,1702,"Georg-Melches-Stadion","Miriam Schwermer",NA,"https://fbref.com/en/matches/b9df56f3/Essen-Bayer-Leverkusen-March-24-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"17","Mon",2024-03-25,"19:30","Eint Frankfurt",2,1.2,"Werder Bremen",0,0.6,2800,"Stadion am Brentanobad","Karoline Wacker",NA,"https://fbref.com/en/matches/341f611b/Eintracht-Frankfurt-Werder-Bremen-March-25-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"18","Fri",2024-04-12,"18:30","Werder Bremen",1,0.7,"RB Leipzig",1,0.2,1313,"Weserstadion Platz 11","Selina Menzel",NA,"https://fbref.com/en/matches/499fd810/Werder-Bremen-RB-Leipzig-April-12-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"18","Sat",2024-04-13,"12:00","Freiburg",1,1.5,"Wolfsburg",4,2.5,3795,"Schwarzwald-Stadion","Sina Diekmann",NA,"https://fbref.com/en/matches/1dc67623/Freiburg-Wolfsburg-April-13-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"18","Sat",2024-04-13,"14:00","Leverkusen",2,1.3,"Eint Frankfurt",0,1.6,910,"Ulrich-Haberland-Stadion","Davina Lutz",NA,"https://fbref.com/en/matches/009f04cd/Bayer-Leverkusen-Eintracht-Frankfurt-April-13-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"18","Sun",2024-04-14,"14:00","1. FC Nürnberg",0,0.2,"Essen",4,1.5,1492,"Max-Morlock-Stadion","Anna-Lena Heidenreich",NA,"https://fbref.com/en/matches/d61fd6b0/1-FC-Nurnberg-Essen-April-14-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"18","Sun",2024-04-14,"18:30","MSV Duisburg",1,0.6,"Bayern Munich",5,4.7,2486,"Schauinsland-Reisen-Arena","Annika Kost",NA,"https://fbref.com/en/matches/c2f9c9b9/MSV-Duisburg-Bayern-Munich-April-14-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"18","Mon",2024-04-15,"19:30","Hoffenheim",1,1,"Köln",1,1,875,"Dietmar-Hopp-Stadion","Katrin Rafalski",NA,"https://fbref.com/en/matches/0ece2e2e/Hoffenheim-Koln-April-15-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"19","Fri",2024-04-19,"18:30","RB Leipzig",1,0.3,"Leverkusen",0,0.8,1042,"Trainingszentrum RB Leipzig Platz 1","Naemi Breier",NA,"https://fbref.com/en/matches/c4c23e01/RB-Leipzig-Bayer-Leverkusen-April-19-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"19","Sat",2024-04-20,"12:00","Essen",2,1.8,"Hoffenheim",1,2,1452,"Georg-Melches-Stadion","Laura Duske",NA,"https://fbref.com/en/matches/e2617c7f/Essen-Hoffenheim-April-20-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"19","Sat",2024-04-20,"14:00","Eint Frankfurt",4,3,"1. FC Nürnberg",1,0.6,2811,"Stadion am Brentanobad","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/99f078e4/Eintracht-Frankfurt-1-FC-Nurnberg-April-20-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"19","Sun",2024-04-21,"14:00","Köln",2,2,"Freiburg",0,0.5,2070,"Franz-Kremer-Stadion","Miriam Schwermer",NA,"https://fbref.com/en/matches/4e30c22c/Koln-Freiburg-April-21-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"19","Sun",2024-04-21,"18:30","MSV Duisburg",1,0.4,"Wolfsburg",4,5,2041,"Schauinsland-Reisen-Arena","Nadine Westerhoff",NA,"https://fbref.com/en/matches/f0347003/MSV-Duisburg-Wolfsburg-April-21-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"19","Mon",2024-04-22,"19:30","Bayern Munich",3,2,"Werder Bremen",0,0.9,2500,"FC Bayern Campus Platz 1","Christine Weigelt",NA,"https://fbref.com/en/matches/3bdd1c69/Bayern-Munich-Werder-Bremen-April-22-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"2","Fri",2023-09-29,"18:30","RB Leipzig",3,0.2,"Essen",2,1.1,1167,"Trainingszentrum RB Leipzig Platz 1","Miriam Schwermer",NA,"https://fbref.com/en/matches/b6226861/RB-Leipzig-Essen-September-29-2023-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"2","Sat",2023-09-30,"12:00","Leverkusen",6,3.1,"1. FC Nürnberg",0,0.2,624,"Ulrich-Haberland-Stadion","Nadine Westerhoff",NA,"https://fbref.com/en/matches/e14121f9/Bayer-Leverkusen-1-FC-Nurnberg-September-30-2023-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"2","Sat",2023-09-30,"14:00","Werder Bremen",1,1.5,"Hoffenheim",3,3.1,1038,"Weserstadion Platz 11","Sina Diekmann",NA,"https://fbref.com/en/matches/676f976c/Werder-Bremen-Hoffenheim-September-30-2023-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"2","Sun",2023-10-01,"14:00","Eint Frankfurt",2,1.4,"Wolfsburg",4,1.8,13500,"Stadion am Brentanobad","Fabienne Michel",NA,"https://fbref.com/en/matches/9da5f90d/Eintracht-Frankfurt-Wolfsburg-October-1-2023-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"2","Sun",2023-10-01,"18:30","MSV Duisburg",2,0.3,"Freiburg",2,0.6,639,"Schauinsland-Reisen-Arena","Laura Duske",NA,"https://fbref.com/en/matches/96bb8c73/MSV-Duisburg-Freiburg-October-1-2023-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"2","Mon",2023-10-02,"19:30","Bayern Munich",2,1.6,"Köln",0,0.3,2500,"FC Bayern Campus Platz 1","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/fc141b6c/Bayern-Munich-Koln-October-2-2023-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"20","Fri",2024-05-03,"18:30","Wolfsburg",5,3.6,"Köln",1,1.1,3151,"AOK Stadion","Laura Duske",NA,"https://fbref.com/en/matches/d5caafeb/Wolfsburg-Koln-May-3-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"20","Sat",2024-05-04,"12:00","Leverkusen",1,0.7,"Bayern Munich",2,1.4,2817,"Ulrich-Haberland-Stadion","Anna-Lena Heidenreich",NA,"https://fbref.com/en/matches/f28dbf50/Bayer-Leverkusen-Bayern-Munich-May-4-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"20","Sat",2024-05-04,"14:00","Hoffenheim",1,1,"Eint Frankfurt",3,1.4,2111,"Dietmar-Hopp-Stadion","Karoline Wacker",NA,"https://fbref.com/en/matches/ad7589eb/Hoffenheim-Eintracht-Frankfurt-May-4-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"20","Sun",2024-05-05,"14:00","Freiburg",0,0.7,"Essen",1,0.5,2244,"Schwarzwald-Stadion","Melissa Joos",NA,"https://fbref.com/en/matches/f394831e/Freiburg-Essen-May-5-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"20","Sun",2024-05-05,"18:30","Werder Bremen",4,3.8,"MSV Duisburg",2,0.9,1089,"Weserstadion Platz 11","Miriam Schwermer",NA,"https://fbref.com/en/matches/1fbb3ff3/Werder-Bremen-MSV-Duisburg-May-5-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"20","Mon",2024-05-06,"19:30","1. FC Nürnberg",0,0.6,"RB Leipzig",1,2.1,1419,"Max-Morlock-Stadion","Riem Hussein",NA,"https://fbref.com/en/matches/4d9b522c/1-FC-Nurnberg-RB-Leipzig-May-6-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"21","Fri",2024-05-10,"18:30","RB Leipzig",3,1.6,"Hoffenheim",0,0.9,1311,"Trainingszentrum RB Leipzig Platz 1","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/cb7883cb/RB-Leipzig-Hoffenheim-May-10-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"21","Sat",2024-05-11,"12:00","Essen",2,0.7,"Köln",1,0.9,2245,"Georg-Melches-Stadion","Annika Kost",NA,"https://fbref.com/en/matches/b4a97beb/Essen-Koln-May-11-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"21","Sat",2024-05-11,"14:00","MSV Duisburg",1,0.5,"Leverkusen",3,3.4,811,"Schauinsland-Reisen-Arena","Melissa Joos",NA,"https://fbref.com/en/matches/9dc4840f/MSV-Duisburg-Bayer-Leverkusen-May-11-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"21","Sun",2024-05-12,"14:00","Bayern Munich",4,2.6,"1. FC Nürnberg",0,0,2500,"FC Bayern Campus Platz 1","Laura Duske",NA,"https://fbref.com/en/matches/3b29605e/Bayern-Munich-1-FC-Nurnberg-May-12-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"21","Sun",2024-05-12,"18:30","Werder Bremen",0,0.7,"Wolfsburg",3,2,3478,"Weserstadion Platz 11","Anna-Lena Heidenreich",NA,"https://fbref.com/en/matches/3bf36b4d/Werder-Bremen-Wolfsburg-May-12-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"21","Mon",2024-05-13,"19:30","Eint Frankfurt",4,2.1,"Freiburg",2,1.5,3410,"Stadion am Brentanobad","Davina Lutz",NA,"https://fbref.com/en/matches/4f2eba74/Eintracht-Frankfurt-Freiburg-May-13-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"22","Mon",2024-05-20,"15:30","1. FC Nürnberg",2,1.7,"MSV Duisburg",1,1.9,1805,"Max-Morlock-Stadion","Annika Kost",NA,"https://fbref.com/en/matches/a41513d4/1-FC-Nurnberg-MSV-Duisburg-May-20-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"22","Mon",2024-05-20,"15:30","Wolfsburg",6,5.6,"Essen",0,0.8,4469,"AOK Stadion","Christine Weigelt",NA,"https://fbref.com/en/matches/2e648ef2/Wolfsburg-Essen-May-20-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"22","Mon",2024-05-20,"15:30","Freiburg",2,1.4,"RB Leipzig",1,2,4298,"Schwarzwald-Stadion","Karoline Wacker",NA,"https://fbref.com/en/matches/16fa7035/Freiburg-RB-Leipzig-May-20-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"22","Mon",2024-05-20,"15:30","Köln",0,0.8,"Eint Frankfurt",1,1.3,4200,"Franz-Kremer-Stadion","Sina Diekmann",NA,"https://fbref.com/en/matches/11f3d3bd/Koln-Eintracht-Frankfurt-May-20-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"22","Mon",2024-05-20,"15:30","Leverkusen",2,1.7,"Werder Bremen",3,2.3,1103,"Ulrich-Haberland-Stadion","Nadine Westerhoff",NA,"https://fbref.com/en/matches/e08c18d7/Bayer-Leverkusen-Werder-Bremen-May-20-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"22","Mon",2024-05-20,"15:30","Hoffenheim",1,1.4,"Bayern Munich",4,3.5,4330,"Dietmar-Hopp-Stadion","Naemi Breier",NA,"https://fbref.com/en/matches/62c0af8b/Hoffenheim-Bayern-Munich-May-20-2024-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"3","Fri",2023-10-06,"18:30","Wolfsburg",1,1.5,"1. FC Nürnberg",0,0.3,3062,"AOK Stadion","Anna-Lena Heidenreich",NA,"https://fbref.com/en/matches/d17b9364/Wolfsburg-1-FC-Nurnberg-October-6-2023-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"3","Sat",2023-10-07,"12:00","Köln",4,1.9,"MSV Duisburg",1,0.7,1948,"Franz-Kremer-Stadion","Karoline Wacker",NA,"https://fbref.com/en/matches/6bed0743/Koln-MSV-Duisburg-October-7-2023-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"3","Sat",2023-10-07,"14:00","Eint Frankfurt",3,3.7,"RB Leipzig",1,0.7,2022,"Stadion am Brentanobad","Riem Hussein",NA,"https://fbref.com/en/matches/9fbc0d04/Eintracht-Frankfurt-RB-Leipzig-October-7-2023-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"3","Sun",2023-10-08,"14:00","Essen",0,0.2,"Bayern Munich",2,1.8,4642,"Georg-Melches-Stadion","Naemi Breier",NA,"https://fbref.com/en/matches/f7d2250f/Essen-Bayern-Munich-October-8-2023-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"3","Sun",2023-10-08,"18:30","Freiburg",2,0.6,"Werder Bremen",1,0.6,1959,"Schwarzwald-Stadion","Davina Lutz",NA,"https://fbref.com/en/matches/1393689d/Freiburg-Werder-Bremen-October-8-2023-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"3","Mon",2023-10-09,"19:30","Hoffenheim",2,2.3,"Leverkusen",2,1.8,762,"Dietmar-Hopp-Stadion","Miriam Schwermer",NA,"https://fbref.com/en/matches/2225297e/Hoffenheim-Bayer-Leverkusen-October-9-2023-Frauen-Bundesliga","2023-2024"
"Frauen-Bundesliga","F","GER",2024,NA,"4","Fri",2023-10-13,"18:30","1. FC Nürnberg",0,0.2,"Hoffenheim",3,3.2,1336,"Sportpark Valznerweiher Platz 2","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/9f8a4965/1-FC-Nurnberg-Hoffenheim-October-13-2023-Frauen-Bundesliga","2023-2024"
