League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Att,Live_Pass_Types,Dead_Pass_Types,FK_Pass_Types,TB_Pass_Types,Sw_Pass_Types,Crs_Pass_Types,TI_Pass_Types,CK_Pass_Types,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes
Frauen-Bundesliga,2023-11-13,Frauen-Bundesliga (Matchweek 7),Köln,4-2-3-1,1,0.6,Dóra Zeller · 13&rsquor;,0,0,Hoffenheim,4-3-3,2,1,Mara Alber · 1&rsquor; Gia Corley · 62&rsquor;,1,0,Köln,Home,NA,990,345,290,55,13,0,1,19,21,5,4,0,1,226,0,20
Frauen-Bundesliga,2023-11-13,Frauen-Bundesliga (Matchweek 7),Köln,4-2-3-1,1,0.6,Dóra Zeller · 13&rsquor;,0,0,Hoffenheim,4-3-3,2,1,Mara Alber · 1&rsquor; Gia Corley · 62&rsquor;,1,0,Hoffenheim,Away,NA,990,548,480,66,10,0,2,25,39,7,1,4,0,435,2,12
Frauen-Bundesliga,2023-11-17,Frauen-Bundesliga (Matchweek 8),Hoffenheim,4-2-3-1,0,1.2,NA,1,0,Essen,4-3-3,3,1,Marta Cazalla (OG) · 13&rsquor; Laureta Elmazi · 14&rsquor; Ramona Maier · 87&rsquor;,1,0,Hoffenheim,Home,NA,990,724,666,56,8,0,0,18,29,4,0,4,0,605,2,13
Frauen-Bundesliga,2023-11-17,Frauen-Bundesliga (Matchweek 8),Hoffenheim,4-2-3-1,0,1.2,NA,1,0,Essen,4-3-3,3,1,Marta Cazalla (OG) · 13&rsquor; Laureta Elmazi · 14&rsquor; Ramona Maier · 87&rsquor;,1,0,Essen,Away,NA,990,320,264,56,9,1,0,14,30,6,2,4,0,217,0,8
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),1. FC Nürnberg,3-4-1-2,0,0.6,NA,3,0,Eintracht Frankfurt,4-3-1-2,2,2.1,Laura Freigang · 23&rsquor; Lara Prašnikar · 67&rsquor;,2,0,1. FC Nürnberg,Home,NA,990,323,264,58,10,0,2,6,30,2,2,0,0,195,1,7
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),1. FC Nürnberg,3-4-1-2,0,0.6,NA,3,0,Eintracht Frankfurt,4-3-1-2,2,2.1,Laura Freigang · 23&rsquor; Lara Prašnikar · 67&rsquor;,2,0,Eintracht Frankfurt,Away,NA,990,526,457,67,12,0,6,24,33,11,7,0,0,395,2,13
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),Wolfsburg,4-2-3-1,2,1.8,Fenna Kalma · 7&rsquor; Ewa Pajor · 40&rsquor;,1,0,MSV Duisburg,5-4-1,0,0.1,NA,1,0,Wolfsburg,Home,NA,990,788,730,55,6,4,3,23,44,3,2,0,0,656,3,13
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),Wolfsburg,4-2-3-1,2,1.8,Fenna Kalma · 7&rsquor; Ewa Pajor · 40&rsquor;,1,0,MSV Duisburg,5-4-1,0,0.1,NA,1,0,MSV Duisburg,Away,NA,990,285,228,56,13,0,0,4,27,0,0,0,0,162,1,6
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Bayer Leverkusen,3-4-3,1,0.8,Verena Wieder · 90+3&rsquor;,1,0,RB Leipzig,4-4-2,1,0.9,Vanessa Fudalla · 78&rsquor;,2,0,Bayer Leverkusen,Home,NA,990,589,533,54,13,0,4,24,24,7,5,1,0,419,2,20
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Bayer Leverkusen,3-4-3,1,0.8,Verena Wieder · 90+3&rsquor;,1,0,RB Leipzig,4-4-2,1,0.9,Vanessa Fudalla · 78&rsquor;,2,0,RB Leipzig,Away,NA,990,317,258,56,16,0,0,14,30,3,3,0,0,169,3,9
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Werder Bremen,5-3-2,0,0.1,NA,4,0,Bayern Munich,4-2-3-1,2,1.1,Magdalena Eriksson · 2&rsquor; Katharina Naschenweng · 24&rsquor;,2,0,Werder Bremen,Home,NA,990,383,334,48,14,0,3,17,24,2,2,0,0,259,1,8
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Werder Bremen,5-3-2,0,0.1,NA,4,0,Bayern Munich,4-2-3-1,2,1.1,Magdalena Eriksson · 2&rsquor; Katharina Naschenweng · 24&rsquor;,2,0,Bayern Munich,Away,NA,990,506,433,68,18,1,2,18,32,7,6,0,0,396,5,6
Frauen-Bundesliga,2023-11-20,Frauen-Bundesliga (Matchweek 8),Freiburg,4-2-3-1,3,1.7,Marie Müller (P) · 34&rsquor; Hasret Kayikci · 39&rsquor; Giovanna Hoffmann · 83&rsquor;,0,0,Köln,4-2-3-1,3,1.7,Martyna Wiankowska (P) · 45+2&rsquor; Meike Meßmer · 72&rsquor; Adriana Achcińska · 76&rsquor;,3,0,Freiburg,Home,NA,990,509,438,64,15,0,1,21,35,5,3,0,2,355,7,14
Frauen-Bundesliga,2023-11-20,Frauen-Bundesliga (Matchweek 8),Freiburg,4-2-3-1,3,1.7,Marie Müller (P) · 34&rsquor; Hasret Kayikci · 39&rsquor; Giovanna Hoffmann · 83&rsquor;,0,0,Köln,4-2-3-1,3,1.7,Martyna Wiankowska (P) · 45+2&rsquor; Meike Meßmer · 72&rsquor; Adriana Achcińska · 76&rsquor;,3,0,Köln,Away,NA,990,393,331,60,14,1,2,14,28,3,3,0,0,273,2,6
Frauen-Bundesliga,2023-12-08,Frauen-Bundesliga (Matchweek 9),RB Leipzig,4-4-2,0,1,NA,2,0,1. FC Nürnberg,3-5-2,0,1.3,NA,4,0,RB Leipzig,Home,NA,990,369,300,67,16,0,0,20,39,6,6,0,0,219,2,11
Frauen-Bundesliga,2023-12-08,Frauen-Bundesliga (Matchweek 9),RB Leipzig,4-4-2,0,1,NA,2,0,1. FC Nürnberg,3-5-2,0,1.3,NA,4,0,1. FC Nürnberg,Away,NA,990,333,267,65,17,0,1,20,32,5,5,0,0,205,1,7
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Essen,4-2-3-1,0,1.3,NA,1,0,Freiburg,4-2-3-1,1,1.6,Lisa Kolb · 30&rsquor;,4,0,Essen,Home,NA,990,405,341,62,14,0,2,37,35,7,2,5,0,274,2,9
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Essen,4-2-3-1,0,1.3,NA,1,0,Freiburg,4-2-3-1,1,1.6,Lisa Kolb · 30&rsquor;,4,0,Freiburg,Away,NA,990,458,395,60,12,2,0,8,36,3,2,1,0,328,3,11
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Köln,4-2-3-1,1,1.9,Anna Gerhardt · 25&rsquor;,0,0,Wolfsburg,4-2-3-1,4,1.7,Svenja Huth · 21&rsquor; Dominique Janssen (P) · 45+3&rsquor; Vivien Endemann · 53&rsquor; Joelle Wedemeyer · 85&rsquor;,1,0,Köln,Home,NA,990,324,257,66,15,0,1,14,37,4,4,0,0,195,1,12
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Köln,4-2-3-1,1,1.9,Anna Gerhardt · 25&rsquor;,0,0,Wolfsburg,4-2-3-1,4,1.7,Svenja Huth · 21&rsquor; Dominique Janssen (P) · 45+3&rsquor; Vivien Endemann · 53&rsquor; Joelle Wedemeyer · 85&rsquor;,1,0,Wolfsburg,Away,NA,990,593,528,61,11,0,2,15,37,3,2,0,0,467,4,6
Frauen-Bundesliga,2023-12-10,Frauen-Bundesliga (Matchweek 9),Eintracht Frankfurt,4-3-1-2,3,2.7,Lara Prašnikar · 41&rsquor; Nicole Anyomi · 48&rsquor; Shekiera Martinez · 90+1&rsquor;,2,0,Hoffenheim,4-3-3,1,1,Julia Hickelsberger-Füller · 4&rsquor;,0,0,Eintracht Frankfurt,Home,NA,990,585,529,54,13,2,1,20,28,6,6,0,0,465,2,18
Frauen-Bundesliga,2023-12-10,Frauen-Bundesliga (Matchweek 9),Eintracht Frankfurt,4-3-1-2,3,2.7,Lara Prašnikar · 41&rsquor; Nicole Anyomi · 48&rsquor; Shekiera Martinez · 90+1&rsquor;,2,0,Hoffenheim,4-3-3,1,1,Julia Hickelsberger-Füller · 4&rsquor;,0,0,Hoffenheim,Away,NA,990,386,337,48,11,1,1,7,22,1,1,0,0,265,1,20
Frauen-Bundesliga,2023-12-10,Frauen-Bundesliga (Matchweek 9),MSV Duisburg,4-2-3-1,0,0.9,Paula Flach · 55&rsquor;,3,1,Werder Bremen,5-3-2,2,1.6,Maja Sternad · 34&rsquor; Sophie Weidauer · 83&rsquor;,2,0,MSV Duisburg,Home,NA,954,317,264,53,14,0,0,8,23,2,2,0,0,186,0,12
Frauen-Bundesliga,2023-12-10,Frauen-Bundesliga (Matchweek 9),MSV Duisburg,4-2-3-1,0,0.9,Paula Flach · 55&rsquor;,3,1,Werder Bremen,5-3-2,2,1.6,Maja Sternad · 34&rsquor; Sophie Weidauer · 83&rsquor;,2,0,Werder Bremen,Away,NA,990,548,495,49,9,1,3,32,26,8,5,3,0,411,4,11
Frauen-Bundesliga,2023-12-11,Frauen-Bundesliga (Matchweek 9),Bayern Munich,4-2-3-1,3,1.2,Magdalena Eriksson · 6&rsquor; Giulia Gwinn · 52&rsquor; Jovana Damnjanović · 58&rsquor;,0,0,Bayer Leverkusen,3-4-3,0,0.5,NA,2,0,Bayern Munich,Home,NA,990,690,655,34,2,1,2,17,24,5,2,3,0,593,1,10
Frauen-Bundesliga,2023-12-11,Frauen-Bundesliga (Matchweek 9),Bayern Munich,4-2-3-1,3,1.2,Magdalena Eriksson · 6&rsquor; Giulia Gwinn · 52&rsquor; Jovana Damnjanović · 58&rsquor;,0,0,Bayer Leverkusen,3-4-3,0,0.5,NA,2,0,Bayer Leverkusen,Away,NA,990,364,317,47,7,0,3,14,26,2,2,0,0,265,0,12
Frauen-Bundesliga,2023-12-15,Frauen-Bundesliga (Matchweek 10),Bayer Leverkusen,3-4-3,4,2.3,Karólína Lea Vilhjálmsdóttir · 5&rsquor; Kristin Kögel · 62&rsquor; Nikola Karczewska · 69&rsquor; Verena Wieder · 90+4&rsquor;,0,0,MSV Duisburg,4-2-3-1,1,1,Natalie Muth · 38&rsquor; Natalie Muth · 90&rsquor;,5,1,Bayer Leverkusen,Home,NA,990,546,488,56,17,1,3,22,24,8,8,0,0,425,2,15
Frauen-Bundesliga,2023-12-15,Frauen-Bundesliga (Matchweek 10),Bayer Leverkusen,3-4-3,4,2.3,Karólína Lea Vilhjálmsdóttir · 5&rsquor; Kristin Kögel · 62&rsquor; Nikola Karczewska · 69&rsquor; Verena Wieder · 90+4&rsquor;,0,0,MSV Duisburg,4-2-3-1,1,1,Natalie Muth · 38&rsquor; Natalie Muth · 90&rsquor;,5,1,MSV Duisburg,Away,NA,989,330,277,52,6,0,1,21,31,8,6,2,0,196,1,15
Frauen-Bundesliga,2023-12-16,Frauen-Bundesliga (Matchweek 10),Köln,4-2-3-1,0,0.4,NA,2,0,Essen,4-3-3,1,0.8,Lena Ostermeier · 27&rsquor;,0,0,Köln,Home,NA,990,466,405,60,14,0,2,15,31,6,4,1,0,320,1,21
Frauen-Bundesliga,2023-12-16,Frauen-Bundesliga (Matchweek 10),Köln,4-2-3-1,0,0.4,NA,2,0,Essen,4-3-3,1,0.8,Lena Ostermeier · 27&rsquor;,0,0,Essen,Away,NA,990,470,402,66,6,0,1,26,43,10,2,7,0,341,2,12
Frauen-Bundesliga,2023-12-16,Frauen-Bundesliga (Matchweek 10),Freiburg,4-2-3-1,0,0.6,NA,2,0,Eintracht Frankfurt,4-3-1-2,4,1.4,Barbara Dunst · 23&rsquor; Alina Axtmann (OG) · 41&rsquor; Lisanne Gräwe · 66&rsquor; Nicole Anyomi · 70&rsquor;,0,0,Freiburg,Home,NA,990,461,411,46,12,0,1,18,14,4,1,3,0,339,4,14
Frauen-Bundesliga,2023-12-16,Frauen-Bundesliga (Matchweek 10),Freiburg,4-2-3-1,0,0.6,NA,2,0,Eintracht Frankfurt,4-3-1-2,4,1.4,Barbara Dunst · 23&rsquor; Alina Axtmann (OG) · 41&rsquor; Lisanne Gräwe · 66&rsquor; Nicole Anyomi · 70&rsquor;,0,0,Eintracht Frankfurt,Away,NA,990,566,509,54,12,0,3,17,25,7,2,5,0,454,3,14
Frauen-Bundesliga,2023-12-17,Frauen-Bundesliga (Matchweek 10),Hoffenheim,4-3-3,2,1.2,Marta Cazalla · 6&rsquor; Marta Cazalla · 62&rsquor;,1,0,RB Leipzig,4-2-3-1,1,0.8,Lydia Andrade · 82&rsquor;,1,0,Hoffenheim,Home,NA,990,589,524,61,12,0,0,23,25,9,4,3,0,464,4,14
Frauen-Bundesliga,2023-12-17,Frauen-Bundesliga (Matchweek 10),Hoffenheim,4-3-3,2,1.2,Marta Cazalla · 6&rsquor; Marta Cazalla · 62&rsquor;,1,0,RB Leipzig,4-2-3-1,1,0.8,Lydia Andrade · 82&rsquor;,1,0,RB Leipzig,Away,NA,990,370,329,40,9,0,2,11,24,1,0,1,0,242,1,4
Frauen-Bundesliga,2023-12-17,Frauen-Bundesliga (Matchweek 10),1. FC Nürnberg,5-3-2,1,1.1,Medina Dešić (P) · 72&rsquor;,2,0,Bayern Munich,4-2-3-1,1,3.8,Lea Schüller · 11&rsquor;,2,0,1. FC Nürnberg,Home,NA,990,290,239,49,12,0,0,10,22,1,1,0,0,177,2,10
Frauen-Bundesliga,2023-12-17,Frauen-Bundesliga (Matchweek 10),1. FC Nürnberg,5-3-2,1,1.1,Medina Dešić (P) · 72&rsquor;,2,0,Bayern Munich,4-2-3-1,1,3.8,Lea Schüller · 11&rsquor;,2,0,Bayern Munich,Away,NA,990,668,601,65,11,0,1,34,41,5,3,2,0,547,2,11
Frauen-Bundesliga,2023-12-18,Frauen-Bundesliga (Matchweek 10),Wolfsburg,4-2-3-1,1,0.8,Dominique Janssen · 83&rsquor;,1,0,Werder Bremen,4-4-2,0,0.3,NA,3,0,Wolfsburg,Home,NA,990,628,565,61,17,0,3,20,36,4,2,1,1,476,2,13
Frauen-Bundesliga,2023-12-18,Frauen-Bundesliga (Matchweek 10),Wolfsburg,4-2-3-1,1,0.8,Dominique Janssen · 83&rsquor;,1,0,Werder Bremen,4-4-2,0,0.3,NA,3,0,Werder Bremen,Away,NA,990,292,235,57,12,0,0,7,33,1,1,0,0,131,0,16
Frauen-Bundesliga,2024-01-26,Frauen-Bundesliga (Matchweek 11),Werder Bremen,5-3-2,2,1,Synne Hansen (OG) · 76&rsquor; Jasmin Sehan · 90+2&rsquor;,1,0,Bayer Leverkusen,3-4-1-2,1,0.4,Nikola Karczewska · 21&rsquor;,4,0,Werder Bremen,Home,NA,990,454,389,64,15,1,3,27,33,9,5,3,0,320,1,11
Frauen-Bundesliga,2024-01-26,Frauen-Bundesliga (Matchweek 11),Werder Bremen,5-3-2,2,1,Synne Hansen (OG) · 76&rsquor; Jasmin Sehan · 90+2&rsquor;,1,0,Bayer Leverkusen,3-4-1-2,1,0.4,Nikola Karczewska · 21&rsquor;,4,0,Bayer Leverkusen,Away,NA,990,418,354,63,14,0,1,8,34,2,2,0,0,306,1,9
Frauen-Bundesliga,2024-01-27,Frauen-Bundesliga (Matchweek 11),RB Leipzig,4-4-2,0,0.3,NA,1,0,Freiburg,4-2-3-1,2,2.6,Cora Zical · 34&rsquor; Leela Egli · 90+2&rsquor;,1,0,RB Leipzig,Home,NA,990,452,382,69,15,0,0,7,43,2,2,0,0,285,1,18
Frauen-Bundesliga,2024-01-27,Frauen-Bundesliga (Matchweek 11),RB Leipzig,4-4-2,0,0.3,NA,1,0,Freiburg,4-2-3-1,2,2.6,Cora Zical · 34&rsquor; Leela Egli · 90+2&rsquor;,1,0,Freiburg,Away,NA,990,479,410,65,10,2,4,15,48,2,1,0,0,295,4,17
Frauen-Bundesliga,2024-01-27,Frauen-Bundesliga (Matchweek 11),Bayern Munich,4-2-3-1,1,1.1,Klara Bühl · 22&rsquor;,1,0,Hoffenheim,4-2-3-1,0,0.2,NA,2,0,Bayern Munich,Home,NA,990,475,414,59,13,0,1,20,37,2,0,2,0,357,2,8
Frauen-Bundesliga,2024-01-27,Frauen-Bundesliga (Matchweek 11),Bayern Munich,4-2-3-1,1,1.1,Klara Bühl · 22&rsquor;,1,0,Hoffenheim,4-2-3-1,0,0.2,NA,2,0,Hoffenheim,Away,NA,990,414,352,62,9,0,0,21,32,7,2,4,0,307,0,16
Frauen-Bundesliga,2024-01-28,Frauen-Bundesliga (Matchweek 11),Eintracht Frankfurt,4-3-3,1,1.2,Ilayda Acikgöz · 23&rsquor;,3,0,Köln,4-2-3-1,0,0.4,NA,0,0,Eintracht Frankfurt,Home,NA,990,624,570,52,10,0,2,26,29,5,3,0,0,489,2,18
Frauen-Bundesliga,2024-01-28,Frauen-Bundesliga (Matchweek 11),Eintracht Frankfurt,4-3-3,1,1.2,Ilayda Acikgöz · 23&rsquor;,3,0,Köln,4-2-3-1,0,0.4,NA,0,0,Köln,Away,NA,990,349,284,64,15,0,0,15,27,6,2,4,0,220,1,16
Frauen-Bundesliga,2024-01-28,Frauen-Bundesliga (Matchweek 11),MSV Duisburg,4-2-3-1,1,0.8,Alexandra Emmerling · 54&rsquor;,2,0,1. FC Nürnberg,5-3-2,2,1.7,Medina Dešić · 1&rsquor; Vanessa Haim · 3&rsquor;,5,0,MSV Duisburg,Home,NA,990,380,324,56,16,0,2,25,27,5,0,0,5,255,0,6
Frauen-Bundesliga,2024-01-28,Frauen-Bundesliga (Matchweek 11),MSV Duisburg,4-2-3-1,1,0.8,Alexandra Emmerling · 54&rsquor;,2,0,1. FC Nürnberg,5-3-2,2,1.7,Medina Dešić · 1&rsquor; Vanessa Haim · 3&rsquor;,5,0,1. FC Nürnberg,Away,NA,990,460,389,68,17,1,0,13,32,3,3,0,0,339,3,13
Frauen-Bundesliga,2024-01-29,Frauen-Bundesliga (Matchweek 11),Essen,4-2-3-1,1,0.4,Lilli Purtscheller · 51&rsquor;,2,0,Wolfsburg,4-3-3,3,1.2,Vivien Endemann · 56&rsquor; Marina Hegering · 66&rsquor; Ewa Pajor · 69&rsquor;,0,0,Essen,Home,NA,990,277,217,56,15,1,0,5,23,3,2,1,0,159,4,7
Frauen-Bundesliga,2024-01-29,Frauen-Bundesliga (Matchweek 11),Essen,4-2-3-1,1,0.4,Lilli Purtscheller · 51&rsquor;,2,0,Wolfsburg,4-3-3,3,1.2,Vivien Endemann · 56&rsquor; Marina Hegering · 66&rsquor; Ewa Pajor · 69&rsquor;,0,0,Wolfsburg,Away,NA,990,680,625,49,13,2,4,29,21,10,7,0,0,538,6,21
Frauen-Bundesliga,2024-02-02,Frauen-Bundesliga (Matchweek 12),MSV Duisburg,4-2-3-1,0,0.3,NA,0,0,Hoffenheim,4-3-3,2,1.5,Gia Corley · 19&rsquor; Paulina Krumbiegel · 84&rsquor;,1,0,MSV Duisburg,Home,NA,990,304,257,47,9,0,0,12,16,1,0,0,0,195,0,8
Frauen-Bundesliga,2024-02-02,Frauen-Bundesliga (Matchweek 12),MSV Duisburg,4-2-3-1,0,0.3,NA,0,0,Hoffenheim,4-3-3,2,1.5,Gia Corley · 19&rsquor; Paulina Krumbiegel · 84&rsquor;,1,0,Hoffenheim,Away,NA,990,652,597,54,9,0,0,30,31,8,0,0,7,540,1,12
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),RB Leipzig,4-4-2,2,0.9,Vanessa Fudalla · 8&rsquor; Marlene Müller · 75&rsquor;,4,0,Köln,4-2-3-1,1,1.7,Martyna Wiankowska (P) · 90+1&rsquor;,1,0,RB Leipzig,Home,NA,990,398,335,62,8,0,1,8,38,3,2,0,0,257,1,15
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),RB Leipzig,4-4-2,2,0.9,Vanessa Fudalla · 8&rsquor; Marlene Müller · 75&rsquor;,4,0,Köln,4-2-3-1,1,1.7,Martyna Wiankowska (P) · 90+1&rsquor;,1,0,Köln,Away,NA,990,538,463,73,12,0,1,24,38,11,7,2,0,380,2,24
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),Werder Bremen,5-3-2,4,2.7,Michelle Ulbrich (P) · 62&rsquor; Michelle Ulbrich · 72&rsquor; Juliane Wirtz · 82&rsquor; Lara Schmidt (OG) · 89&rsquor;,5,0,1. FC Nürnberg,5-3-2,0,1.1,NA,1,0,Werder Bremen,Home,NA,990,392,339,51,11,0,0,28,24,10,7,3,0,277,2,13
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),Werder Bremen,5-3-2,4,2.7,Michelle Ulbrich (P) · 62&rsquor; Michelle Ulbrich · 72&rsquor; Juliane Wirtz · 82&rsquor; Lara Schmidt (OG) · 89&rsquor;,5,0,1. FC Nürnberg,5-3-2,0,1.1,NA,1,0,1. FC Nürnberg,Away,NA,990,309,261,47,17,0,0,4,16,1,1,0,0,206,1,6
Frauen-Bundesliga,2024-02-04,Frauen-Bundesliga (Matchweek 12),Bayer Leverkusen,4-1-4-1,1,0.5,Emilie Bragstad · 73&rsquor;,0,0,Wolfsburg,4-3-3,1,2.3,Alexandra Popp · 37&rsquor; Marina Hegering · 72&rsquor;,4,1,Bayer Leverkusen,Home,NA,990,300,253,45,11,0,1,7,17,2,2,0,0,180,2,11
Frauen-Bundesliga,2024-02-04,Frauen-Bundesliga (Matchweek 12),Bayer Leverkusen,4-1-4-1,1,0.5,Emilie Bragstad · 73&rsquor;,0,0,Wolfsburg,4-3-3,1,2.3,Alexandra Popp · 37&rsquor; Marina Hegering · 72&rsquor;,4,1,Wolfsburg,Away,NA,971,528,473,54,12,1,2,28,24,10,5,2,0,395,1,9
Frauen-Bundesliga,2024-02-04,Frauen-Bundesliga (Matchweek 12),Eintracht Frankfurt,4-3-3,1,1,Sara Doorsoun · 62&rsquor;,3,0,Essen,4-2-3-1,0,0.4,NA,1,0,Eintracht Frankfurt,Home,NA,990,565,505,58,10,0,0,16,37,3,3,0,0,447,2,9
Frauen-Bundesliga,2024-02-04,Frauen-Bundesliga (Matchweek 12),Eintracht Frankfurt,4-3-3,1,1,Sara Doorsoun · 62&rsquor;,3,0,Essen,4-2-3-1,0,0.4,NA,1,0,Essen,Away,NA,990,324,253,70,14,0,2,18,39,7,2,5,0,200,1,12
Frauen-Bundesliga,2024-02-05,Frauen-Bundesliga (Matchweek 12),Bayern Munich,4-2-3-1,4,1.6,Linda Sembrant · 6&rsquor; Lea Schüller · 19&rsquor; Linda Dallmann · 58&rsquor; Katharina Naschenweng · 60&rsquor;,0,0,Freiburg,4-2-3-1,0,0,NA,0,0,Bayern Munich,Home,NA,990,694,649,40,8,2,2,21,23,6,5,0,0,587,5,12
Frauen-Bundesliga,2024-02-05,Frauen-Bundesliga (Matchweek 12),Bayern Munich,4-2-3-1,4,1.6,Linda Sembrant · 6&rsquor; Lea Schüller · 19&rsquor; Linda Dallmann · 58&rsquor; Katharina Naschenweng · 60&rsquor;,0,0,Freiburg,4-2-3-1,0,0,NA,0,0,Freiburg,Away,NA,990,377,322,55,8,0,0,6,26,0,0,0,0,268,0,12
Frauen-Bundesliga,2024-02-09,Frauen-Bundesliga (Matchweek 13),Essen,4-2-3-1,4,3.9,Laureta Elmazi · 3&rsquor; Natasha Kowalski (P) · 25&rsquor; Natasha Kowalski · 51&rsquor; Annalena Rieke · 59&rsquor;,1,0,RB Leipzig,4-4-2,4,0.7,Mimmi Larsson · 14&rsquor; Vanessa Fudalla · 26&rsquor; Vanessa Fudalla · 28&rsquor; Frederike Kempe · 39&rsquor;,4,0,Essen,Home,NA,990,438,372,65,16,0,0,34,29,12,1,11,0,296,1,11
Frauen-Bundesliga,2024-02-09,Frauen-Bundesliga (Matchweek 13),Essen,4-2-3-1,4,3.9,Laureta Elmazi · 3&rsquor; Natasha Kowalski (P) · 25&rsquor; Natasha Kowalski · 51&rsquor; Annalena Rieke · 59&rsquor;,1,0,RB Leipzig,4-4-2,4,0.7,Mimmi Larsson · 14&rsquor; Vanessa Fudalla · 26&rsquor; Vanessa Fudalla · 28&rsquor; Frederike Kempe · 39&rsquor;,4,0,RB Leipzig,Away,NA,990,332,272,60,8,0,0,13,31,7,7,0,0,200,0,16
Frauen-Bundesliga,2024-02-10,Frauen-Bundesliga (Matchweek 13),Hoffenheim,4-2-3-1,1,1.5,Jill Janssens · 45+4&rsquor;,1,0,Werder Bremen,3-5-2,1,1.4,Rieke Dieckmann · 45&rsquor;,2,0,Hoffenheim,Home,NA,990,430,371,58,15,0,1,15,29,7,6,1,0,300,1,11
Frauen-Bundesliga,2024-02-10,Frauen-Bundesliga (Matchweek 13),Hoffenheim,4-2-3-1,1,1.5,Jill Janssens · 45+4&rsquor;,1,0,Werder Bremen,3-5-2,1,1.4,Rieke Dieckmann · 45&rsquor;,2,0,Werder Bremen,Away,NA,990,396,330,66,15,0,1,21,36,4,3,1,0,252,0,11
Frauen-Bundesliga,2024-02-10,Frauen-Bundesliga (Matchweek 13),Köln,4-2-3-1,0,0.3,NA,1,0,Bayern Munich,4-2-3-1,5,3,Linda Dallmann · 18&rsquor; Janina Hechler (OG) · 34&rsquor; Lea Schüller · 45+3&rsquor; Georgia Stanway · 52&rsquor; Jovana Damnjanović · 64&rsquor;,2,0,Köln,Home,NA,990,357,300,55,16,0,0,15,19,3,3,0,0,247,2,10
Frauen-Bundesliga,2024-02-10,Frauen-Bundesliga (Matchweek 13),Köln,4-2-3-1,0,0.3,NA,1,0,Bayern Munich,4-2-3-1,5,3,Linda Dallmann · 18&rsquor; Janina Hechler (OG) · 34&rsquor; Lea Schüller · 45+3&rsquor; Georgia Stanway · 52&rsquor; Jovana Damnjanović · 64&rsquor;,2,0,Bayern Munich,Away,NA,990,669,610,55,11,0,4,17,30,4,2,2,0,567,4,4
Frauen-Bundesliga,2024-02-11,Frauen-Bundesliga (Matchweek 13),Wolfsburg,4-3-3,3,1.4,Stina Johannes (OG) · 57&rsquor; Lena Lattwein · 85&rsquor; Vivien Endemann · 90+3&rsquor;,2,0,Eintracht Frankfurt,4-1-3-2,0,0.6,NA,1,0,Wolfsburg,Home,NA,990,457,399,58,13,1,3,16,32,3,2,0,0,332,0,15
Frauen-Bundesliga,2024-02-11,Frauen-Bundesliga (Matchweek 13),Wolfsburg,4-3-3,3,1.4,Stina Johannes (OG) · 57&rsquor; Lena Lattwein · 85&rsquor; Vivien Endemann · 90+3&rsquor;,2,0,Eintracht Frankfurt,4-1-3-2,0,0.6,NA,1,0,Eintracht Frankfurt,Away,NA,990,447,385,58,9,0,0,13,28,6,2,0,0,328,4,18
Frauen-Bundesliga,2024-02-11,Frauen-Bundesliga (Matchweek 13),Freiburg,4-3-3,1,2.5,Janina Minge · 90+4&rsquor;,1,0,MSV Duisburg,4-2-3-1,1,0.3,Taryn Ries · 65&rsquor; Natalie Muth · 90+6&rsquor;,5,1,Freiburg,Home,NA,990,611,542,67,16,1,0,33,37,8,5,2,0,471,2,10
