League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won_Aerial_Duels,Lost_Aerial_Duels,Won_percent_Aerial_Duels
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Lille,3-4-3,2,1.3,Maïté Boucly · 63&rsquor; Julie Machart (P) · 86&rsquor;,3,0,Stade de Reims,4-2-3-1,5,4.6,Rachel Corboz · 33&rsquor; Noémie Mouchon · 56&rsquor; Blessing Demehin · 62&rsquor; Rofiat Imuran · 79&rsquor; Shana Chossenotte · 90+3&rsquor;,1,0,Stade de Reims,Away,NA,990,1,0,0,12,13,1,16,11,14,1,1,0,47,4,0,100
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,1,1.5,Hawa Sangare · 8&rsquor;,2,0,Saint-Étienne,4-2-3-1,4,2.8,Cindy Caputo · 13&rsquor; Faustine Bataillard · 51&rsquor; Phornetia Browne · 74&rsquor; Kess Elmore · 81&rsquor;,5,0,Bordeaux,Home,NA,990,2,0,0,13,10,8,17,11,10,0,0,0,48,8,7,53.3
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,1,1.5,Hawa Sangare · 8&rsquor;,2,0,Saint-Étienne,4-2-3-1,4,2.8,Cindy Caputo · 13&rsquor; Faustine Bataillard · 51&rsquor; Phornetia Browne · 74&rsquor; Kess Elmore · 81&rsquor;,5,0,Saint-Étienne,Away,NA,990,5,0,0,10,11,2,7,8,14,0,0,0,38,7,8,46.7
Championnat de France de Football Féminin,2023-12-17,Championnat de France de Football Féminin (Regular season),Paris FC,4-3-3,1,1.7,Gaëtane Thiney (P) · 4&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,2,1.8,Sandy Baltimore (P) · 36&rsquor; Marie-Antoinette Katoto · 44&rsquor;,1,0,Paris FC,Home,NA,990,1,0,0,9,7,0,14,18,13,0,1,0,58,3,2,60
Championnat de France de Football Féminin,2023-12-17,Championnat de France de Football Féminin (Regular season),Paris FC,4-3-3,1,1.7,Gaëtane Thiney (P) · 4&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,2,1.8,Sandy Baltimore (P) · 36&rsquor; Marie-Antoinette Katoto · 44&rsquor;,1,0,Paris Saint-Germain,Away,NA,990,1,0,0,8,9,2,12,21,12,1,1,0,61,2,3,40
Championnat de France de Football Féminin,2024-01-09,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-3-3,6,2.9,Marie-Antoinette Katoto · 26&rsquor; Sandy Baltimore · 37&rsquor; Tabitha Chawinga · 55&rsquor; Sandy Baltimore · 57&rsquor; Grace Geyoro · 60&rsquor; Lieke Martens · 86&rsquor;,1,0,Lille,4-1-4-1,0,1.1,NA,2,0,Paris Saint-Germain,Home,NA,990,1,0,0,6,10,5,13,8,13,0,0,0,55,10,5,66.7
Championnat de France de Football Féminin,2024-01-09,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-3-3,6,2.9,Marie-Antoinette Katoto · 26&rsquor; Sandy Baltimore · 37&rsquor; Tabitha Chawinga · 55&rsquor; Sandy Baltimore · 57&rsquor; Grace Geyoro · 60&rsquor; Lieke Martens · 86&rsquor;,1,0,Lille,4-1-4-1,0,1.1,NA,2,0,Lille,Away,NA,990,2,0,0,10,6,0,12,10,12,0,0,0,47,5,10,33.3
Championnat de France de Football Féminin,2024-01-10,Championnat de France de Football Féminin (Regular season),Guingamp,3-4-1-2,0,0.7,Jeannette Yango · 66&rsquor;,4,1,Montpellier,4-2-3-1,1,0.9,Lea Khelifi · 40&rsquor; Maelys Mpomé · 83&rsquor;,5,1,Guingamp,Home,NA,965,3,1,1,11,12,1,18,13,8,0,0,0,62,4,4,50
Championnat de France de Football Féminin,2024-01-10,Championnat de France de Football Féminin (Regular season),Guingamp,3-4-1-2,0,0.7,Jeannette Yango · 66&rsquor;,4,1,Montpellier,4-2-3-1,1,0.9,Lea Khelifi · 40&rsquor; Maelys Mpomé · 83&rsquor;,5,1,Montpellier,Away,NA,982,4,1,1,14,10,3,27,9,9,0,0,0,58,4,4,50
Championnat de France de Football Féminin,2024-01-10,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,0,1.2,NA,1,0,Fleury,4-3-3,5,3,Dominika Grabowska · 51&rsquor; Rosemonde Kouassi · 65&rsquor; Rosemonde Kouassi · 80&rsquor; Léa Declercq (OG) · 88&rsquor; Tianna Harris · 90&rsquor;,0,0,Dijon,Home,NA,990,1,0,0,6,8,0,12,14,16,0,0,1,58,2,12,14.3
Championnat de France de Football Féminin,2024-01-10,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,0,1.2,NA,1,0,Fleury,4-3-3,5,3,Dominika Grabowska · 51&rsquor; Rosemonde Kouassi · 65&rsquor; Rosemonde Kouassi · 80&rsquor; Léa Declercq (OG) · 88&rsquor; Tianna Harris · 90&rsquor;,0,0,Fleury,Away,NA,990,0,0,0,8,5,1,25,11,18,0,0,0,77,12,2,85.7
Championnat de France de Football Féminin,2024-01-10,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,1,0.8,Ada Hegerberg · 84&rsquor;,1,0,Paris FC,4-2-3-1,0,0.2,NA,0,0,Lyon,Home,NA,990,1,0,0,7,5,2,17,20,17,0,0,0,68,13,7,65
Championnat de France de Football Féminin,2024-01-10,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,1,0.8,Ada Hegerberg · 84&rsquor;,1,0,Paris FC,4-2-3-1,0,0.2,NA,0,0,Paris FC,Away,NA,990,0,0,0,5,7,1,10,21,13,0,0,0,55,7,13,35
Championnat de France de Football Féminin,2024-01-17,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-1-4-1,4,4.8,Lieke Martens · 31&rsquor; Marie-Antoinette Katoto · 48&rsquor; Lieke Martens · 62&rsquor; Grace Geyoro · 90&rsquor;,1,0,Stade de Reims,5-4-1,0,0.1,NA,1,0,Paris Saint-Germain,Home,NA,990,1,0,0,3,5,0,27,4,16,0,0,0,68,2,2,50
Championnat de France de Football Féminin,2024-01-17,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-1-4-1,4,4.8,Lieke Martens · 31&rsquor; Marie-Antoinette Katoto · 48&rsquor; Lieke Martens · 62&rsquor; Grace Geyoro · 90&rsquor;,1,0,Stade de Reims,5-4-1,0,0.1,NA,1,0,Stade de Reims,Away,NA,990,1,0,0,5,3,0,1,13,15,0,0,0,47,2,2,50
Championnat de France de Football Féminin,2024-01-20,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,2,1.5,Amandine Henry · 52&rsquor; Anaïs Ribeyra · 66&rsquor; Anaïs Ribeyra · 85&rsquor;,0,1,Dijon,4-2-3-1,2,1.4,Klaudia Jedlińska · 21&rsquor; Malou Rylov · 34&rsquor;,3,0,Lille,Home,NA,951,0,1,0,12,13,2,26,5,10,0,0,0,46,11,14,44
Championnat de France de Football Féminin,2024-01-20,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,2,1.5,Amandine Henry · 52&rsquor; Anaïs Ribeyra · 66&rsquor; Anaïs Ribeyra · 85&rsquor;,0,1,Dijon,4-2-3-1,2,1.4,Klaudia Jedlińska · 21&rsquor; Malou Rylov · 34&rsquor;,3,0,Dijon,Away,NA,990,3,0,0,13,11,3,18,17,21,0,0,0,48,14,11,56
Championnat de France de Football Féminin,2024-01-20,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,1,2.1,Mélissa Gomes (P) · 90&rsquor;,1,0,Guingamp,4-2-3-1,0,1,NA,3,0,Stade de Reims,Home,NA,990,1,0,0,12,16,1,28,13,16,1,0,0,57,14,18,43.8
Championnat de France de Football Féminin,2024-01-20,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,1,2.1,Mélissa Gomes (P) · 90&rsquor;,1,0,Guingamp,4-2-3-1,0,1,NA,3,0,Guingamp,Away,NA,990,3,0,0,16,11,1,25,14,16,0,1,0,50,18,14,56.3
Championnat de France de Football Féminin,2024-01-20,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-3-3,8,7,Grace Geyoro (P) · 28&rsquor; Amalie Vangsgaard · 36&rsquor; Marie-Antoinette Katoto · 40&rsquor; Marie-Antoinette Katoto · 45+2&rsquor; Sandy Baltimore · 62&rsquor; Tabitha Chawinga · 71&rsquor; Amalie Vangsgaard · 84&rsquor; Tabitha Chawinga · 88&rsquor;,0,0,Bordeaux,4-3-3,1,0.9,Hawa Sangare · 72&rsquor;,0,0,Paris Saint-Germain,Home,NA,990,0,0,0,8,5,5,23,10,7,1,0,0,74,9,2,81.8
Championnat de France de Football Féminin,2024-01-20,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-3-3,8,7,Grace Geyoro (P) · 28&rsquor; Amalie Vangsgaard · 36&rsquor; Marie-Antoinette Katoto · 40&rsquor; Marie-Antoinette Katoto · 45+2&rsquor; Sandy Baltimore · 62&rsquor; Tabitha Chawinga · 71&rsquor; Amalie Vangsgaard · 84&rsquor; Tabitha Chawinga · 88&rsquor;,0,0,Bordeaux,4-3-3,1,0.9,Hawa Sangare · 72&rsquor;,0,0,Bordeaux,Away,NA,990,0,0,0,6,8,0,8,13,10,0,1,0,56,2,9,18.2
Championnat de France de Football Féminin,2024-01-21,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-1-4-1,1,1.2,Amandine Pierre-Louis · 29&rsquor;,2,0,Fleury,4-3-3,0,0.7,NA,0,0,Saint-Étienne,Home,NA,990,2,0,0,15,7,1,12,8,14,0,0,0,66,4,7,36.4
Championnat de France de Football Féminin,2024-01-21,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-1-4-1,1,1.2,Amandine Pierre-Louis · 29&rsquor;,2,0,Fleury,4-3-3,0,0.7,NA,0,0,Fleury,Away,NA,990,0,0,0,7,13,6,19,10,7,0,0,0,61,7,4,63.6
Championnat de France de Football Féminin,2024-01-21,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,1.2,Océane Deslandes · 35&rsquor;,2,0,Lyon,4-3-3,2,2.7,Vanessa Gilles · 12&rsquor; Ada Hegerberg · 27&rsquor;,1,0,Montpellier,Home,NA,990,2,0,0,8,14,1,9,16,18,0,0,0,42,7,13,35
Championnat de France de Football Féminin,2024-01-21,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,1.2,Océane Deslandes · 35&rsquor;,2,0,Lyon,4-3-3,2,2.7,Vanessa Gilles · 12&rsquor; Ada Hegerberg · 27&rsquor;,1,0,Lyon,Away,NA,990,1,0,0,15,7,0,29,18,14,0,0,0,61,13,7,65
Championnat de France de Football Féminin,2024-02-02,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,1,0.4,Dominika Grabowska · 19&rsquor;,3,0,Paris Saint-Germain,4-5-1,1,2.6,Sakina Karchaoui · 61&rsquor;,1,0,Fleury,Home,NA,990,3,0,0,10,11,0,5,14,8,0,0,0,47,11,11,50
Championnat de France de Football Féminin,2024-02-02,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,1,0.4,Dominika Grabowska · 19&rsquor;,3,0,Paris Saint-Germain,4-5-1,1,2.6,Sakina Karchaoui · 61&rsquor;,1,0,Paris Saint-Germain,Away,NA,990,1,0,0,12,9,1,29,9,10,0,0,0,63,11,11,50
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Le Havre,4-1-4-1,4,1.9,Inès Benyahia · 18&rsquor; Silke Demeyere · 27&rsquor; Nadjma Ali Nadjim · 53&rsquor; Christy Gavory · 73&rsquor;,1,0,Saint-Étienne,4-2-3-1,2,0.5,Amandine Pierre-Louis · 62&rsquor; Alexandria Lamontagne · 90+2&rsquor;,1,0,Le Havre,Home,NA,990,1,0,0,14,14,5,2,11,17,0,0,0,64,10,3,76.9
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Le Havre,4-1-4-1,4,1.9,Inès Benyahia · 18&rsquor; Silke Demeyere · 27&rsquor; Nadjma Ali Nadjim · 53&rsquor; Christy Gavory · 73&rsquor;,1,0,Saint-Étienne,4-2-3-1,2,0.5,Amandine Pierre-Louis · 62&rsquor; Alexandria Lamontagne · 90+2&rsquor;,1,0,Saint-Étienne,Away,NA,990,1,0,0,15,14,1,12,8,6,0,0,0,51,3,10,23.1
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,1,1,Klaudia Jedlińska · 2&rsquor;,0,0,Montpellier,4-1-4-1,0,0.6,NA,0,0,Dijon,Home,NA,990,0,0,0,10,8,2,17,26,22,0,0,0,65,12,9,57.1
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,1,1,Klaudia Jedlińska · 2&rsquor;,0,0,Montpellier,4-1-4-1,0,0.6,NA,0,0,Montpellier,Away,NA,990,0,0,0,9,8,3,23,20,15,0,0,0,53,9,12,42.9
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,4,3.1,Eugénie Le Sommer · 13&rsquor; Eugénie Le Sommer · 18&rsquor; Sara Däbritz · 34&rsquor; Ada Hegerberg · 49&rsquor;,0,0,Stade de Reims,4-4-1-1,1,0.5,Shana Chossenotte · 45&rsquor;,1,0,Lyon,Home,NA,990,0,0,0,10,9,2,30,9,12,0,0,0,65,3,4,42.9
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,4,3.1,Eugénie Le Sommer · 13&rsquor; Eugénie Le Sommer · 18&rsquor; Sara Däbritz · 34&rsquor; Ada Hegerberg · 49&rsquor;,0,0,Stade de Reims,4-4-1-1,1,0.5,Shana Chossenotte · 45&rsquor;,1,0,Stade de Reims,Away,NA,990,1,0,0,10,10,0,7,15,13,0,0,0,44,3,3,50
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,1,2.2,Laura Bourgouin · 36&rsquor;,1,0,Guingamp,5-4-1,1,0.4,Antonie Stárová · 8&rsquor;,2,0,Bordeaux,Home,NA,990,1,0,0,11,10,1,16,12,18,0,0,0,63,13,9,59.1
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,1,2.2,Laura Bourgouin · 36&rsquor;,1,0,Guingamp,5-4-1,1,0.4,Antonie Stárová · 8&rsquor;,2,0,Guingamp,Away,NA,990,2,0,0,10,10,4,11,12,11,0,0,0,48,9,13,40.9
Championnat de France de Football Féminin,2024-02-04,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,3,3.4,Kaja Korošec · 70&rsquor; Kessya Bussy · 76&rsquor; Kaja Korošec · 90+6&rsquor;,3,0,Lille,4-4-2,2,0.8,Anaïs Ribeyra · 65&rsquor; Lorena Azzaro · 71&rsquor;,1,0,Paris FC,Home,NA,990,3,0,0,9,14,2,29,10,18,0,0,0,68,16,8,66.7
Championnat de France de Football Féminin,2024-02-04,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,3,3.4,Kaja Korošec · 70&rsquor; Kessya Bussy · 76&rsquor; Kaja Korošec · 90+6&rsquor;,3,0,Lille,4-4-2,2,0.8,Anaïs Ribeyra · 65&rsquor; Lorena Azzaro · 71&rsquor;,1,0,Lille,Away,NA,990,1,0,0,15,9,1,14,22,24,0,0,0,64,8,16,33.3
Championnat de France de Football Féminin,2024-02-09,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,0,0.3,NA,2,0,Montpellier,4-5-1,3,3.3,Faustine Robert · 19&rsquor; Soufiya Ngueleu · 62&rsquor; Lea Khelifi · 90+2&rsquor;,1,0,Stade de Reims,Home,NA,990,2,0,0,11,12,0,16,16,16,0,0,0,62,6,9,40
Championnat de France de Football Féminin,2024-02-09,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,0,0.3,NA,2,0,Montpellier,4-5-1,3,3.3,Faustine Robert · 19&rsquor; Soufiya Ngueleu · 62&rsquor; Lea Khelifi · 90+2&rsquor;,1,0,Montpellier,Away,NA,990,1,0,0,11,10,1,18,20,19,0,0,0,58,7,6,53.8
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,2,1.8,Hillary Diaz · 16&rsquor; Abi Kim · 29&rsquor;,1,0,Paris FC,4-2-3-1,6,3.2,Daphne Corboz · 27&rsquor; Julie Dufour · 48&rsquor; Clara Matéo · 49&rsquor; Clara Matéo · 52&rsquor; Julie Dufour · 68&rsquor; Clara Matéo · 72&rsquor;,1,0,Bordeaux,Home,NA,990,1,0,0,10,12,1,17,12,12,0,0,0,46,6,6,50
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,2,1.8,Hillary Diaz · 16&rsquor; Abi Kim · 29&rsquor;,1,0,Paris FC,4-2-3-1,6,3.2,Daphne Corboz · 27&rsquor; Julie Dufour · 48&rsquor; Clara Matéo · 49&rsquor; Clara Matéo · 52&rsquor; Julie Dufour · 68&rsquor; Clara Matéo · 72&rsquor;,1,0,Paris FC,Away,NA,990,1,0,0,12,10,0,14,7,9,0,0,0,46,6,6,50
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,2,3.8,Noémie Carage · 59&rsquor; Cindy Caputo · 87&rsquor;,3,0,Dijon,4-2-3-1,0,0.2,NA,2,0,Saint-Étienne,Home,NA,990,3,0,0,11,13,1,17,17,8,0,0,0,62,6,10,37.5
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,2,3.8,Noémie Carage · 59&rsquor; Cindy Caputo · 87&rsquor;,3,0,Dijon,4-2-3-1,0,0.2,NA,2,0,Dijon,Away,NA,990,2,0,0,13,11,9,10,7,18,0,0,0,54,10,6,62.5
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,3,1.5,Anaïs Ribeyra · 25&rsquor; Julie Machart · 48&rsquor; Julie Pian · 57&rsquor;,3,0,Le Havre,4-1-4-1,3,2.1,Romane Enguehard · 4&rsquor; Mickaélla Cardia · 45&rsquor; Inès Benyahia (P) · 86&rsquor;,1,0,Lille,Home,NA,990,3,0,0,15,5,0,11,16,10,0,1,0,28,5,13,27.8
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,3,1.5,Anaïs Ribeyra · 25&rsquor; Julie Machart · 48&rsquor; Julie Pian · 57&rsquor;,3,0,Le Havre,4-1-4-1,3,2.1,Romane Enguehard · 4&rsquor; Mickaélla Cardia · 45&rsquor; Inès Benyahia (P) · 86&rsquor;,1,0,Le Havre,Away,NA,990,1,0,0,5,15,2,16,14,15,1,0,0,40,13,5,72.2
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,3,1.8,Sarah Cambot · 45&rsquor; Antonie Stárová (P) · 48&rsquor; Alison Peniguel · 73&rsquor;,5,0,Fleury,4-2-3-1,1,1.6,Airine Fontaine · 88&rsquor;,3,0,Guingamp,Home,NA,990,5,0,0,18,9,1,8,4,5,0,0,0,40,8,6,57.1
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,3,1.8,Sarah Cambot · 45&rsquor; Antonie Stárová (P) · 48&rsquor; Alison Peniguel · 73&rsquor;,5,0,Fleury,4-2-3-1,1,1.6,Airine Fontaine · 88&rsquor;,3,0,Fleury,Away,NA,990,3,0,0,10,16,6,25,5,6,0,1,0,35,6,8,42.9
Championnat de France de Football Féminin,2024-02-11,Championnat de France de Football Féminin (Regular season),Lyon,4-2-3-1,1,1.2,Élisa De Almeida (OG) · 90&rsquor;,2,0,Paris Saint-Germain,3-4-1-2,1,0.8,Tabitha Chawinga · 66&rsquor;,3,0,Lyon,Home,NA,990,2,0,0,16,13,0,24,9,19,0,0,0,61,18,10,64.3
Championnat de France de Football Féminin,2024-02-11,Championnat de France de Football Féminin (Regular season),Lyon,4-2-3-1,1,1.2,Élisa De Almeida (OG) · 90&rsquor;,2,0,Paris Saint-Germain,3-4-1-2,1,0.8,Tabitha Chawinga · 66&rsquor;,3,0,Paris Saint-Germain,Away,NA,990,3,0,0,13,15,1,8,14,20,0,0,1,64,10,18,35.7
Championnat de France de Football Féminin,2024-02-17,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,3-5-2,5,3,Élisa De Almeida · 3&rsquor; Tabitha Chawinga · 30&rsquor; Grace Geyoro · 69&rsquor; Maïwen Renard (OG) · 75&rsquor; Grace Geyoro · 87&rsquor;,1,0,Guingamp,3-5-2,0,0.2,NA,0,0,Paris Saint-Germain,Home,NA,990,1,0,0,10,7,3,28,10,10,0,0,0,56,9,7,56.3
Championnat de France de Football Féminin,2024-02-17,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,3-5-2,5,3,Élisa De Almeida · 3&rsquor; Tabitha Chawinga · 30&rsquor; Grace Geyoro · 69&rsquor; Maïwen Renard (OG) · 75&rsquor; Grace Geyoro · 87&rsquor;,1,0,Guingamp,3-5-2,0,0.2,NA,0,0,Guingamp,Away,NA,990,0,0,0,7,10,0,11,6,11,0,0,1,47,7,9,43.8
Championnat de France de Football Féminin,2024-02-17,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,4,3.3,Amanda Uju · 40&rsquor; Cindy Caputo · 69&rsquor; Solene Champagnac · 84&rsquor; Phornetia Browne · 86&rsquor;,2,0,Stade de Reims,4-2-3-1,3,2.5,Charlène Meyong · 32&rsquor; Noémie Mouchon · 51&rsquor; Anaele Le Moguedec · 77&rsquor;,1,0,Saint-Étienne,Home,NA,990,2,0,0,15,8,0,21,11,9,1,0,0,58,4,4,50
Championnat de France de Football Féminin,2024-02-17,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,4,3.3,Amanda Uju · 40&rsquor; Cindy Caputo · 69&rsquor; Solene Champagnac · 84&rsquor; Phornetia Browne · 86&rsquor;,2,0,Stade de Reims,4-2-3-1,3,2.5,Charlène Meyong · 32&rsquor; Noémie Mouchon · 51&rsquor; Anaele Le Moguedec · 77&rsquor;,1,0,Stade de Reims,Away,NA,990,1,0,0,8,15,5,9,14,16,0,1,1,47,4,4,50
Championnat de France de Football Féminin,2024-02-17,Championnat de France de Football Féminin (Regular season),Le Havre,4-1-4-1,1,1.5,Nadjma Ali Nadjim · 88&rsquor;,1,0,Bordeaux,4-3-3,1,1.4,Laura Bourgouin (P) · 73&rsquor;,1,0,Le Havre,Home,NA,990,1,0,0,11,7,1,29,16,9,0,1,0,55,7,8,46.7
Championnat de France de Football Féminin,2024-02-17,Championnat de France de Football Féminin (Regular season),Le Havre,4-1-4-1,1,1.5,Nadjma Ali Nadjim · 88&rsquor;,1,0,Bordeaux,4-3-3,1,1.4,Laura Bourgouin (P) · 73&rsquor;,1,0,Bordeaux,Away,NA,990,1,0,0,7,11,0,16,24,2,1,0,0,53,8,7,53.3
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,1,3.5,Ewelina Kamczyk · 53&rsquor;,2,0,Stade de Reims,4-1-4-1,0,0.3,NA,1,0,Fleury,Home,NA,990,2,0,0,10,8,2,17,9,21,0,0,0,77,8,4,66.7
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,1,3.5,Ewelina Kamczyk · 53&rsquor;,2,0,Stade de Reims,4-1-4-1,0,0.3,NA,1,0,Stade de Reims,Away,NA,990,1,0,0,8,10,2,8,18,19,0,0,0,59,4,8,33.3
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,3-4-3,4,2.3,Jade Le Guilly · 44&rsquor; Tabitha Chawinga · 46&rsquor; Tabitha Chawinga · 75&rsquor; Amalie Vangsgaard · 78&rsquor;,3,0,Le Havre,4-1-4-1,0,0.1,NA,0,0,Paris Saint-Germain,Home,NA,990,3,0,0,10,8,1,20,13,7,0,0,0,63,10,4,71.4
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,3-4-3,4,2.3,Jade Le Guilly · 44&rsquor; Tabitha Chawinga · 46&rsquor; Tabitha Chawinga · 75&rsquor; Amalie Vangsgaard · 78&rsquor;,3,0,Le Havre,4-1-4-1,0,0.1,NA,0,0,Le Havre,Away,NA,990,0,0,0,9,9,0,6,11,17,0,0,0,50,4,10,28.6
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,0,0.6,NA,2,0,Guingamp,4-4-2,2,1.9,Antonie Stárová (P) · 52&rsquor; Sabitra Bhandari · 90+1&rsquor;,1,0,Lille,Home,NA,990,2,0,0,12,7,2,19,12,12,0,1,0,47,9,10,47.4
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,0,0.6,NA,2,0,Guingamp,4-4-2,2,1.9,Antonie Stárová (P) · 52&rsquor; Sabitra Bhandari · 90+1&rsquor;,1,0,Guingamp,Away,NA,990,1,0,0,8,11,0,11,22,15,1,0,0,60,10,9,52.6
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Montpellier,4-1-4-1,2,2.4,Nérilia Mondésir · 69&rsquor; Faustine Robert · 73&rsquor;,1,0,Bordeaux,5-3-2,1,0.4,Carla Lecaille · 53&rsquor;,0,0,Montpellier,Home,NA,990,1,0,0,8,10,0,24,15,13,0,0,0,64,7,7,50
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Montpellier,4-1-4-1,2,2.4,Nérilia Mondésir · 69&rsquor; Faustine Robert · 73&rsquor;,1,0,Bordeaux,5-3-2,1,0.4,Carla Lecaille · 53&rsquor;,0,0,Bordeaux,Away,NA,990,0,0,0,10,8,1,14,12,11,0,0,0,58,7,7,50
Championnat de France de Football Féminin,2024-03-03,Championnat de France de Football Féminin (Regular season),Dijon,5-4-1,1,0.3,Lena Goetsch · 38&rsquor;,0,0,Lyon,4-3-3,3,3.2,Sara Däbritz · 6&rsquor; Ada Hegerberg · 44&rsquor; Sara Däbritz · 90&rsquor;,1,0,Dijon,Home,NA,990,0,0,0,5,6,0,5,12,14,0,0,0,44,7,16,30.4
Championnat de France de Football Féminin,2024-03-03,Championnat de France de Football Féminin (Regular season),Dijon,5-4-1,1,0.3,Lena Goetsch · 38&rsquor;,0,0,Lyon,4-3-3,3,3.2,Sara Däbritz · 6&rsquor; Ada Hegerberg · 44&rsquor; Sara Däbritz · 90&rsquor;,1,0,Lyon,Away,NA,990,1,0,0,7,4,5,26,10,12,0,0,0,69,16,7,69.6
Championnat de France de Football Féminin,2024-03-06,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,3,1.8,Louna Ribadeira · 61&rsquor; Louna Ribadeira · 67&rsquor; Louna Ribadeira · 89&rsquor;,1,0,Le Havre,4-4-2,2,2.2,Inès Benyahia · 16&rsquor; Inès Benyahia · 45&rsquor;,1,0,Paris FC,Home,NA,990,1,0,0,11,5,1,12,4,13,0,1,0,62,14,7,66.7
