League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xAG,xA,KP,Final_Third,PPA,CrsPA,PrgP
Frauen-Bundesliga,2024-09-22,Frauen-Bundesliga (Matchweek 3),Wolfsburg,4-3-3,5,2.6,Alexandra Popp · 27&rsquor; Lena Lattwein · 45&rsquor; Jule Brand · 51&rsquor; Lynn Wilms · 68&rsquor; Lineth Beerensteyn · 84&rsquor;,3,0,Köln,4-3-3,1,1,Nicole Billa (P) · 25&rsquor;,1,0,Wolfsburg,Home,NA,990,434,559,77.6,9245,3291,128,163,78.5,224,260,86.2,74,107,69.2,2,2,0.9,11,30,8,0,45
Frauen-Bundesliga,2024-09-22,Frauen-Bundesliga (Matchweek 3),Wolfsburg,4-3-3,5,2.6,Alexandra Popp · 27&rsquor; Lena Lattwein · 45&rsquor; Jule Brand · 51&rsquor; Lynn Wilms · 68&rsquor; Lineth Beerensteyn · 84&rsquor;,3,0,Köln,4-3-3,1,1,Nicole Billa (P) · 25&rsquor;,1,0,Köln,Away,NA,990,210,331,63.4,3702,1643,92,116,79.3,92,133,69.2,19,60,31.7,0,0.2,0.2,6,20,4,1,23
Frauen-Bundesliga,2024-09-23,Frauen-Bundesliga (Matchweek 3),Bayern Munich,4-2-3-1,5,3,Georgia Stanway (P) · 42&rsquor; Pernille Harder · 45&rsquor; Pernille Harder · 57&rsquor; Pernille Harder · 88&rsquor; Sydney Lohmann · 90+3&rsquor;,1,0,Hoffenheim,4-4-2,1,0.8,Selina Cerci · 28&rsquor;,1,0,Bayern Munich,Home,NA,990,552,624,88.5,9040,2844,263,274,96,247,266,92.9,29,55,52.7,3,1.7,1,8,24,7,0,39
Frauen-Bundesliga,2024-09-23,Frauen-Bundesliga (Matchweek 3),Bayern Munich,4-2-3-1,5,3,Georgia Stanway (P) · 42&rsquor; Pernille Harder · 45&rsquor; Pernille Harder · 57&rsquor; Pernille Harder · 88&rsquor; Sydney Lohmann · 90+3&rsquor;,1,0,Hoffenheim,4-4-2,1,0.8,Selina Cerci · 28&rsquor;,1,0,Hoffenheim,Away,NA,990,303,379,79.9,5997,2275,109,124,87.9,156,180,86.7,36,64,56.3,1,0.5,0.9,6,22,2,1,17
Frauen-Bundesliga,2024-09-27,Frauen-Bundesliga (Matchweek 4),Bayer Leverkusen,4-4-2,2,1.8,Caroline Kehrer · 21&rsquor; Cornelia Kramer (P) · 28&rsquor;,3,0,Hoffenheim,4-2-3-1,1,1.7,Selina Cerci · 57&rsquor;,2,0,Bayer Leverkusen,Home,NA,990,317,458,69.2,6256,2325,96,143,67.1,171,210,81.4,43,74,58.1,1,0.9,1.4,9,17,6,4,26
Frauen-Bundesliga,2024-09-27,Frauen-Bundesliga (Matchweek 4),Bayer Leverkusen,4-4-2,2,1.8,Caroline Kehrer · 21&rsquor; Cornelia Kramer (P) · 28&rsquor;,3,0,Hoffenheim,4-2-3-1,1,1.7,Selina Cerci · 57&rsquor;,2,0,Hoffenheim,Away,NA,990,317,447,70.9,6097,2591,97,137,70.8,170,215,79.1,38,72,52.8,1,1.4,1.2,7,24,6,3,29
Frauen-Bundesliga,2024-09-28,Frauen-Bundesliga (Matchweek 4),Köln,4-3-3,0,2.1,NA,0,0,Freiburg,4-4-2,2,1.7,Shekiera Martinez · 9&rsquor; Cora Zical · 54&rsquor;,3,0,Köln,Home,NA,990,365,511,71.4,7220,3246,122,169,72.2,183,223,82.1,52,87,59.8,0,1.6,1.7,17,43,18,9,56
Frauen-Bundesliga,2024-09-28,Frauen-Bundesliga (Matchweek 4),Köln,4-3-3,0,2.1,NA,0,0,Freiburg,4-4-2,2,1.7,Shekiera Martinez · 9&rsquor; Cora Zical · 54&rsquor;,3,0,Freiburg,Away,NA,990,261,407,64.1,5337,2827,81,122,66.4,130,172,75.6,43,83,51.8,1,0.9,1,5,8,6,2,21
Frauen-Bundesliga,2024-09-28,Frauen-Bundesliga (Matchweek 4),Turbine Potsdam,4-4-2,0,0.6,NA,1,0,RB Leipzig,3-4-3,3,2.9,Giovanna Hoffmann · 27&rsquor; Vanessa Fudalla (P) · 56&rsquor; Marleen Schimmer · 63&rsquor;,2,0,Turbine Potsdam,Home,NA,990,253,379,66.8,4794,2283,90,122,73.8,136,180,75.6,27,59,45.8,0,0.5,0.2,5,9,2,2,15
Frauen-Bundesliga,2024-09-28,Frauen-Bundesliga (Matchweek 4),Turbine Potsdam,4-4-2,0,0.6,NA,1,0,RB Leipzig,3-4-3,3,2.9,Giovanna Hoffmann · 27&rsquor; Vanessa Fudalla (P) · 56&rsquor; Marleen Schimmer · 63&rsquor;,2,0,RB Leipzig,Away,NA,990,420,533,78.8,7631,3078,167,208,80.3,201,226,88.9,42,76,55.3,2,1.9,1.5,12,31,12,0,51
Frauen-Bundesliga,2024-09-29,Frauen-Bundesliga (Matchweek 4),Werder Bremen,4-3-3,0,0.6,NA,1,0,Bayern Munich,4-2-3-1,4,1.3,Lea Schüller · 26&rsquor; Glódís Perla Viggósdóttir · 51&rsquor; Georgia Stanway · 71&rsquor; Pernille Harder · 85&rsquor; Jovana Damnjanović · 86&rsquor;,5,1,Werder Bremen,Home,NA,990,258,338,76.3,5375,2281,71,86,82.6,150,174,86.2,36,63,57.1,0,0.4,0.5,9,32,7,1,48
Frauen-Bundesliga,2024-09-29,Frauen-Bundesliga (Matchweek 4),Werder Bremen,4-3-3,0,0.6,NA,1,0,Bayern Munich,4-2-3-1,4,1.3,Lea Schüller · 26&rsquor; Glódís Perla Viggósdóttir · 51&rsquor; Georgia Stanway · 71&rsquor; Pernille Harder · 85&rsquor; Jovana Damnjanović · 86&rsquor;,5,1,Bayern Munich,Away,NA,950,585,663,88.2,10738,3592,224,243,92.2,317,344,92.2,42,61,68.9,4,1.2,0.7,9,23,5,0,31
Frauen-Bundesliga,2024-09-29,Frauen-Bundesliga (Matchweek 4),Eintracht Frankfurt,4-1-2-1-2,3,2.5,Sara Doorsoun (P) · 45+1&rsquor; Nicole Anyomi · 46&rsquor; Nicole Anyomi · 59&rsquor;,4,0,Wolfsburg,4-2-3-1,0,1.2,NA,2,0,Eintracht Frankfurt,Home,NA,990,268,397,67.5,4782,2090,116,135,85.9,113,144,78.5,30,79,38,2,1.5,0.7,7,19,6,1,28
Frauen-Bundesliga,2024-09-29,Frauen-Bundesliga (Matchweek 4),Eintracht Frankfurt,4-1-2-1-2,3,2.5,Sara Doorsoun (P) · 45+1&rsquor; Nicole Anyomi · 46&rsquor; Nicole Anyomi · 59&rsquor;,4,0,Wolfsburg,4-2-3-1,0,1.2,NA,2,0,Wolfsburg,Away,NA,990,309,424,72.9,5888,2610,116,145,80,140,177,79.1,41,70,58.6,0,1,0.8,11,22,7,3,41
Frauen-Bundesliga,2024-09-30,Frauen-Bundesliga (Matchweek 4),Carl-Zeiss Jena,4-1-4-1,0,0.5,NA,1,0,Essen,4-2-3-1,2,1.9,Paulina Platner · 56&rsquor; Natasha Kowalski (P) · 85&rsquor;,1,0,Carl-Zeiss Jena,Home,NA,990,371,489,75.9,6453,2645,140,164,85.4,172,206,83.5,32,67,47.8,0,0.4,0.5,13,21,6,1,34
Frauen-Bundesliga,2024-09-30,Frauen-Bundesliga (Matchweek 4),Carl-Zeiss Jena,4-1-4-1,0,0.5,NA,1,0,Essen,4-2-3-1,2,1.9,Paulina Platner · 56&rsquor; Natasha Kowalski (P) · 85&rsquor;,1,0,Essen,Away,NA,990,362,494,73.3,6871,2601,123,146,84.2,204,253,80.6,29,73,39.7,0,0.3,0.2,4,30,3,0,47
Frauen-Bundesliga,2024-10-04,Frauen-Bundesliga (Matchweek 5),Wolfsburg,4-3-3,5,3.7,Lynn Wilms · 21&rsquor; Sveindís Jane Jónsdóttir · 65&rsquor; Lineth Beerensteyn · 76&rsquor; Rebecka Blomqvist · 84&rsquor; Lineth Beerensteyn · 90&rsquor;,2,0,RB Leipzig,3-4-3,0,1.1,NA,1,0,Wolfsburg,Home,NA,990,467,574,81.4,9177,3354,132,153,86.3,285,319,89.3,46,79,58.2,3,2.3,1.8,9,34,5,1,39
Frauen-Bundesliga,2024-10-04,Frauen-Bundesliga (Matchweek 5),Wolfsburg,4-3-3,5,3.7,Lynn Wilms · 21&rsquor; Sveindís Jane Jónsdóttir · 65&rsquor; Lineth Beerensteyn · 76&rsquor; Rebecka Blomqvist · 84&rsquor; Lineth Beerensteyn · 90&rsquor;,2,0,RB Leipzig,3-4-3,0,1.1,NA,1,0,RB Leipzig,Away,NA,990,301,392,76.8,5083,1993,157,178,88.2,110,144,76.4,28,52,53.8,0,0.5,0.3,9,16,2,0,19
Frauen-Bundesliga,2024-10-05,Frauen-Bundesliga (Matchweek 5),Freiburg,4-2-3-1,3,1,Annabel Schasching · 6&rsquor; Cora Zical · 24&rsquor; Cora Zical · 80&rsquor;,1,0,Turbine Potsdam,4-4-2,0,0.4,NA,1,0,Freiburg,Home,NA,990,518,650,79.7,10233,3728,155,180,86.1,269,319,84.3,72,104,69.2,3,0.9,1.3,12,35,5,2,49
Frauen-Bundesliga,2024-10-05,Frauen-Bundesliga (Matchweek 5),Freiburg,4-2-3-1,3,1,Annabel Schasching · 6&rsquor; Cora Zical · 24&rsquor; Cora Zical · 80&rsquor;,1,0,Turbine Potsdam,4-4-2,0,0.4,NA,1,0,Turbine Potsdam,Away,NA,990,231,346,66.8,4787,2011,67,91,73.6,128,156,82.1,33,76,43.4,0,0.2,0.1,4,17,1,1,17
Frauen-Bundesliga,2024-10-05,Frauen-Bundesliga (Matchweek 5),Bayern Munich,4-2-3-1,1,0.5,Klara Bühl · 71&rsquor;,1,0,Köln,4-3-3,0,0.4,NA,3,0,Bayern Munich,Home,NA,990,624,738,84.6,11441,3641,226,247,91.5,336,379,88.7,49,79,62,0,0.4,0.8,7,30,5,1,29
Frauen-Bundesliga,2024-10-05,Frauen-Bundesliga (Matchweek 5),Bayern Munich,4-2-3-1,1,0.5,Klara Bühl · 71&rsquor;,1,0,Köln,4-3-3,0,0.4,NA,3,0,Köln,Away,NA,990,243,344,70.6,4660,1840,82,107,76.6,135,164,82.3,24,64,37.5,0,0.3,0.3,5,18,6,1,34
Frauen-Bundesliga,2024-10-06,Frauen-Bundesliga (Matchweek 5),Essen,4-2-3-1,1,1.5,Natasha Kowalski (P) · 18&rsquor;,4,0,Eintracht Frankfurt,4-3-1-2,3,3.1,Laura Freigang · 61&rsquor; Géraldine Reuteler · 83&rsquor; Laura Freigang · 87&rsquor;,2,0,Essen,Home,NA,990,164,266,61.7,3606,2032,47,69,68.1,78,107,72.9,31,73,42.5,0,0.6,0.4,6,11,3,1,9
Frauen-Bundesliga,2024-10-06,Frauen-Bundesliga (Matchweek 5),Essen,4-2-3-1,1,1.5,Natasha Kowalski (P) · 18&rsquor;,4,0,Eintracht Frankfurt,4-3-1-2,3,3.1,Laura Freigang · 61&rsquor; Géraldine Reuteler · 83&rsquor; Laura Freigang · 87&rsquor;,2,0,Eintracht Frankfurt,Away,NA,990,583,680,85.7,10272,4263,257,281,91.5,271,303,89.4,48,74,64.9,2,2.5,2,15,75,25,5,77
Frauen-Bundesliga,2024-10-06,Frauen-Bundesliga (Matchweek 5),Hoffenheim,4-4-2,1,1.2,Marta Cazalla · 31&rsquor;,2,0,Werder Bremen,4-4-2,0,0.3,NA,2,0,Hoffenheim,Home,NA,990,374,464,80.6,7574,3176,111,133,83.5,217,247,87.9,44,75,58.7,1,0.8,0.6,13,33,6,2,27
Frauen-Bundesliga,2024-10-06,Frauen-Bundesliga (Matchweek 5),Hoffenheim,4-4-2,1,1.2,Marta Cazalla · 31&rsquor;,2,0,Werder Bremen,4-4-2,0,0.3,NA,2,0,Werder Bremen,Away,NA,990,346,463,74.7,7468,3223,117,147,79.6,160,188,85.1,68,116,58.6,0,0.3,0.7,6,28,6,1,23
Frauen-Bundesliga,2024-10-07,Frauen-Bundesliga (Matchweek 5),Bayer Leverkusen,4-4-2,1,1.4,Katharina Piljić · 69&rsquor;,0,0,Carl-Zeiss Jena,4-1-4-1,0,0.8,NA,2,0,Bayer Leverkusen,Home,NA,990,496,628,79,9659,3196,157,185,84.9,277,322,86,51,89,57.3,1,0.9,0.8,13,49,10,2,70
Frauen-Bundesliga,2024-10-07,Frauen-Bundesliga (Matchweek 5),Bayer Leverkusen,4-4-2,1,1.4,Katharina Piljić · 69&rsquor;,0,0,Carl-Zeiss Jena,4-1-4-1,0,0.8,NA,2,0,Carl-Zeiss Jena,Away,NA,990,270,398,67.8,5274,2399,99,129,76.7,125,155,80.6,40,75,53.3,0,0.6,0.5,4,10,5,1,11
Frauen-Bundesliga,2024-10-11,Frauen-Bundesliga (Matchweek 6),Turbine Potsdam,4-4-2,0,0.8,NA,1,0,Essen,4-2-3-1,3,1.2,Annalena Rieke · 33&rsquor; Laureta Elmazi · 35&rsquor; Natasha Kowalski · 60&rsquor;,0,0,Turbine Potsdam,Home,NA,990,302,408,74,5904,2415,100,126,79.4,156,186,83.9,41,74,55.4,0,0.6,0.2,3,13,2,2,18
Frauen-Bundesliga,2024-10-11,Frauen-Bundesliga (Matchweek 6),Turbine Potsdam,4-4-2,0,0.8,NA,1,0,Essen,4-2-3-1,3,1.2,Annalena Rieke · 33&rsquor; Laureta Elmazi · 35&rsquor; Natasha Kowalski · 60&rsquor;,0,0,Essen,Away,NA,990,400,515,77.7,7570,2727,142,180,78.9,202,235,86,51,79,64.6,3,1.1,1,10,27,8,4,37
Frauen-Bundesliga,2024-10-12,Frauen-Bundesliga (Matchweek 6),Werder Bremen,4-4-2,1,1,Sophie Weidauer · 90&rsquor;,2,0,Bayer Leverkusen,4-4-2,1,0.7,Caroline Kehrer · 62&rsquor;,4,0,Werder Bremen,Home,NA,990,360,509,70.7,6284,2806,140,181,77.3,176,231,76.2,30,57,52.6,1,0.6,0.6,7,23,8,3,48
Frauen-Bundesliga,2024-10-12,Frauen-Bundesliga (Matchweek 6),Werder Bremen,4-4-2,1,1,Sophie Weidauer · 90&rsquor;,2,0,Bayer Leverkusen,4-4-2,1,0.7,Caroline Kehrer · 62&rsquor;,4,0,Bayer Leverkusen,Away,NA,990,207,357,58,3847,1684,78,108,72.2,103,158,65.2,20,60,33.3,0,0.4,0.4,5,13,3,2,18
Frauen-Bundesliga,2024-10-12,Frauen-Bundesliga (Matchweek 6),Wolfsburg,4-3-3,2,1.2,Vivien Endemann · 5&rsquor; Lineth Beerensteyn · 67&rsquor;,1,0,Bayern Munich,4-4-2,0,1.1,NA,2,0,Wolfsburg,Home,NA,990,326,416,78.4,5919,2179,152,177,85.9,130,154,84.4,37,64,57.8,0,1,0.7,8,16,6,3,25
Frauen-Bundesliga,2024-10-12,Frauen-Bundesliga (Matchweek 6),Wolfsburg,4-3-3,2,1.2,Vivien Endemann · 5&rsquor; Lineth Beerensteyn · 67&rsquor;,1,0,Bayern Munich,4-4-2,0,1.1,NA,2,0,Bayern Munich,Away,NA,990,473,564,83.9,7760,2588,219,240,91.3,235,263,89.4,17,46,37,0,0.8,1.1,9,18,5,1,41
Frauen-Bundesliga,2024-10-13,Frauen-Bundesliga (Matchweek 6),Köln,4-3-3,0,0.8,NA,2,0,Hoffenheim,4-4-2,3,0.7,Ereleta Memeti · 48&rsquor; Selina Cerci · 50&rsquor; Marta Cazalla · 90+3&rsquor;,1,0,Köln,Home,NA,990,384,507,75.7,6725,2224,170,201,84.6,170,203,83.7,35,73,47.9,0,0.7,0.7,8,39,7,3,36
Frauen-Bundesliga,2024-10-13,Frauen-Bundesliga (Matchweek 6),Köln,4-3-3,0,0.8,NA,2,0,Hoffenheim,4-4-2,3,0.7,Ereleta Memeti · 48&rsquor; Selina Cerci · 50&rsquor; Marta Cazalla · 90+3&rsquor;,1,0,Hoffenheim,Away,NA,990,314,426,73.7,5554,2214,154,194,79.4,126,148,85.1,31,65,47.7,3,0.4,0.3,6,18,3,0,20
Frauen-Bundesliga,2024-10-13,Frauen-Bundesliga (Matchweek 6),RB Leipzig,3-4-3,2,1.5,Giovanna Hoffmann · 30&rsquor; Vanessa Fudalla · 47&rsquor;,2,0,Carl-Zeiss Jena,4-1-4-1,0,0.5,NA,3,0,RB Leipzig,Home,NA,990,456,556,82,7630,3184,227,247,91.9,185,210,88.1,35,65,53.8,1,1.4,0.8,9,31,7,1,43
Frauen-Bundesliga,2024-10-13,Frauen-Bundesliga (Matchweek 6),RB Leipzig,3-4-3,2,1.5,Giovanna Hoffmann · 30&rsquor; Vanessa Fudalla · 47&rsquor;,2,0,Carl-Zeiss Jena,4-1-4-1,0,0.5,NA,3,0,Carl-Zeiss Jena,Away,NA,990,328,428,76.6,5989,2730,124,151,82.1,160,182,87.9,33,65,50.8,0,0.5,0.3,8,18,3,1,24
Frauen-Bundesliga,2024-10-14,Frauen-Bundesliga (Matchweek 6),Eintracht Frankfurt,4-3-1-2,6,2.8,Laura Freigang · 35&rsquor; Laura Freigang · 53&rsquor; Barbara Dunst · 75&rsquor; Remina Chiba · 90&rsquor; Remina Chiba · 90+2&rsquor; Remina Chiba · 90+4&rsquor;,0,0,Freiburg,3-4-3,0,0.1,Julia Stierli · 46&rsquor;,0,1,Eintracht Frankfurt,Home,NA,990,533,626,85.1,9252,3676,244,269,90.7,238,269,88.5,45,72,62.5,4,1.9,2.2,24,70,21,4,77
Frauen-Bundesliga,2024-10-14,Frauen-Bundesliga (Matchweek 6),Eintracht Frankfurt,4-3-1-2,6,2.8,Laura Freigang · 35&rsquor; Laura Freigang · 53&rsquor; Barbara Dunst · 75&rsquor; Remina Chiba · 90&rsquor; Remina Chiba · 90+2&rsquor; Remina Chiba · 90+4&rsquor;,0,0,Freiburg,3-4-3,0,0.1,Julia Stierli · 46&rsquor;,0,1,Freiburg,Away,NA,945,200,287,69.7,3839,1825,89,112,79.5,64,88,72.7,40,68,58.8,0,0,0.1,0,6,1,0,16
Frauen-Bundesliga,2024-10-18,Frauen-Bundesliga (Matchweek 7),Hoffenheim,4-4-2,6,4.2,Ereleta Memeti · 21&rsquor; Gia Corley · 34&rsquor; Melissa Kössler · 36&rsquor; Julia Hickelsberger-Füller · 63&rsquor; Melissa Kössler · 64&rsquor; Gia Corley · 67&rsquor;,2,0,Turbine Potsdam,4-4-2,0,0,NA,4,0,Hoffenheim,Home,NA,990,613,713,86,10566,3614,239,258,92.6,317,357,88.8,36,59,61,2,2.9,1.9,17,49,12,2,64
Frauen-Bundesliga,2024-10-18,Frauen-Bundesliga (Matchweek 7),Hoffenheim,4-4-2,6,4.2,Ereleta Memeti · 21&rsquor; Gia Corley · 34&rsquor; Melissa Kössler · 36&rsquor; Julia Hickelsberger-Füller · 63&rsquor; Melissa Kössler · 64&rsquor; Gia Corley · 67&rsquor;,2,0,Turbine Potsdam,4-4-2,0,0,NA,4,0,Turbine Potsdam,Away,NA,990,258,355,72.7,4675,1937,122,144,84.7,107,135,79.3,26,54,48.1,0,0,0,0,8,0,0,4
Frauen-Bundesliga,2024-10-19,Frauen-Bundesliga (Matchweek 7),Eintracht Frankfurt,4-3-1-2,0,1.6,NA,2,0,Werder Bremen,4-4-2,1,0.5,Sophie Weidauer · 75&rsquor;,5,0,Eintracht Frankfurt,Home,NA,990,417,532,78.4,9291,3680,88,111,79.3,245,273,89.7,80,127,63,0,1.3,1.2,10,47,17,4,63
Frauen-Bundesliga,2024-10-19,Frauen-Bundesliga (Matchweek 7),Eintracht Frankfurt,4-3-1-2,0,1.6,NA,2,0,Werder Bremen,4-4-2,1,0.5,Sophie Weidauer · 75&rsquor;,5,0,Werder Bremen,Away,NA,990,209,303,69,4577,2431,67,89,75.3,95,127,74.8,43,71,60.6,1,0.4,0.6,7,22,5,1,23
Frauen-Bundesliga,2024-10-19,Frauen-Bundesliga (Matchweek 7),Carl-Zeiss Jena,4-1-4-1,2,1.6,Fiona Gaißer · 49&rsquor; Luca-Emily Birkholz · 65&rsquor;,3,0,Köln,4-3-3,2,2.2,Adriana Achcińska · 28&rsquor; Janina Hechler · 45&rsquor;,3,0,Carl-Zeiss Jena,Home,NA,990,142,272,52.2,3042,1553,43,76,56.6,71,117,60.7,25,65,38.5,1,0.9,0.6,5,14,3,2,14
Frauen-Bundesliga,2024-10-19,Frauen-Bundesliga (Matchweek 7),Carl-Zeiss Jena,4-1-4-1,2,1.6,Fiona Gaißer · 49&rsquor; Luca-Emily Birkholz · 65&rsquor;,3,0,Köln,4-3-3,2,2.2,Adriana Achcińska · 28&rsquor; Janina Hechler · 45&rsquor;,3,0,Köln,Away,NA,990,304,413,73.6,6856,2544,68,89,76.4,168,198,84.8,66,116,56.9,1,1.5,1.3,12,25,8,1,36
Frauen-Bundesliga,2024-10-20,Frauen-Bundesliga (Matchweek 7),Essen,4-2-3-1,0,0.1,NA,2,0,Wolfsburg,4-3-3,2,3,Janina Minge · 25&rsquor; Lineth Beerensteyn · 72&rsquor;,2,0,Essen,Home,NA,990,198,289,68.5,3619,1681,74,91,81.3,105,134,78.4,17,56,30.4,0,0,0.1,1,9,0,0,15
Frauen-Bundesliga,2024-10-20,Frauen-Bundesliga (Matchweek 7),Essen,4-2-3-1,0,0.1,NA,2,0,Wolfsburg,4-3-3,2,3,Janina Minge · 25&rsquor; Lineth Beerensteyn · 72&rsquor;,2,0,Wolfsburg,Away,NA,990,594,705,84.3,11176,4165,212,245,86.5,320,359,89.1,58,87,66.7,2,2.9,2.3,18,68,10,6,76
Frauen-Bundesliga,2024-10-20,Frauen-Bundesliga (Matchweek 7),Freiburg,4-2-3-1,4,2.5,Shekiera Martinez · 33&rsquor; Annabel Schasching · 53&rsquor; Cora Zical · 61&rsquor; Eileen Campbell · 90+3&rsquor;,3,0,RB Leipzig,3-4-3,1,2.2,Marleen Schimmer · 81&rsquor;,3,0,Freiburg,Home,NA,990,392,494,79.4,7876,2949,115,144,79.9,231,266,86.8,45,77,58.4,4,2.5,1,14,17,5,2,29
Frauen-Bundesliga,2024-10-20,Frauen-Bundesliga (Matchweek 7),Freiburg,4-2-3-1,4,2.5,Shekiera Martinez · 33&rsquor; Annabel Schasching · 53&rsquor; Cora Zical · 61&rsquor; Eileen Campbell · 90+3&rsquor;,3,0,RB Leipzig,3-4-3,1,2.2,Marleen Schimmer · 81&rsquor;,3,0,RB Leipzig,Away,NA,990,325,422,77,6553,2941,105,137,76.6,167,192,87,49,81,60.5,1,1.2,1,10,28,8,0,40
Frauen-Bundesliga,2024-10-20,Frauen-Bundesliga (Matchweek 7),Bayer Leverkusen,4-4-2,2,0.4,Cornelia Kramer · 20&rsquor; Julia Mickenhagen · 51&rsquor; Julia Mickenhagen · 73&rsquor;,3,1,Bayern Munich,4-2-3-1,3,2.2,Sarah Zadrazil · 50&rsquor; Georgia Stanway (P) · 66&rsquor; Alara Sehitler · 90&rsquor;,1,0,Bayer Leverkusen,Home,NA,972,185,304,60.9,3528,1403,57,79,72.2,111,150,74,17,64,26.6,2,0.4,0.3,5,11,1,1,14
Frauen-Bundesliga,2024-10-20,Frauen-Bundesliga (Matchweek 7),Bayer Leverkusen,4-4-2,2,0.4,Cornelia Kramer · 20&rsquor; Julia Mickenhagen · 51&rsquor; Julia Mickenhagen · 73&rsquor;,3,1,Bayern Munich,4-2-3-1,3,2.2,Sarah Zadrazil · 50&rsquor; Georgia Stanway (P) · 66&rsquor; Alara Sehitler · 90&rsquor;,1,0,Bayern Munich,Away,NA,990,555,682,81.4,10539,3285,201,241,83.4,281,318,88.4,62,98,63.3,0,1,1.5,9,54,7,2,57
Frauen-Bundesliga,2024-11-01,Frauen-Bundesliga (Matchweek 8),Köln,4-3-3,1,0.7,Laura Vogt · 21&rsquor;,3,0,Bayer Leverkusen,4-4-2,2,1.4,Cornelia Kramer · 2&rsquor; Cornelia Kramer (P) · 25&rsquor;,4,0,Köln,Home,NA,990,319,454,70.3,5717,2379,124,160,77.5,157,196,80.1,23,58,39.7,1,0.4,0.4,5,27,7,3,36
Frauen-Bundesliga,2024-11-01,Frauen-Bundesliga (Matchweek 8),Köln,4-3-3,1,0.7,Laura Vogt · 21&rsquor;,3,0,Bayer Leverkusen,4-4-2,2,1.4,Cornelia Kramer · 2&rsquor; Cornelia Kramer (P) · 25&rsquor;,4,0,Bayer Leverkusen,Away,NA,990,226,361,62.6,4023,1764,91,128,71.1,111,154,72.1,21,53,39.6,1,0.4,0.2,7,10,3,1,10
Frauen-Bundesliga,2024-11-02,Frauen-Bundesliga (Matchweek 8),Werder Bremen,3-5-2,1,0.7,Tuana Keles · 69&rsquor;,3,0,Essen,4-2-3-1,0,0.8,NA,2,0,Werder Bremen,Home,NA,990,306,421,72.7,5353,2630,133,160,83.1,140,174,80.5,25,59,42.4,0,0.2,0.5,3,22,6,2,30
Frauen-Bundesliga,2024-11-02,Frauen-Bundesliga (Matchweek 8),Werder Bremen,3-5-2,1,0.7,Tuana Keles · 69&rsquor;,3,0,Essen,4-2-3-1,0,0.8,NA,2,0,Essen,Away,NA,990,251,375,66.9,5438,2690,66,89,74.2,137,187,73.3,46,85,54.1,0,0.4,0.8,7,28,5,2,40
Frauen-Bundesliga,2024-11-02,Frauen-Bundesliga (Matchweek 8),Turbine Potsdam,5-3-2,0,0.5,NA,3,0,Carl-Zeiss Jena,4-1-4-1,0,0.2,NA,1,0,Turbine Potsdam,Home,NA,990,269,430,62.6,5027,2179,108,146,74,136,188,72.3,25,84,29.8,0,0.5,0.4,7,21,2,2,24
Frauen-Bundesliga,2024-11-02,Frauen-Bundesliga (Matchweek 8),Turbine Potsdam,5-3-2,0,0.5,NA,3,0,Carl-Zeiss Jena,4-1-4-1,0,0.2,NA,1,0,Carl-Zeiss Jena,Away,NA,990,247,427,57.8,4754,2173,92,139,66.2,125,176,71,28,88,31.8,0,0,0.3,0,17,3,1,23
Frauen-Bundesliga,2024-11-03,Frauen-Bundesliga (Matchweek 8),RB Leipzig,3-4-3,3,2.5,Marlene Müller · 55&rsquor; Giovanna Hoffmann (P) · 90+2&rsquor; Giovanna Hoffmann · 90+4&rsquor;,2,0,Hoffenheim,3-4-3,1,0.6,Dominika Grabowska · 78&rsquor;,0,0,RB Leipzig,Home,NA,990,349,461,75.7,6451,2791,145,177,81.9,152,186,81.7,40,68,58.8,1,1.5,0.4,9,28,3,0,28
Frauen-Bundesliga,2024-11-03,Frauen-Bundesliga (Matchweek 8),RB Leipzig,3-4-3,3,2.5,Marlene Müller · 55&rsquor; Giovanna Hoffmann (P) · 90+2&rsquor; Giovanna Hoffmann · 90+4&rsquor;,2,0,Hoffenheim,3-4-3,1,0.6,Dominika Grabowska · 78&rsquor;,0,0,Hoffenheim,Away,NA,990,383,480,79.8,6554,2346,174,205,84.9,176,197,89.3,24,52,46.2,1,0.5,0.4,6,29,7,3,35
Frauen-Bundesliga,2024-11-03,Frauen-Bundesliga (Matchweek 8),Wolfsburg,4-3-3,3,4.8,Svenja Huth · 17&rsquor; Alexandra Popp · 44&rsquor; Lineth Beerensteyn · 51&rsquor;,0,0,Freiburg,4-2-3-1,0,0.5,NA,0,0,Wolfsburg,Home,NA,990,419,544,77,7768,3124,166,207,80.2,185,220,84.1,55,79,69.6,2,4.6,3,20,31,10,2,40
