"Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","PlayerURL","LeagueName","LeagueURL","StatType"
"2024-2025","Eintracht Frankfurt","Frauen-Bundesliga","Remina Chiba","JPN","FW,MF","25",4.8,7,22,11,50,4.59,2.3,0.32,0.64,11,0,0,0,4.6,4.6,0.21,2.4,2.4,"https://fbref.com/en/players/6780aa6c/Remina-Chiba","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Eintracht Frankfurt","Frauen-Bundesliga","Anna Aehling","GER","DF","23",3.8,0,1,0,0,0.27,0,0,NA,4.8,0,0,0,0.3,0.3,0.34,-0.3,-0.3,"https://fbref.com/en/players/55d88268/Anna-Aehling","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Eintracht Frankfurt","Frauen-Bundesliga","Pernille Sanvig","DEN","MF","18",0.8,1,1,1,100,1.3,1.3,1,1,4.2,0,0,0,0.3,0.3,0.34,0.7,0.7,"https://fbref.com/en/players/c22e128c/Pernille-Sanvig","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Eintracht Frankfurt","Frauen-Bundesliga","Sophie Nachtigall","GER","FW,MF","20",0.7,0,1,0,0,1.5,0,0,NA,22,0,0,0,0.1,0.1,0.1,-0.1,-0.1,"https://fbref.com/en/players/f24b9bf7/Sophie-Nachtigall","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Selina Ostermeier","GER","DF","25",20.7,1,13,5,38.5,0.63,0.24,0.08,0.2,12.6,0,0,0,1.3,1.3,0.1,-0.3,-0.3,"https://fbref.com/en/players/9f140482/Selina-Ostermeier","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Cornelia Kramer","DEN","FW","21",20.3,12,63,23,36.5,3.11,1.13,0.14,0.39,14.8,4,3,3,11,8.8,0.14,1,0.2,"https://fbref.com/en/players/09a7077f/Cornelia-Kramer","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Kristin Kögel","GER","MF","24",19.5,5,41,13,31.7,2.1,0.67,0.12,0.38,18.2,2,0,0,4.4,4.4,0.11,0.6,0.6,"https://fbref.com/en/players/24460a6a/Kristin-Kogel","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Friederike Abt","GER","GK","30",20,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/7c51bea4/Friederike-Abt","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Lilla Turányi","HUN","DF","25",19.1,2,15,5,33.3,0.79,0.26,0.13,0.4,8.5,0,0,0,2.5,2.5,0.17,-0.5,-0.5,"https://fbref.com/en/players/747aebe4/Lilla-Turanyi","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Janou Levels","NED","DF","23",17.8,1,36,7,19.4,2.02,0.39,0.03,0.14,18.5,0,0,0,2.5,2.5,0.07,-1.5,-1.5,"https://fbref.com/en/players/063d4d11/Janou-Levels","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Sofie Zdebel","GER","MF","19",17.1,1,16,2,12.5,0.94,0.12,0.06,0.5,22.8,0,0,0,0.7,0.7,0.05,0.3,0.3,"https://fbref.com/en/players/d081f844/Sofie-Zdebel","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Caroline Kehrer","CAN","FW","27",14.9,5,32,12,37.5,2.15,0.81,0.16,0.42,15.8,0,0,0,4.3,4.3,0.14,0.7,0.7,"https://fbref.com/en/players/b882fd85/Caroline-Kehrer","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Katharina Piljić","GER","MF","20",16.1,2,10,6,60,0.62,0.37,0.2,0.33,27.5,0,0,0,0.4,0.4,0.04,1.6,1.6,"https://fbref.com/en/players/48cde73f/Katharina-Piljic","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Estrella Gonzalez","GER","DF","17",15.9,0,11,2,18.2,0.69,0.13,0,0,19.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6,"https://fbref.com/en/players/b8209678/Estrella-Gonzalez","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Karólína Lea Vilhjálmsdóttir","ISL","MF,FW","22",13.1,2,25,9,36,1.9,0.68,0.08,0.22,16.7,0,0,0,2.1,2.1,0.09,-0.1,-0.1,"https://fbref.com/en/players/5e614e6d/Karolina-Lea-Vilhjalmsdottir","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Juliette Vidal","FRA","MF,DF","25",12.7,0,4,2,50,0.32,0.16,0,0,19,0,0,0,0.4,0.4,0.09,-0.4,-0.4,"https://fbref.com/en/players/3676f205/Juliette-Vidal","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Loreen Bender","GER","MF","18",8.6,1,16,5,31.3,1.87,0.58,0.06,0.2,18.7,0,0,0,1.6,1.6,0.1,-0.6,-0.6,"https://fbref.com/en/players/7d5a7c01/Loreen-Bender","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Synne Hansen","NOR","DF","28",3.9,0,3,0,0,0.76,0,0,NA,21,0,0,0,0.2,0.2,0.06,-0.2,-0.2,"https://fbref.com/en/players/3a9aa6a1/Synne-Hansen","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Delice Boboy","GER","FW,MF","17",6.3,4,18,7,38.9,2.86,1.11,0.22,0.57,15.5,0,0,0,2.4,2.4,0.13,1.6,1.6,"https://fbref.com/en/players/32c68f4e/Delice-Boboy","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Melissa Friedrich","GER","DF","27",2.8,0,1,0,0,0.35,0,0,NA,4.6,0,0,0,0.1,0.1,0.14,-0.1,-0.1,"https://fbref.com/en/players/551733b0/Melissa-Friedrich","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Shen Menglu","CHN","DF,MF","22",2.8,0,1,1,100,0.36,0.36,0,0,11.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,"https://fbref.com/en/players/51a6f4d0/Shen-Menglu","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Ruby Grant","ENG","MF","22",3.6,0,5,2,40,1.38,0.55,0,0,16.3,0,0,0,0.7,0.7,0.14,-0.7,-0.7,"https://fbref.com/en/players/fc1149cc/Ruby-Grant","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Charlotte Voll","GER","GK","25",2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/dff2f35d/Charlotte-Voll","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Emilie Bragstad","NOR","DF,FW","22",1.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/bd382ff2/Emilie-Bragstad","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Julia Mickenhagen","GER","DF,MF","19",1.5,1,2,1,50,1.35,0.68,0.5,1,24.1,1,0,0,0.1,0.1,0.03,0.9,0.9,"https://fbref.com/en/players/b6c9fad5/Julia-Mickenhagen","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Ida Daedelow","GER","MF","16",0.6,0,1,1,100,1.76,1.76,0,0,28.9,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/e7078be4/Ida-Daedelow","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Vanessa Haim","GER","FW,MF","27",0.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/dd343bb3/Vanessa-Haim","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Paulina Bartz","GER","MF,FW","19",0.3,0,1,0,0,3,0,0,NA,13.6,0,0,0,0.1,0.1,0.09,-0.1,-0.1,"https://fbref.com/en/players/72188836/Paulina-Bartz","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Bayer Leverkusen","Frauen-Bundesliga","Julie Jorde","NOR","MF","20",0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/16e3d3f5/Julie-Jorde","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Lisa Karl","GER","DF","27",22,4,15,5,33.3,0.68,0.23,0.27,0.8,15.1,0,0,0,1.7,1.7,0.11,2.3,2.3,"https://fbref.com/en/players/3ed2f636/Lisa-Karl","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Selina Vobian","GER","FW,MF","21",19.8,1,17,6,35.3,0.86,0.3,0.06,0.17,24,3,0,1,1.6,0.9,0.05,-0.6,0.1,"https://fbref.com/en/players/71f80447/Selina-Vobian","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Rafaela Borggräfe","GER","GK","24",18.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/1e3345f7/Rafaela-Borggrafe","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Julia Stierli","SUI","DF","27",17.9,0,5,2,40,0.28,0.11,0,0,7.7,0,0,0,0.9,0.9,0.19,-0.9,-0.9,"https://fbref.com/en/players/3acf52f4/Julia-Stierli","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Cora Zical","GER","FW",NA,17.6,8,51,22,43.1,2.9,1.25,0.16,0.36,20.6,0,0,0,5.8,5.8,0.11,2.2,2.2,"https://fbref.com/en/players/7b88d1f0/Cora-Zical","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Annabel Schasching","AUT","MF","22",16.9,3,18,6,33.3,1.07,0.36,0.17,0.5,17.2,0,0,0,2.1,2.1,0.12,0.9,0.9,"https://fbref.com/en/players/021718ce/Annabel-Schasching","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Samantha Steuerwald","GER","DF","25",14.4,2,13,3,23.1,0.9,0.21,0.15,0.67,7.2,0,0,0,2.9,2.9,0.22,-0.9,-0.9,"https://fbref.com/en/players/444e3ae7/Samantha-Steuerwald","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Meret Felde","GER","MF","25",14.3,0,4,2,50,0.28,0.14,0,0,27,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/18c75eec/Meret-Felde","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Annie Karich","USA","MF,DF","20",13.4,0,9,2,22.2,0.67,0.15,0,0,20.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4,"https://fbref.com/en/players/ec7edd51/Annie-Karich","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Alicia-Sophie Gudorf","GER","DF,FW","23",10.7,0,4,2,50,0.37,0.19,0,0,22.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,"https://fbref.com/en/players/73d01e09/Alicia-Sophie-Gudorf","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Greta Stegemann","GER","DF","23",10.1,1,6,2,33.3,0.6,0.2,0.17,0.5,23.7,0,0,0,0.4,0.4,0.06,0.6,0.6,"https://fbref.com/en/players/45c1817c/Greta-Stegemann","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Alina Axtmann","GER","DF","19",10.3,0,6,2,33.3,0.58,0.19,0,0,15.4,0,0,0,0.5,0.5,0.08,-0.5,-0.5,"https://fbref.com/en/players/f6c00ab8/Alina-Axtmann","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Shekiera Martinez","GER","FW","23",8.2,5,26,14,53.8,3.15,1.7,0.19,0.36,15.4,0,0,0,4.5,4.5,0.17,0.5,0.5,"https://fbref.com/en/players/7fe47b81/Shekiera-Martinez","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Nicole Ojukwu","AUT","MF","18",7.3,0,6,2,33.3,0.82,0.27,0,0,28.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,"https://fbref.com/en/players/9e65aa0c/Nicole-Ojukwu","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Eileen Campbell","AUT","FW,MF","23",7.7,2,18,5,27.8,2.33,0.65,0.11,0.4,13.4,0,0,0,1.6,1.6,0.09,0.4,0.4,"https://fbref.com/en/players/f36f682e/Eileen-Campbell","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Svenja Fölmli","SUI","FW","21",7,3,22,9,40.9,3.15,1.29,0.14,0.33,15,1,0,0,3,3,0.14,0,0,"https://fbref.com/en/players/cbb37685/Svenja-Folmli","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Leela Egli","SUI","FW","17",5.6,1,5,1,20,0.89,0.18,0.2,1,14.2,0,0,0,0.2,0.2,0.05,0.8,0.8,"https://fbref.com/en/players/d798a561/Leela-Egli","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Maj Schneider","GER","MF,FW","16",4.6,2,6,2,33.3,1.3,0.43,0.33,1,15.1,0,0,0,1.1,1.1,0.18,0.9,0.9,"https://fbref.com/en/players/08794339/Maj-Schneider","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Lisa Kolb","AUT","FW,MF","23",4.2,0,5,1,20,1.18,0.24,0,0,17.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,"https://fbref.com/en/players/1adffcd6/Lisa-Kolb","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Tessa Blumenberg","GER","FW,MF","19",4.1,2,7,3,42.9,1.72,0.74,0.29,0.67,22.8,0,0,0,0.7,0.7,0.1,1.3,1.3,"https://fbref.com/en/players/e7ce33e7/Tessa-Blumenberg","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Nia Szenk","GER","DF","20",2.3,0,1,0,0,0.44,0,0,NA,19.8,0,0,0,0,0,0.05,0,0,"https://fbref.com/en/players/72f9d4a7/Nia-Szenk","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Rebecca Adamczyk","GER","GK","19",2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/7675a63b/Rebecca-Adamczyk","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Lena Nuding","GER","GK","31",1.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/781a82de/Lena-Nuding","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Hasret Kayikci","GER","FW","32",0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b5fa0c44/Hasret-Kayikci","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Nora Scherer","GER","MF,FW","18",0.5,0,1,1,100,2.14,2.14,0,0,11.5,0,0,0,0,0,0.03,0,0,"https://fbref.com/en/players/2a64d7ec/Nora-Scherer","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Miray Cin","TUR","FW,MF","23",0.4,0,1,0,0,2.43,0,0,NA,32.8,0,0,0,0,0,0.03,0,0,"https://fbref.com/en/players/5f867384/Miray-Cin","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Freiburg","Frauen-Bundesliga","Noreen Günnewig","GER","FW","23",0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/434907b8/Noreen-Gunnewig","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Hoffenheim","Frauen-Bundesliga","Marta Cazalla","ESP","DF","27",21.5,5,35,8,22.9,1.63,0.37,0.11,0.5,12.6,1,1,1,4.4,3.7,0.1,0.6,0.3,"https://fbref.com/en/players/d1a2c730/Marta-Cazalla","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Hoffenheim","Frauen-Bundesliga","Laura Dick","GER","GK","21",21.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/2d43333a/Laura-Dick","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Hoffenheim","Frauen-Bundesliga","Lisa Doorn","NED","DF","23",19.4,0,6,2,33.3,0.31,0.1,0,0,19.2,2,0,0,0.7,0.7,0.12,-0.7,-0.7,"https://fbref.com/en/players/924d1836/Lisa-Doorn","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Hoffenheim","Frauen-Bundesliga","Ereleta Memeti","KVX","MF,FW","25",16.4,6,25,16,64,1.52,0.97,0.24,0.38,15.1,1,0,0,4.3,4.3,0.17,1.7,1.7,"https://fbref.com/en/players/d782c918/Ereleta-Memeti","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Hoffenheim","Frauen-Bundesliga","Selina Cerci","GER","FW","24",17.3,16,57,35,61.4,3.29,2.02,0.28,0.46,13.2,0,0,0,10.5,10.5,0.18,5.5,5.5,"https://fbref.com/en/players/1fa80966/Selina-Cerci","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Hoffenheim","Frauen-Bundesliga","Jill Janssens","BEL","DF","20",15.3,3,13,9,69.2,0.85,0.59,0.23,0.33,15.8,0,0,0,1.4,1.4,0.11,1.6,1.6,"https://fbref.com/en/players/9d714c9d/Jill-Janssens","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Hoffenheim","Frauen-Bundesliga","Vanessa Diehm","GER","MF","20",15.4,1,6,3,50,0.39,0.19,0.17,0.33,21.8,0,0,0,0.3,0.3,0.05,0.7,0.7,"https://fbref.com/en/players/ff6f5249/Vanessa-Diehm","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Hoffenheim","Frauen-Bundesliga","Jana Feldkamp","GER","MF,DF","26",14,0,10,4,40,0.72,0.29,0,0,21.6,1,0,0,0.4,0.4,0.04,-0.4,-0.4,"https://fbref.com/en/players/11bb564b/Jana-Feldkamp","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Hoffenheim","Frauen-Bundesliga","Melissa Kössler","GER","FW","24",13.9,4,53,13,24.5,3.81,0.93,0.08,0.31,16,0,0,0,5.8,5.8,0.11,-1.8,-1.8,"https://fbref.com/en/players/b1a198c6/Melissa-Kossler","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Hoffenheim","Frauen-Bundesliga","Lisann Kaut","GER","DF","23",12.2,1,15,8,53.3,1.23,0.65,0.07,0.13,19.9,0,0,0,0.6,0.6,0.04,0.4,0.4,"https://fbref.com/en/players/e118e53b/Lisann-Kaut","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Hoffenheim","Frauen-Bundesliga","Jamilla Rankin","AUS","DF","21",10.9,0,1,0,0,0.09,0,0,NA,6.5,0,0,0,0.1,0.1,0.14,-0.1,-0.1,"https://fbref.com/en/players/ede60ee1/Jamilla-Rankin","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Hoffenheim","Frauen-Bundesliga","Dominika Grabowska","POL","MF,FW","25",10.1,2,12,4,33.3,1.19,0.4,0.17,0.5,23.3,3,0,0,1.1,1.1,0.09,0.9,0.9,"https://fbref.com/en/players/82a65245/Dominika-Grabowska","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Hoffenheim","Frauen-Bundesliga","Franziska Harsch","GER","MF","27",8.9,0,10,4,40,1.13,0.45,0,0,16.8,0,0,0,1.1,1.1,0.11,-1.1,-1.1,"https://fbref.com/en/players/d69ff348/Franziska-Harsch","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
"2024-2025","Hoffenheim","Frauen-Bundesliga","Julia Hickelsberger-Füller","AUT","FW,MF","24",9.6,2,23,11,47.8,2.39,1.14,0.09,0.18,16.2,0,0,0,2.3,2.3,0.1,-0.3,-0.3,"https://fbref.com/en/players/4e76a319/Julia-Hickelsberger-Fuller","2024 2025 Frauen Bundesliga","https://fbref.com/en/comps/183/2024-2025/2024-2025-Frauen-Bundesliga-Stats","shooting"
