League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
Championnat de France de Football Féminin,2023-11-12,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,2,0.6,Malou Rylov · 59&rsquor; Wu Chengshu · 65&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,5,3.4,Grace Geyoro · 12&rsquor; Tabitha Chawinga · 25&rsquor; Tabitha Chawinga · 47&rsquor; Tabitha Chawinga · 71&rsquor; Amalie Vangsgaard · 73&rsquor;,0,0,Dijon,Home,NA,990,36,26,15,17,4,24,44,54.5,20,13,3,10,12,48,9,2
Championnat de France de Football Féminin,2023-11-12,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,2,0.6,Malou Rylov · 59&rsquor; Wu Chengshu · 65&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,5,3.4,Grace Geyoro · 12&rsquor; Tabitha Chawinga · 25&rsquor; Tabitha Chawinga · 47&rsquor; Tabitha Chawinga · 71&rsquor; Amalie Vangsgaard · 73&rsquor;,0,0,Paris Saint-Germain,Away,NA,990,17,14,6,10,1,7,15,46.7,8,4,0,4,10,27,2,0
Championnat de France de Football Féminin,2023-11-17,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,4,4,Alice Sombath · 34&rsquor; Melchie Dumornay · 70&rsquor; Ada Hegerberg · 73&rsquor; Sara Däbritz · 89&rsquor;,1,0,Dijon,5-4-1,1,0.1,Maria Diaz · 25&rsquor;,1,0,Lyon,Home,NA,990,5,4,1,2,2,2,3,66.7,1,9,1,8,8,13,3,0
Championnat de France de Football Féminin,2023-11-17,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,4,4,Alice Sombath · 34&rsquor; Melchie Dumornay · 70&rsquor; Ada Hegerberg · 73&rsquor; Sara Däbritz · 89&rsquor;,1,0,Dijon,5-4-1,1,0.1,Maria Diaz · 25&rsquor;,1,0,Dijon,Away,NA,990,21,14,16,4,1,7,14,50,7,18,11,7,17,38,32,2
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Le Havre,4-2-3-1,2,2.3,Inès Benyahia (P) · 30&rsquor; Deja Davis · 44&rsquor;,2,0,Guingamp,4-4-2,0,0.2,NA,2,0,Le Havre,Home,NA,990,20,13,4,13,3,8,11,72.7,3,13,0,13,20,40,7,0
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Le Havre,4-2-3-1,2,2.3,Inès Benyahia (P) · 30&rsquor; Deja Davis · 44&rsquor;,2,0,Guingamp,4-4-2,0,0.2,NA,2,0,Guingamp,Away,NA,990,19,13,13,4,2,9,15,60,6,16,3,13,14,33,18,0
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Montpellier,3-4-3,2,2,Kethna Louis · 51&rsquor; Sonia Ouchene · 53&rsquor;,3,0,Stade de Reims,4-3-3,1,1.2,Rofiat Imuran · 69&rsquor;,2,0,Montpellier,Home,NA,990,17,15,3,8,6,4,14,28.6,10,4,1,3,10,27,14,1
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Montpellier,3-4-3,2,2,Kethna Louis · 51&rsquor; Sonia Ouchene · 53&rsquor;,3,0,Stade de Reims,4-3-3,1,1.2,Rofiat Imuran · 69&rsquor;,2,0,Stade de Reims,Away,NA,990,22,18,13,4,5,9,21,42.9,12,8,2,6,14,36,22,0
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,1,0.7,Jessy Roux · 2&rsquor;,0,0,Saint-Étienne,4-4-2,2,1.8,Phornetia Browne (P) · 57&rsquor; Kess Elmore · 72&rsquor;,0,0,Lille,Home,NA,990,15,8,6,8,1,7,15,46.7,8,6,1,5,18,33,14,0
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,1,0.7,Jessy Roux · 2&rsquor;,0,0,Saint-Étienne,4-4-2,2,1.8,Phornetia Browne (P) · 57&rsquor; Kess Elmore · 72&rsquor;,0,0,Saint-Étienne,Away,NA,990,23,16,12,10,1,10,20,50,10,12,3,9,17,40,17,0
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,2,1.7,Marie-Antoinette Katoto · 13&rsquor; Jackie Groenen · 90+7&rsquor;,3,0,Fleury,4-2-3-1,1,1.2,Ewelina Kamczyk · 40&rsquor;,1,0,Paris Saint-Germain,Home,NA,990,13,6,3,6,4,4,9,44.4,5,16,4,12,13,26,13,2
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,2,1.7,Marie-Antoinette Katoto · 13&rsquor; Jackie Groenen · 90+7&rsquor;,3,0,Fleury,4-2-3-1,1,1.2,Ewelina Kamczyk · 40&rsquor;,1,0,Fleury,Away,NA,990,46,21,22,13,11,20,39,51.3,19,21,5,16,12,58,26,0
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris FC,4-4-1-1,1,1.9,Clara Matéo · 41&rsquor;,0,0,Bordeaux,4-3-3,0,0.1,NA,0,0,Paris FC,Home,NA,990,25,18,4,18,3,14,18,77.8,4,7,0,7,12,37,4,0
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris FC,4-4-1-1,1,1.9,Clara Matéo · 41&rsquor;,0,0,Bordeaux,4-3-3,0,0.1,NA,0,0,Bordeaux,Away,NA,990,25,19,16,8,1,14,27,51.9,13,18,6,12,33,58,28,2
Championnat de France de Football Féminin,2023-11-24,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,NA,0,Ewelina Kamczyk · 8&rsquor; Dominika Grabowska · 25&rsquor;,2,0,Le Havre,4-2-3-1,0,0,Inès Benyahia · 33&rsquor; Inès Benyahia (P) · 58&rsquor;,2,0,Fleury,Home,NA,990,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Championnat de France de Football Féminin,2023-11-24,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,NA,0,Ewelina Kamczyk · 8&rsquor; Dominika Grabowska · 25&rsquor;,2,0,Le Havre,4-2-3-1,0,0,Inès Benyahia · 33&rsquor; Inès Benyahia (P) · 58&rsquor;,2,0,Le Havre,Away,NA,990,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,3,1.3,Abi Kim · 21&rsquor; Hawa Sangare · 62&rsquor; Abi Kim · 66&rsquor;,3,0,Lille,4-2-3-1,0,0.6,NA,1,0,Bordeaux,Home,NA,990,20,14,8,9,3,9,20,45,11,14,3,11,11,31,17,0
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,3,1.3,Abi Kim · 21&rsquor; Hawa Sangare · 62&rsquor; Abi Kim · 66&rsquor;,3,0,Lille,4-2-3-1,0,0.6,NA,1,0,Lille,Away,NA,990,12,11,3,8,1,4,8,50,4,10,2,8,12,24,13,0
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,3,2.8,Maria Diaz · 47&rsquor; Léa Declercq (P) · 51&rsquor; Klaudia Jedlińska · 58&rsquor;,3,0,Saint-Étienne,4-1-3-2,2,1.2,Kess Elmore · 30&rsquor; Cindy Caputo · 65&rsquor;,3,0,Dijon,Home,NA,990,10,8,5,3,2,7,13,53.8,6,7,0,7,18,28,15,1
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,3,2.8,Maria Diaz · 47&rsquor; Léa Declercq (P) · 51&rsquor; Klaudia Jedlińska · 58&rsquor;,3,0,Saint-Étienne,4-1-3-2,2,1.2,Kess Elmore · 30&rsquor; Cindy Caputo · 65&rsquor;,3,0,Saint-Étienne,Away,NA,990,13,13,7,6,0,6,12,50,6,7,4,3,20,33,18,0
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,1,0.8,Rachel Corboz (P) · 8&rsquor;,2,0,Paris FC,4-2-3-1,1,2.3,Margaux Le Mouël · 75&rsquor;,2,0,Stade de Reims,Home,NA,990,21,14,15,3,3,10,18,55.6,8,22,8,14,23,44,42,0
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,1,0.8,Rachel Corboz (P) · 8&rsquor;,2,0,Paris FC,4-2-3-1,1,2.3,Margaux Le Mouël · 75&rsquor;,2,0,Paris FC,Away,NA,990,19,15,10,6,3,5,9,55.6,4,12,0,12,12,31,5,0
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,4,4.1,Marie-Antoinette Katoto · 2&rsquor; Grace Geyoro · 42&rsquor; Amalie Vangsgaard · 65&rsquor; Tabitha Chawinga · 90+3&rsquor;,1,0,Montpellier,4-2-3-1,1,2.4,Faustine Robert (P) · 27&rsquor;,0,0,Paris Saint-Germain,Home,NA,990,11,7,8,2,1,5,10,50,5,13,2,11,12,23,14,0
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,4,4.1,Marie-Antoinette Katoto · 2&rsquor; Grace Geyoro · 42&rsquor; Amalie Vangsgaard · 65&rsquor; Tabitha Chawinga · 90+3&rsquor;,1,0,Montpellier,4-2-3-1,1,2.4,Faustine Robert (P) · 27&rsquor;,0,0,Montpellier,Away,NA,990,22,17,12,7,3,9,22,40.9,13,16,7,9,16,38,9,0
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Guingamp,5-4-1,1,0.1,Sarah Cambot · 45+1&rsquor;,1,0,Lyon,4-3-3,5,4,Lindsey Heaps · 4&rsquor; Emmy Jezequel (OG) · 15&rsquor; Daniëlle van de Donk · 29&rsquor; Ada Hegerberg · 71&rsquor; Ada Hegerberg · 90+5&rsquor;,1,0,Guingamp,Home,NA,990,12,5,11,1,0,5,13,38.5,8,13,5,8,14,26,50,2
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Guingamp,5-4-1,1,0.1,Sarah Cambot · 45+1&rsquor;,1,0,Lyon,4-3-3,5,4,Lindsey Heaps · 4&rsquor; Emmy Jezequel (OG) · 15&rsquor; Daniëlle van de Donk · 29&rsquor; Ada Hegerberg · 71&rsquor; Ada Hegerberg · 90+5&rsquor;,1,0,Lyon,Away,NA,990,13,3,1,2,10,6,8,75,2,11,0,11,15,28,3,0
Championnat de France de Football Féminin,2023-12-08,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,4,Wendie Renard · 17&rsquor; Ada Hegerberg (P) · 28&rsquor; Damaris Egurrola · 57&rsquor; Griedge Mbock Bathy · 59&rsquor; Amel Majri · 90+2&rsquor;,1,0,Lille,5-4-1,0,0,NA,0,0,Lyon,Home,NA,990,22,17,1,10,11,8,15,53.3,7,9,0,9,12,34,0,0
Championnat de France de Football Féminin,2023-12-08,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,4,Wendie Renard · 17&rsquor; Ada Hegerberg (P) · 28&rsquor; Damaris Egurrola · 57&rsquor; Griedge Mbock Bathy · 59&rsquor; Amel Majri · 90+2&rsquor;,1,0,Lille,5-4-1,0,0,NA,0,0,Lille,Away,NA,990,24,18,23,1,0,9,20,45,11,11,4,7,9,33,25,1
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-1-4-1,2,1.4,Solene Champagnac · 33&rsquor; Cindy Caputo · 61&rsquor;,1,0,Guingamp,4-4-2,1,0.7,Laurie Teinturier · 57&rsquor;,2,0,Saint-Étienne,Home,NA,990,14,11,7,7,0,8,16,50,8,8,1,7,9,23,12,0
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-1-4-1,2,1.4,Solene Champagnac · 33&rsquor; Cindy Caputo · 61&rsquor;,1,0,Guingamp,4-4-2,1,0.7,Laurie Teinturier · 57&rsquor;,2,0,Guingamp,Away,NA,990,16,9,6,7,3,6,14,42.9,8,9,1,8,8,24,14,0
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,0.9,Nérilia Mondésir · 62&rsquor;,3,0,Paris FC,4-2-3-1,4,3.5,Gaëtane Thiney · 12&rsquor; Daphne Corboz · 24&rsquor; Mathilde Bourdieu · 41&rsquor; Louna Ribadeira · 87&rsquor;,1,0,Montpellier,Home,NA,990,13,12,6,5,2,2,11,18.2,9,12,3,9,15,28,11,0
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,0.9,Nérilia Mondésir · 62&rsquor;,3,0,Paris FC,4-2-3-1,4,3.5,Gaëtane Thiney · 12&rsquor; Daphne Corboz · 24&rsquor; Mathilde Bourdieu · 41&rsquor; Louna Ribadeira · 87&rsquor;,1,0,Paris FC,Away,NA,990,17,14,9,3,5,6,15,40,9,18,1,17,10,27,13,0
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,2,2.4,Mélissa Gomes (P) · 61&rsquor; Noémie Mouchon · 67&rsquor;,0,0,Fleury,3-4-1-2,0,1.6,NA,3,0,Stade de Reims,Home,NA,990,17,13,12,3,2,7,14,50,7,17,4,13,17,34,29,0
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,2,2.4,Mélissa Gomes (P) · 61&rsquor; Noémie Mouchon · 67&rsquor;,0,0,Fleury,3-4-1-2,0,1.6,NA,3,0,Fleury,Away,NA,990,25,24,12,8,5,15,24,62.5,9,22,8,14,7,32,7,0
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,1,1.7,Océane Picard · 90+4&rsquor;,1,0,Bordeaux,4-3-3,0,0.7,Maëlle Seguin · 66&rsquor;,0,1,Dijon,Home,NA,990,16,13,7,8,1,8,10,80,2,11,1,10,10,26,16,0
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,1,1.7,Océane Picard · 90+4&rsquor;,1,0,Bordeaux,4-3-3,0,0.7,Maëlle Seguin · 66&rsquor;,0,1,Bordeaux,Away,NA,965,20,15,7,9,4,9,20,45,11,18,6,12,8,28,24,0
Championnat de France de Football Féminin,2023-12-10,Championnat de France de Football Féminin (Regular season),Le Havre,4-4-1-1,1,0.5,Inès Benyahia · 19&rsquor;,2,0,Paris Saint-Germain,4-2-3-1,1,1.4,Grace Geyoro · 90+5&rsquor;,1,0,Le Havre,Home,NA,990,22,15,18,4,0,16,33,48.5,17,13,6,7,22,44,15,0
Championnat de France de Football Féminin,2023-12-10,Championnat de France de Football Féminin (Regular season),Le Havre,4-4-1-1,1,0.5,Inès Benyahia · 19&rsquor;,2,0,Paris Saint-Germain,4-2-3-1,1,1.4,Grace Geyoro · 90+5&rsquor;,1,0,Paris Saint-Germain,Away,NA,990,14,10,1,9,4,8,16,50,8,3,0,3,14,28,4,1
Championnat de France de Football Féminin,2023-12-15,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,2,2.1,Lea Khelifi · 13&rsquor; Faustine Robert · 75&rsquor;,2,0,Le Havre,4-1-4-1,1,2,Salomé Elisor · 72&rsquor;,0,0,Montpellier,Home,NA,990,19,17,10,7,2,5,11,45.5,6,8,1,7,17,36,19,1
Championnat de France de Football Féminin,2023-12-15,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,2,2.1,Lea Khelifi · 13&rsquor; Faustine Robert · 75&rsquor;,2,0,Le Havre,4-1-4-1,1,2,Salomé Elisor · 72&rsquor;,0,0,Le Havre,Away,NA,990,16,13,7,6,3,8,19,42.1,11,8,2,6,7,23,14,0
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Fleury,5-3-2,1,0.2,Ewelina Kamczyk · 32&rsquor;,1,0,Lyon,4-3-3,3,2.7,Damaris Egurrola · 43&rsquor; Ada Hegerberg · 47&rsquor; Lindsey Heaps · 80&rsquor;,0,0,Fleury,Home,NA,990,24,13,20,4,0,11,21,52.4,10,8,2,6,17,41,33,0
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Fleury,5-3-2,1,0.2,Ewelina Kamczyk · 32&rsquor;,1,0,Lyon,4-3-3,3,2.7,Damaris Egurrola · 43&rsquor; Ada Hegerberg · 47&rsquor; Lindsey Heaps · 80&rsquor;,0,0,Lyon,Away,NA,990,12,11,5,6,1,7,13,53.8,6,9,0,9,7,19,4,0
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,1,1,Sarah Cambot · 46&rsquor;,2,0,Dijon,4-2-3-1,1,0.5,Emmy Jezequel (OG) · 43&rsquor;,2,0,Guingamp,Home,NA,990,16,9,8,1,7,9,14,64.3,5,10,1,9,8,24,21,1
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,1,1,Sarah Cambot · 46&rsquor;,2,0,Dijon,4-2-3-1,1,0.5,Emmy Jezequel (OG) · 43&rsquor;,2,0,Dijon,Away,NA,990,12,8,5,5,2,5,17,29.4,12,11,1,10,16,28,19,1
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Lille,3-4-3,2,1.3,Maïté Boucly · 63&rsquor; Julie Machart (P) · 86&rsquor;,3,0,Stade de Reims,4-2-3-1,5,4.6,Rachel Corboz · 33&rsquor; Noémie Mouchon · 56&rsquor; Blessing Demehin · 62&rsquor; Rofiat Imuran · 79&rsquor; Shana Chossenotte · 90+3&rsquor;,1,0,Lille,Home,NA,990,9,8,6,3,0,3,9,33.3,6,8,2,6,14,23,15,0
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Lille,3-4-3,2,1.3,Maïté Boucly · 63&rsquor; Julie Machart (P) · 86&rsquor;,3,0,Stade de Reims,4-2-3-1,5,4.6,Rachel Corboz · 33&rsquor; Noémie Mouchon · 56&rsquor; Blessing Demehin · 62&rsquor; Rofiat Imuran · 79&rsquor; Shana Chossenotte · 90+3&rsquor;,1,0,Stade de Reims,Away,NA,990,14,14,3,9,2,8,11,72.7,3,8,1,7,11,25,18,1
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,1,1.5,Hawa Sangare · 8&rsquor;,2,0,Saint-Étienne,4-2-3-1,4,2.8,Cindy Caputo · 13&rsquor; Faustine Bataillard · 51&rsquor; Phornetia Browne · 74&rsquor; Kess Elmore · 81&rsquor;,5,0,Bordeaux,Home,NA,990,15,10,5,7,3,6,11,54.5,5,11,2,9,11,26,11,2
