League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
Frauen-Bundesliga,2023-10-14,Frauen-Bundesliga (Matchweek 4),Bayern Munich,4-2-3-1,0,0.7,NA,0,0,Eintracht Frankfurt,4-3-3,0,0.3,NA,1,0,Eintracht Frankfurt,Away,NA,990,22,14,9,12,1,11,12,91.7,1,13,3,10,5,27,10,0
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),RB Leipzig,4-1-2-1-2,0,0.9,NA,0,0,Wolfsburg,4-3-3,2,1.7,Ewa Pajor · 38&rsquor; Vivien Endemann · 79&rsquor;,0,0,RB Leipzig,Home,NA,990,15,13,7,6,2,10,21,47.6,11,24,1,23,32,47,17,0
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),RB Leipzig,4-1-2-1-2,0,0.9,NA,0,0,Wolfsburg,4-3-3,2,1.7,Ewa Pajor · 38&rsquor; Vivien Endemann · 79&rsquor;,0,0,Wolfsburg,Away,NA,990,15,10,7,7,1,5,6,83.3,1,12,2,10,14,29,8,0
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),Bayer Leverkusen,4-2-3-1,3,0.9,Nikola Karczewska · 32&rsquor; Kristin Kögel · 45+1&rsquor; Karólína Lea Vilhjálmsdóttir · 60&rsquor;,2,0,Freiburg,4-2-3-1,0,0.7,NA,1,0,Bayer Leverkusen,Home,NA,990,15,11,6,5,4,5,12,41.7,7,13,2,11,24,39,27,0
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),Bayer Leverkusen,4-2-3-1,3,0.9,Nikola Karczewska · 32&rsquor; Kristin Kögel · 45+1&rsquor; Karólína Lea Vilhjálmsdóttir · 60&rsquor;,2,0,Freiburg,4-2-3-1,0,0.7,NA,1,0,Freiburg,Away,NA,990,25,14,12,10,3,7,16,43.8,9,19,2,17,16,41,21,1
Frauen-Bundesliga,2023-10-16,Frauen-Bundesliga (Matchweek 4),MSV Duisburg,5-4-1,0,0.4,NA,2,0,Essen,4-3-3,1,1.2,Annalena Rieke · 40&rsquor;,0,0,MSV Duisburg,Home,NA,990,26,13,18,8,0,8,20,40,12,6,4,2,14,40,20,0
Frauen-Bundesliga,2023-10-16,Frauen-Bundesliga (Matchweek 4),MSV Duisburg,5-4-1,0,0.4,NA,2,0,Essen,4-3-3,1,1.2,Annalena Rieke · 40&rsquor;,0,0,Essen,Away,NA,990,16,12,4,9,3,10,12,83.3,2,11,3,8,10,26,17,0
Frauen-Bundesliga,2023-10-20,Frauen-Bundesliga (Matchweek 5),Köln,4-2-3-1,0,0.3,NA,1,0,Bayer Leverkusen,4-2-3-1,1,1.4,Janou Levels · 36&rsquor;,1,0,Köln,Home,NA,990,27,23,13,11,3,7,11,63.6,4,16,2,14,9,36,17,0
Frauen-Bundesliga,2023-10-20,Frauen-Bundesliga (Matchweek 5),Köln,4-2-3-1,0,0.3,NA,1,0,Bayer Leverkusen,4-2-3-1,1,1.4,Janou Levels · 36&rsquor;,1,0,Bayer Leverkusen,Away,NA,990,19,12,8,8,3,3,11,27.3,8,11,2,9,7,26,20,0
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Freiburg,4-2-3-1,0,2.4,NA,0,0,1. FC Nürnberg,3-4-3,2,1.9,Nadja Burkard · 6&rsquor; Weronika Kaczor · 90+4&rsquor;,5,0,Freiburg,Home,NA,990,10,8,4,1,5,1,8,12.5,7,11,2,9,12,22,9,1
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Freiburg,4-2-3-1,0,2.4,NA,0,0,1. FC Nürnberg,3-4-3,2,1.9,Nadja Burkard · 6&rsquor; Weronika Kaczor · 90+4&rsquor;,5,0,1. FC Nürnberg,Away,NA,990,17,13,10,5,2,7,14,50,7,29,14,15,11,28,38,0
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Essen,4-3-3,1,1.1,Ramona Maier · 90&rsquor;,1,0,Werder Bremen,5-3-2,1,0.4,Lina Hausicke · 55&rsquor;,4,0,Essen,Home,NA,990,12,5,2,7,3,0,5,0,5,13,1,12,11,23,9,0
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Essen,4-3-3,1,1.1,Ramona Maier · 90&rsquor;,1,0,Werder Bremen,5-3-2,1,0.4,Lina Hausicke · 55&rsquor;,4,0,Werder Bremen,Away,NA,990,24,20,9,10,5,8,20,40,12,12,3,9,23,47,31,1
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Wolfsburg,4-2-3-1,2,2.5,Dominique Janssen (P) · 55&rsquor; Alexandra Popp · 89&rsquor;,2,0,Hoffenheim,4-3-3,2,0.9,Ereleta Memeti · 18&rsquor; Dominique Janssen (OG) · 45+1&rsquor;,2,0,Wolfsburg,Home,NA,990,27,16,9,12,6,15,20,75,5,18,1,17,14,41,26,0
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Wolfsburg,4-2-3-1,2,2.5,Dominique Janssen (P) · 55&rsquor; Alexandra Popp · 89&rsquor;,2,0,Hoffenheim,4-3-3,2,0.9,Ereleta Memeti · 18&rsquor; Dominique Janssen (OG) · 45+1&rsquor;,2,0,Hoffenheim,Away,NA,990,27,16,15,8,4,19,30,63.3,11,24,9,15,11,38,32,0
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Eintracht Frankfurt,4-3-3,5,4.6,Sara Doorsoun · 5&rsquor; Lara Prašnikar · 28&rsquor; Laura Freigang · 40&rsquor; Barbara Dunst · 42&rsquor; Laura Freigang (P) · 64&rsquor;,1,0,MSV Duisburg,4-3-3,1,1.5,Meret Günster (P) · 90+2&rsquor;,1,0,Eintracht Frankfurt,Home,NA,990,15,9,1,8,6,6,13,46.2,7,12,0,12,16,31,6,0
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Eintracht Frankfurt,4-3-3,5,4.6,Sara Doorsoun · 5&rsquor; Lara Prašnikar · 28&rsquor; Laura Freigang · 40&rsquor; Barbara Dunst · 42&rsquor; Laura Freigang (P) · 64&rsquor;,1,0,MSV Duisburg,4-3-3,1,1.5,Meret Günster (P) · 90+2&rsquor;,1,0,MSV Duisburg,Away,NA,990,17,13,11,5,1,9,14,64.3,5,11,4,7,12,29,20,0
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),RB Leipzig,4-1-2-1-2,0,0.4,NA,1,0,Bayern Munich,4-2-3-1,3,2.7,Giulia Gwinn · 8&rsquor; Jovana Damnjanović · 14&rsquor; Jovana Damnjanović · 42&rsquor;,1,0,RB Leipzig,Home,NA,990,24,19,14,7,3,15,24,62.5,9,10,3,7,16,40,22,0
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),RB Leipzig,4-1-2-1-2,0,0.4,NA,1,0,Bayern Munich,4-2-3-1,3,2.7,Giulia Gwinn · 8&rsquor; Jovana Damnjanović · 14&rsquor; Jovana Damnjanović · 42&rsquor;,1,0,Bayern Munich,Away,NA,990,15,10,2,9,4,5,8,62.5,3,13,1,12,11,26,13,0
Frauen-Bundesliga,2023-11-03,Frauen-Bundesliga (Matchweek 6),MSV Duisburg,4-2-3-1,1,0.7,Antonia Halverkamps · 90+1&rsquor;,2,0,RB Leipzig,4-3-1-2,1,0.7,Lydia Andrade · 9&rsquor;,2,0,MSV Duisburg,Home,NA,990,28,21,15,9,4,17,27,63,10,14,5,9,23,51,14,0
Frauen-Bundesliga,2023-11-03,Frauen-Bundesliga (Matchweek 6),MSV Duisburg,4-2-3-1,1,0.7,Antonia Halverkamps · 90+1&rsquor;,2,0,RB Leipzig,4-3-1-2,1,0.7,Lydia Andrade · 9&rsquor;,2,0,RB Leipzig,Away,NA,990,13,7,6,4,3,6,18,33.3,12,20,3,17,18,31,21,0
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),Hoffenheim,4-3-3,2,1.4,Nicole Billa · 60&rsquor; Ereleta Memeti · 90+3&rsquor;,0,0,Freiburg,4-2-3-1,3,1.2,Svenja Fölmli · 14&rsquor; Hasret Kayikci · 47&rsquor; Cora Zical · 82&rsquor;,2,0,Hoffenheim,Home,NA,990,23,13,7,14,2,11,18,61.1,7,18,4,14,13,36,10,1
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),Hoffenheim,4-3-3,2,1.4,Nicole Billa · 60&rsquor; Ereleta Memeti · 90+3&rsquor;,0,0,Freiburg,4-2-3-1,3,1.2,Svenja Fölmli · 14&rsquor; Hasret Kayikci · 47&rsquor; Cora Zical · 82&rsquor;,2,0,Freiburg,Away,NA,990,32,22,13,15,4,16,27,59.3,11,17,4,13,18,50,28,0
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),Bayer Leverkusen,4-2-3-1,0,0.5,NA,1,0,Essen,4-3-3,0,1.2,NA,2,0,Bayer Leverkusen,Home,NA,990,18,16,9,6,3,6,19,31.6,13,10,6,4,12,30,25,0
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),Bayer Leverkusen,4-2-3-1,0,0.5,NA,1,0,Essen,4-3-3,0,1.2,NA,2,0,Essen,Away,NA,990,24,18,7,14,3,13,23,56.5,10,23,2,21,16,40,6,0
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),Bayern Munich,4-2-3-1,2,2.1,Linda Dallmann · 29&rsquor; Klara Bühl · 37&rsquor;,2,0,Wolfsburg,4-2-3-1,1,0.6,Lena Oberdorf · 63&rsquor;,6,0,Bayern Munich,Home,NA,990,14,10,6,7,1,6,13,46.2,7,17,3,14,7,21,5,0
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),Bayern Munich,4-2-3-1,2,2.1,Linda Dallmann · 29&rsquor; Klara Bühl · 37&rsquor;,2,0,Wolfsburg,4-2-3-1,1,0.6,Lena Oberdorf · 63&rsquor;,6,0,Wolfsburg,Away,NA,990,22,15,15,6,1,7,13,53.8,6,13,3,10,7,29,25,0
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),1. FC Nürnberg,3-4-1-2,1,0.4,Vanessa Haim · 81&rsquor;,1,0,Köln,4-2-3-1,3,2.8,Dóra Zeller · 5&rsquor; Marleen Schimmer · 67&rsquor; Sharon Beck · 72&rsquor;,1,0,1. FC Nürnberg,Home,NA,990,27,18,17,9,1,5,13,38.5,8,15,4,11,9,36,24,0
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),1. FC Nürnberg,3-4-1-2,1,0.4,Vanessa Haim · 81&rsquor;,1,0,Köln,4-2-3-1,3,2.8,Dóra Zeller · 5&rsquor; Marleen Schimmer · 67&rsquor; Sharon Beck · 72&rsquor;,1,0,Köln,Away,NA,990,20,16,8,7,5,5,7,71.4,2,8,3,5,18,38,18,0
Frauen-Bundesliga,2023-11-06,Frauen-Bundesliga (Matchweek 6),Werder Bremen,5-3-2,0,0.2,NA,4,0,Eintracht Frankfurt,4-1-3-2,1,1.6,Nicole Anyomi · 26&rsquor;,0,0,Werder Bremen,Home,NA,990,14,11,10,3,1,5,18,27.8,13,19,4,15,22,36,11,0
Frauen-Bundesliga,2023-11-06,Frauen-Bundesliga (Matchweek 6),Werder Bremen,5-3-2,0,0.2,NA,4,0,Eintracht Frankfurt,4-1-3-2,1,1.6,Nicole Anyomi · 26&rsquor;,0,0,Eintracht Frankfurt,Away,NA,990,18,14,8,7,3,7,17,41.2,10,10,0,10,6,24,13,0
Frauen-Bundesliga,2023-11-10,Frauen-Bundesliga (Matchweek 7),Eintracht Frankfurt,4-3-1-2,2,0.8,Nicole Anyomi · 19&rsquor; Nicole Anyomi · 66&rsquor;,1,0,Bayer Leverkusen,4-2-3-1,2,1,Synne Hansen · 17&rsquor; Estrella Gonzalez · 88&rsquor;,2,0,Eintracht Frankfurt,Home,NA,990,13,7,3,6,4,5,10,50,5,12,3,9,15,28,15,0
Frauen-Bundesliga,2023-11-10,Frauen-Bundesliga (Matchweek 7),Eintracht Frankfurt,4-3-1-2,2,0.8,Nicole Anyomi · 19&rsquor; Nicole Anyomi · 66&rsquor;,1,0,Bayer Leverkusen,4-2-3-1,2,1,Synne Hansen · 17&rsquor; Estrella Gonzalez · 88&rsquor;,2,0,Bayer Leverkusen,Away,NA,990,14,5,8,5,1,5,13,38.5,8,6,1,5,9,23,32,0
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),RB Leipzig,3-4-1-2,0,0.4,NA,3,0,Werder Bremen,5-3-2,5,2.5,Saskia Matheis · 2&rsquor; Sophie Weidauer · 31&rsquor; Nina Lührßen · 40&rsquor; Sophie Weidauer · 81&rsquor; Sophie Weidauer · 86&rsquor;,0,0,RB Leipzig,Home,NA,990,25,21,10,11,4,4,12,33.3,8,9,2,7,8,33,15,2
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),RB Leipzig,3-4-1-2,0,0.4,NA,3,0,Werder Bremen,5-3-2,5,2.5,Saskia Matheis · 2&rsquor; Sophie Weidauer · 31&rsquor; Nina Lührßen · 40&rsquor; Sophie Weidauer · 81&rsquor; Sophie Weidauer · 86&rsquor;,0,0,Werder Bremen,Away,NA,990,17,11,10,6,1,3,6,50,3,13,2,11,8,25,21,0
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),Essen,4-2-3-1,5,2.8,Laureta Elmazi · 5&rsquor; Laureta Elmazi · 9&rsquor; Natasha Kowalski (P) · 28&rsquor; Natasha Kowalski · 36&rsquor; Ramona Maier · 64&rsquor;,4,0,1. FC Nürnberg,3-4-1-2,0,0.2,NA,3,0,Essen,Home,NA,990,7,7,2,3,2,5,11,45.5,6,14,0,14,8,15,7,0
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),Essen,4-2-3-1,5,2.8,Laureta Elmazi · 5&rsquor; Laureta Elmazi · 9&rsquor; Natasha Kowalski (P) · 28&rsquor; Natasha Kowalski · 36&rsquor; Ramona Maier · 64&rsquor;,4,0,1. FC Nürnberg,3-4-1-2,0,0.2,NA,3,0,1. FC Nürnberg,Away,NA,990,23,16,15,4,4,13,25,52,12,15,6,9,11,34,26,1
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),Wolfsburg,4-2-3-1,4,3.4,Ewa Pajor · 36&rsquor; Vivien Endemann · 39&rsquor; Ewa Pajor · 50&rsquor; Lena Lattwein · 60&rsquor;,0,0,Freiburg,4-2-3-1,0,0.3,NA,2,0,Wolfsburg,Home,NA,990,12,11,0,10,2,5,11,45.5,6,14,1,13,11,23,13,0
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),Wolfsburg,4-2-3-1,4,3.4,Ewa Pajor · 36&rsquor; Vivien Endemann · 39&rsquor; Ewa Pajor · 50&rsquor; Lena Lattwein · 60&rsquor;,0,0,Freiburg,4-2-3-1,0,0.3,NA,2,0,Freiburg,Away,NA,990,17,12,10,6,1,7,16,43.8,9,16,3,13,17,34,40,0
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),Bayern Munich,4-2-3-1,2,4.2,Jovana Damnjanović · 8&rsquor; Georgia Stanway (P) · 72&rsquor;,0,0,MSV Duisburg,5-4-1,0,0,NA,2,0,Bayern Munich,Home,NA,990,10,7,1,5,4,9,10,90,1,6,0,6,7,17,3,0
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),Bayern Munich,4-2-3-1,2,4.2,Jovana Damnjanović · 8&rsquor; Georgia Stanway (P) · 72&rsquor;,0,0,MSV Duisburg,5-4-1,0,0,NA,2,0,MSV Duisburg,Away,NA,990,26,16,20,5,1,5,18,27.8,13,16,10,6,11,37,25,0
Frauen-Bundesliga,2023-11-13,Frauen-Bundesliga (Matchweek 7),Köln,4-2-3-1,1,0.6,Dóra Zeller · 13&rsquor;,0,0,Hoffenheim,4-3-3,2,1,Mara Alber · 1&rsquor; Gia Corley · 62&rsquor;,1,0,Köln,Home,NA,990,33,20,21,10,2,20,33,60.6,13,11,2,9,9,42,25,0
Frauen-Bundesliga,2023-11-13,Frauen-Bundesliga (Matchweek 7),Köln,4-2-3-1,1,0.6,Dóra Zeller · 13&rsquor;,0,0,Hoffenheim,4-3-3,2,1,Mara Alber · 1&rsquor; Gia Corley · 62&rsquor;,1,0,Hoffenheim,Away,NA,990,16,9,6,3,7,8,15,53.3,7,22,3,19,9,25,20,0
Frauen-Bundesliga,2023-11-17,Frauen-Bundesliga (Matchweek 8),Hoffenheim,4-2-3-1,0,1.2,NA,1,0,Essen,4-3-3,3,1,Marta Cazalla (OG) · 13&rsquor; Laureta Elmazi · 14&rsquor; Ramona Maier · 87&rsquor;,1,0,Hoffenheim,Home,NA,990,18,12,7,4,7,13,27,48.1,14,10,0,10,6,24,11,1
Frauen-Bundesliga,2023-11-17,Frauen-Bundesliga (Matchweek 8),Hoffenheim,4-2-3-1,0,1.2,NA,1,0,Essen,4-3-3,3,1,Marta Cazalla (OG) · 13&rsquor; Laureta Elmazi · 14&rsquor; Ramona Maier · 87&rsquor;,1,0,Essen,Away,NA,990,29,20,17,9,3,19,33,57.6,14,11,1,10,12,41,26,0
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),1. FC Nürnberg,3-4-1-2,0,0.6,NA,3,0,Eintracht Frankfurt,4-3-1-2,2,2.1,Laura Freigang · 23&rsquor; Lara Prašnikar · 67&rsquor;,2,0,1. FC Nürnberg,Home,NA,990,22,15,11,6,5,6,11,54.5,5,14,4,10,6,28,24,0
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),1. FC Nürnberg,3-4-1-2,0,0.6,NA,3,0,Eintracht Frankfurt,4-3-1-2,2,2.1,Laura Freigang · 23&rsquor; Lara Prašnikar · 67&rsquor;,2,0,Eintracht Frankfurt,Away,NA,990,14,12,8,5,1,3,6,50,3,9,3,6,10,24,8,0
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),Wolfsburg,4-2-3-1,2,1.8,Fenna Kalma · 7&rsquor; Ewa Pajor · 40&rsquor;,1,0,MSV Duisburg,5-4-1,0,0.1,NA,1,0,Wolfsburg,Home,NA,990,16,11,3,6,7,6,12,50,6,6,1,5,12,28,7,0
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),Wolfsburg,4-2-3-1,2,1.8,Fenna Kalma · 7&rsquor; Ewa Pajor · 40&rsquor;,1,0,MSV Duisburg,5-4-1,0,0.1,NA,1,0,MSV Duisburg,Away,NA,990,27,15,18,7,2,22,37,59.5,15,17,5,12,20,47,21,0
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Bayer Leverkusen,3-4-3,1,0.8,Verena Wieder · 90+3&rsquor;,1,0,RB Leipzig,4-4-2,1,0.9,Vanessa Fudalla · 78&rsquor;,2,0,Bayer Leverkusen,Home,NA,990,14,12,7,7,0,6,10,60,4,12,4,8,9,23,15,0
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Bayer Leverkusen,3-4-3,1,0.8,Verena Wieder · 90+3&rsquor;,1,0,RB Leipzig,4-4-2,1,0.9,Vanessa Fudalla · 78&rsquor;,2,0,RB Leipzig,Away,NA,990,22,15,11,10,1,6,16,37.5,10,25,6,19,13,35,22,0
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Werder Bremen,5-3-2,0,0.1,NA,4,0,Bayern Munich,4-2-3-1,2,1.1,Magdalena Eriksson · 2&rsquor; Katharina Naschenweng · 24&rsquor;,2,0,Werder Bremen,Home,NA,990,23,10,13,4,6,16,32,50,16,7,2,5,12,35,24,1
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Werder Bremen,5-3-2,0,0.1,NA,4,0,Bayern Munich,4-2-3-1,2,1.1,Magdalena Eriksson · 2&rsquor; Katharina Naschenweng · 24&rsquor;,2,0,Bayern Munich,Away,NA,990,15,12,6,7,2,8,12,66.7,4,9,1,8,6,21,17,0
Frauen-Bundesliga,2023-11-20,Frauen-Bundesliga (Matchweek 8),Freiburg,4-2-3-1,3,1.7,Marie Müller (P) · 34&rsquor; Hasret Kayikci · 39&rsquor; Giovanna Hoffmann · 83&rsquor;,0,0,Köln,4-2-3-1,3,1.7,Martyna Wiankowska (P) · 45+2&rsquor; Meike Meßmer · 72&rsquor; Adriana Achcińska · 76&rsquor;,3,0,Freiburg,Home,NA,990,28,25,14,12,2,13,19,68.4,6,7,1,6,7,35,21,0
Frauen-Bundesliga,2023-11-20,Frauen-Bundesliga (Matchweek 8),Freiburg,4-2-3-1,3,1.7,Marie Müller (P) · 34&rsquor; Hasret Kayikci · 39&rsquor; Giovanna Hoffmann · 83&rsquor;,0,0,Köln,4-2-3-1,3,1.7,Martyna Wiankowska (P) · 45+2&rsquor; Meike Meßmer · 72&rsquor; Adriana Achcińska · 76&rsquor;,3,0,Köln,Away,NA,990,24,12,17,5,2,11,18,61.1,7,15,3,12,8,32,26,0
Frauen-Bundesliga,2023-12-08,Frauen-Bundesliga (Matchweek 9),RB Leipzig,4-4-2,0,1,NA,2,0,1. FC Nürnberg,3-5-2,0,1.3,NA,4,0,RB Leipzig,Home,NA,990,14,12,7,6,1,11,15,73.3,4,8,2,6,4,18,13,0
Frauen-Bundesliga,2023-12-08,Frauen-Bundesliga (Matchweek 9),RB Leipzig,4-4-2,0,1,NA,2,0,1. FC Nürnberg,3-5-2,0,1.3,NA,4,0,1. FC Nürnberg,Away,NA,990,20,15,7,10,3,14,24,58.3,10,12,3,9,7,27,25,0
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Essen,4-2-3-1,0,1.3,NA,1,0,Freiburg,4-2-3-1,1,1.6,Lisa Kolb · 30&rsquor;,4,0,Essen,Home,NA,990,23,18,13,9,1,8,14,57.1,6,17,6,11,11,34,10,0
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Essen,4-2-3-1,0,1.3,NA,1,0,Freiburg,4-2-3-1,1,1.6,Lisa Kolb · 30&rsquor;,4,0,Freiburg,Away,NA,990,28,15,17,9,2,15,36,41.7,21,13,6,7,9,37,30,0
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Köln,4-2-3-1,1,1.9,Anna Gerhardt · 25&rsquor;,0,0,Wolfsburg,4-2-3-1,4,1.7,Svenja Huth · 21&rsquor; Dominique Janssen (P) · 45+3&rsquor; Vivien Endemann · 53&rsquor; Joelle Wedemeyer · 85&rsquor;,1,0,Köln,Home,NA,990,23,15,15,6,2,11,19,57.9,8,10,4,6,11,34,20,0
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Köln,4-2-3-1,1,1.9,Anna Gerhardt · 25&rsquor;,0,0,Wolfsburg,4-2-3-1,4,1.7,Svenja Huth · 21&rsquor; Dominique Janssen (P) · 45+3&rsquor; Vivien Endemann · 53&rsquor; Joelle Wedemeyer · 85&rsquor;,1,0,Wolfsburg,Away,NA,990,22,13,9,8,5,7,15,46.7,8,14,3,11,11,33,12,0
Frauen-Bundesliga,2023-12-10,Frauen-Bundesliga (Matchweek 9),Eintracht Frankfurt,4-3-1-2,3,2.7,Lara Prašnikar · 41&rsquor; Nicole Anyomi · 48&rsquor; Shekiera Martinez · 90+1&rsquor;,2,0,Hoffenheim,4-3-3,1,1,Julia Hickelsberger-Füller · 4&rsquor;,0,0,Eintracht Frankfurt,Home,NA,990,27,19,5,15,7,17,31,54.8,14,21,1,20,20,47,5,0
Frauen-Bundesliga,2023-12-10,Frauen-Bundesliga (Matchweek 9),Eintracht Frankfurt,4-3-1-2,3,2.7,Lara Prašnikar · 41&rsquor; Nicole Anyomi · 48&rsquor; Shekiera Martinez · 90+1&rsquor;,2,0,Hoffenheim,4-3-3,1,1,Julia Hickelsberger-Füller · 4&rsquor;,0,0,Hoffenheim,Away,NA,990,20,15,13,7,0,9,22,40.9,13,21,4,17,19,39,23,0
Frauen-Bundesliga,2023-12-10,Frauen-Bundesliga (Matchweek 9),MSV Duisburg,4-2-3-1,0,0.9,Paula Flach · 55&rsquor;,3,1,Werder Bremen,5-3-2,2,1.6,Maja Sternad · 34&rsquor; Sophie Weidauer · 83&rsquor;,2,0,MSV Duisburg,Home,NA,954,25,15,18,6,1,16,21,76.2,5,9,1,8,14,39,24,0
Frauen-Bundesliga,2023-12-10,Frauen-Bundesliga (Matchweek 9),MSV Duisburg,4-2-3-1,0,0.9,Paula Flach · 55&rsquor;,3,1,Werder Bremen,5-3-2,2,1.6,Maja Sternad · 34&rsquor; Sophie Weidauer · 83&rsquor;,2,0,Werder Bremen,Away,NA,990,12,11,1,8,3,2,4,50,2,14,1,13,9,21,12,0
Frauen-Bundesliga,2023-12-11,Frauen-Bundesliga (Matchweek 9),Bayern Munich,4-2-3-1,3,1.2,Magdalena Eriksson · 6&rsquor; Giulia Gwinn · 52&rsquor; Jovana Damnjanović · 58&rsquor;,0,0,Bayer Leverkusen,3-4-3,0,0.5,NA,2,0,Bayern Munich,Home,NA,990,19,12,5,10,4,2,6,33.3,4,14,3,11,16,35,11,0
Frauen-Bundesliga,2023-12-11,Frauen-Bundesliga (Matchweek 9),Bayern Munich,4-2-3-1,3,1.2,Magdalena Eriksson · 6&rsquor; Giulia Gwinn · 52&rsquor; Jovana Damnjanović · 58&rsquor;,0,0,Bayer Leverkusen,3-4-3,0,0.5,NA,2,0,Bayer Leverkusen,Away,NA,990,22,17,12,8,2,13,16,81.3,3,10,0,10,8,30,24,0
Frauen-Bundesliga,2023-12-15,Frauen-Bundesliga (Matchweek 10),Bayer Leverkusen,3-4-3,4,2.3,Karólína Lea Vilhjálmsdóttir · 5&rsquor; Kristin Kögel · 62&rsquor; Nikola Karczewska · 69&rsquor; Verena Wieder · 90+4&rsquor;,0,0,MSV Duisburg,4-2-3-1,1,1,Natalie Muth · 38&rsquor; Natalie Muth · 90&rsquor;,5,1,Bayer Leverkusen,Home,NA,990,20,15,7,6,7,4,9,44.4,5,17,2,15,22,42,17,0
Frauen-Bundesliga,2023-12-15,Frauen-Bundesliga (Matchweek 10),Bayer Leverkusen,3-4-3,4,2.3,Karólína Lea Vilhjálmsdóttir · 5&rsquor; Kristin Kögel · 62&rsquor; Nikola Karczewska · 69&rsquor; Verena Wieder · 90+4&rsquor;,0,0,MSV Duisburg,4-2-3-1,1,1,Natalie Muth · 38&rsquor; Natalie Muth · 90&rsquor;,5,1,MSV Duisburg,Away,NA,989,24,16,11,7,6,7,21,33.3,14,17,4,13,17,41,33,0
Frauen-Bundesliga,2023-12-16,Frauen-Bundesliga (Matchweek 10),Köln,4-2-3-1,0,0.4,NA,2,0,Essen,4-3-3,1,0.8,Lena Ostermeier · 27&rsquor;,0,0,Köln,Home,NA,990,25,21,11,10,4,11,25,44,14,12,3,9,12,37,29,1
