League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,PrgP_Passes,Carries_Carries,PrgC_Carries,Att_Take_Ons,Succ_Take_Ons
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,3,2,Laurie Teinturier · 2&rsquor; Alison Peniguel · 58&rsquor; Marie-Charlotte Léger · 88&rsquor;,0,0,Le Havre,3-4-3,4,3.9,Chancelle Effa Effa · 32&rsquor; Inès Benyahia · 56&rsquor; Inès Benyahia · 60&rsquor; Chancelle Effa Effa · 67&rsquor;,1,0,Guingamp,Home,NA,990,3,3,0,1,8,6,0,0,498,22,14,7,2.1,1.3,1.1,17,6,266,392,67.9,23,198,7,20,5
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,3,2,Laurie Teinturier · 2&rsquor; Alison Peniguel · 58&rsquor; Marie-Charlotte Léger · 88&rsquor;,0,0,Le Havre,3-4-3,4,3.9,Chancelle Effa Effa · 32&rsquor; Inès Benyahia · 56&rsquor; Inès Benyahia · 60&rsquor; Chancelle Effa Effa · 67&rsquor;,1,0,Le Havre,Away,NA,990,4,3,0,0,21,12,1,0,629,21,14,7,3.9,3.9,3.2,38,7,393,496,79.2,59,354,17,26,15
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,3.7,Batcheba Louis · 46&rsquor; Léa Le Garrec · 56&rsquor;,2,0,Montpellier,4-2-3-1,3,2.4,Nérilia Mondésir (P) · 4&rsquor; Maëlle Lakrar · 35&rsquor; Lea Khelifi · 78&rsquor;,3,0,Fleury,Home,NA,990,2,2,0,0,20,8,2,0,556,35,6,10,3.8,3.8,2.3,35,3,300,430,69.8,40,243,22,20,11
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,3.7,Batcheba Louis · 46&rsquor; Léa Le Garrec · 56&rsquor;,2,0,Montpellier,4-2-3-1,3,2.4,Nérilia Mondésir (P) · 4&rsquor; Maëlle Lakrar · 35&rsquor; Lea Khelifi · 78&rsquor;,3,0,Montpellier,Away,NA,990,3,2,1,2,13,5,3,0,471,22,17,9,2.5,0.8,0.7,23,4,234,349,67,31,197,15,24,12
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-3-3,2,1.2,Rofiat Imuran · 15&rsquor; Anaele Le Moguedec · 27&rsquor;,0,0,Paris Saint-Germain,3-5-2,1,0.5,Fanny Rossi · 28&rsquor;,2,0,Stade de Reims,Home,NA,990,2,1,0,0,21,8,0,0,492,40,12,16,1.2,1.2,0.9,39,3,252,353,71.4,48,232,19,14,8
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-3-3,2,1.2,Rofiat Imuran · 15&rsquor; Anaele Le Moguedec · 27&rsquor;,0,0,Paris Saint-Germain,3-5-2,1,0.5,Fanny Rossi · 28&rsquor;,2,0,Paris Saint-Germain,Away,NA,990,1,1,0,0,6,5,2,0,594,24,11,13,0.5,0.5,0.3,11,2,368,475,77.5,25,330,15,18,9
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Bordeaux,4-1-4-1,2,3,Laura Bourgouin · 45+5&rsquor; Laura Bourgouin (P) · 85&rsquor;,1,0,Lyon,3-5-2,1,0.6,Alice Marques · 33&rsquor;,0,0,Bordeaux,Home,NA,990,2,0,1,2,15,7,1,0,367,15,14,14,3.6,1.4,1,28,2,167,265,63,19,145,8,8,3
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Bordeaux,4-1-4-1,2,3,Laura Bourgouin · 45+5&rsquor; Laura Bourgouin (P) · 85&rsquor;,1,0,Lyon,3-5-2,1,0.6,Alice Marques · 33&rsquor;,0,0,Lyon,Away,NA,990,1,1,0,0,11,2,0,0,504,10,9,19,0.6,0.6,0.4,17,2,314,406,77.3,32,275,7,18,10
Championnat de France de Football Féminin,2024-05-11,Championnat de France de Football Féminin (Semi-finals),Paris Saint-Germain,3-5-2,2,3.5,Grace Geyoro (P) · 52&rsquor; Marie-Antoinette Katoto · 72&rsquor;,1,0,Paris FC,4-2-3-1,2,1.2,Clara Matéo · 36&rsquor; Daphne Corboz · 56&rsquor;,1,0,Paris Saint-Germain,Home,NA,990,2,1,1,1,19,8,1,0,764,17,10,12,3.8,3.1,2.7,38,4,583,668,87.3,61,403,19,17,11
Championnat de France de Football Féminin,2024-05-11,Championnat de France de Football Féminin (Semi-finals),Paris Saint-Germain,3-5-2,2,3.5,Grace Geyoro (P) · 52&rsquor; Marie-Antoinette Katoto · 72&rsquor;,1,0,Paris FC,4-2-3-1,2,1.2,Clara Matéo · 36&rsquor; Daphne Corboz · 56&rsquor;,1,0,Paris FC,Away,NA,990,2,1,0,0,13,7,1,0,404,19,10,12,1.2,1.2,0.7,21,2,206,289,71.3,21,167,10,11,4
Championnat de France de Football Féminin,2024-05-12,Championnat de France de Football Féminin (Semi-finals),Lyon,4-3-3,6,4.4,Wendie Renard · 12&rsquor; Daniëlle van de Donk · 36&rsquor; Amel Majri · 43&rsquor; Kadidiatou Diani · 57&rsquor; Melchie Dumornay · 58&rsquor; Kadidiatou Diani · 66&rsquor;,1,0,Stade de Reims,5-3-2,0,0.2,NA,0,0,Lyon,Home,NA,990,6,3,0,0,31,13,1,0,744,15,10,10,4.6,4.6,3.2,46,8,530,630,84.1,72,380,34,18,13
Championnat de France de Football Féminin,2024-05-12,Championnat de France de Football Féminin (Semi-finals),Lyon,4-3-3,6,4.4,Wendie Renard · 12&rsquor; Daniëlle van de Donk · 36&rsquor; Amel Majri · 43&rsquor; Kadidiatou Diani · 57&rsquor; Melchie Dumornay · 58&rsquor; Kadidiatou Diani · 66&rsquor;,1,0,Stade de Reims,5-3-2,0,0.2,NA,0,0,Stade de Reims,Away,NA,990,0,0,0,0,4,1,0,0,415,19,16,11,0.2,0.2,0,6,0,193,287,67.2,9,146,5,17,12
Championnat de France de Football Féminin,2024-05-17,Championnat de France de Football Féminin (Third-place match),Paris FC,4-2-3-1,1,1,Clara Matéo · 83&rsquor;,1,0,Stade de Reims,4-2-3-1,1,1.1,Rachel Corboz (P) · 87&rsquor;,2,0,Paris FC,Home,NA,1320,1,0,0,0,19,5,1,0,568,24,16,17,1,1,0.8,34,1,337,443,76.1,48,313,12,19,6
Championnat de France de Football Féminin,2024-05-17,Championnat de France de Football Féminin (Third-place match),Paris FC,4-2-3-1,1,1,Clara Matéo · 83&rsquor;,1,0,Stade de Reims,4-2-3-1,1,1.1,Rachel Corboz (P) · 87&rsquor;,2,0,Stade de Reims,Away,NA,1320,1,0,1,1,8,2,2,0,469,22,16,12,1.1,0.3,0.1,12,2,228,346,65.9,24,204,13,19,5
Championnat de France de Football Féminin,2024-05-17,Championnat de France de Football Féminin (Final),Lyon,4-3-3,2,0.5,Delphine Cascarino · 18&rsquor; Kadidiatou Diani · 22&rsquor;,2,0,Paris Saint-Germain,4-1-2-1-2,1,1.1,Tabitha Chawinga · 73&rsquor;,1,0,Lyon,Home,NA,990,2,2,0,0,10,2,2,0,511,36,23,12,0.5,0.5,0.5,15,4,287,381,75.3,30,221,13,13,5
Championnat de France de Football Féminin,2024-05-17,Championnat de France de Football Féminin (Final),Lyon,4-3-3,2,0.5,Delphine Cascarino · 18&rsquor; Kadidiatou Diani · 22&rsquor;,2,0,Paris Saint-Germain,4-1-2-1-2,1,1.1,Tabitha Chawinga · 73&rsquor;,1,0,Paris Saint-Germain,Away,NA,990,1,0,0,0,11,5,1,0,710,32,16,14,1.1,1.1,0.9,21,1,487,579,84.1,44,293,15,27,10
Première Ligue,2024-09-20,Première Ligue (Regular season),Fleury,4-4-2,2,0.9,Ewelina Kamczyk · 1&rsquor; Ewelina Kamczyk · 46&rsquor;,0,0,Lyon,3-3-3-1,6,3.3,Melchie Dumornay · 22&rsquor; Lindsey Heaps (P) · 32&rsquor; Melchie Dumornay · 43&rsquor; Lindsey Heaps · 57&rsquor; Vanessa Gilles · 75&rsquor; Kadidiatou Diani · 80&rsquor;,2,0,Fleury,Home,NA,990,2,2,0,0,8,6,0,0,376,19,10,13,0.9,0.9,0.8,16,4,180,272,66.2,17,137,7,8,4
Première Ligue,2024-09-20,Première Ligue (Regular season),Fleury,4-4-2,2,0.9,Ewelina Kamczyk · 1&rsquor; Ewelina Kamczyk · 46&rsquor;,0,0,Lyon,3-3-3-1,6,3.3,Melchie Dumornay · 22&rsquor; Lindsey Heaps (P) · 32&rsquor; Melchie Dumornay · 43&rsquor; Lindsey Heaps · 57&rsquor; Vanessa Gilles · 75&rsquor; Kadidiatou Diani · 80&rsquor;,2,0,Lyon,Away,NA,990,6,4,1,1,27,10,2,0,766,13,5,3,3.3,2.6,1.9,51,10,600,686,87.5,100,254,14,11,1
Première Ligue,2024-09-21,Première Ligue (Regular season),Strasbourg,5-3-2,1,0.9,Laurine Hannequin · 12&rsquor;,3,0,Dijon,4-3-3,1,0.9,Wu Chengshu · 59&rsquor;,2,0,Strasbourg,Home,NA,990,1,1,0,0,8,3,3,0,527,14,11,7,0.9,0.9,0.9,14,2,304,432,70.4,21,249,6,16,6
Première Ligue,2024-09-21,Première Ligue (Regular season),Strasbourg,5-3-2,1,0.9,Laurine Hannequin · 12&rsquor;,3,0,Dijon,4-3-3,1,0.9,Wu Chengshu · 59&rsquor;,2,0,Dijon,Away,NA,990,1,0,0,0,15,3,2,0,604,15,10,12,0.9,0.9,0.3,26,2,385,515,74.8,34,261,10,6,2
Première Ligue,2024-09-21,Première Ligue (Regular season),Le Havre,4-4-2,0,0.7,NA,1,0,Nantes,3-4-3,1,0.8,Manon Uffren · 8&rsquor;,3,0,Le Havre,Home,NA,990,0,0,0,0,14,2,1,0,589,14,11,16,0.7,0.7,0.5,22,0,298,496,60.1,40,173,8,12,9
Première Ligue,2024-09-21,Première Ligue (Regular season),Le Havre,4-4-2,0,0.7,NA,1,0,Nantes,3-4-3,1,0.8,Manon Uffren · 8&rsquor;,3,0,Nantes,Away,NA,990,1,0,0,0,9,4,3,0,637,7,13,29,0.8,0.8,0.8,15,0,342,502,68.1,22,327,16,12,7
Première Ligue,2024-09-21,Première Ligue (Regular season),Stade de Reims,4-4-2,1,0.9,Jade Nassi · 45&rsquor;,3,0,Saint-Étienne,3-4-3,2,0.6,Amandine Pierre-Louis · 20&rsquor; Lisa Martinez · 22&rsquor;,1,0,Stade de Reims,Home,NA,990,1,1,0,0,8,6,3,0,542,20,2,1,0.9,0.9,0.9,10,2,346,466,74.2,40,232,10,9,7
Première Ligue,2024-09-21,Première Ligue (Regular season),Stade de Reims,4-4-2,1,0.9,Jade Nassi · 45&rsquor;,3,0,Saint-Étienne,3-4-3,2,0.6,Amandine Pierre-Louis · 20&rsquor; Lisa Martinez · 22&rsquor;,1,0,Saint-Étienne,Away,NA,990,2,2,0,0,7,3,1,0,394,14,10,3,0.6,0.6,0.4,13,4,206,314,65.6,17,131,9,19,7
Première Ligue,2024-09-21,Première Ligue (Regular season),Montpellier,4-2-3-1,1,0.4,Ella Palis · 90+3&rsquor;,2,0,Paris Saint-Germain,4-3-3,3,1.9,Marie-Antoinette Katoto · 20&rsquor; Grace Geyoro · 43&rsquor; Korbin Albert · 86&rsquor;,2,0,Montpellier,Home,NA,990,1,1,0,0,8,4,2,0,418,19,10,7,0.4,0.4,0.4,15,2,233,330,70.6,16,174,5,9,2
Première Ligue,2024-09-21,Première Ligue (Regular season),Montpellier,4-2-3-1,1,0.4,Ella Palis · 90+3&rsquor;,2,0,Paris Saint-Germain,4-3-3,3,1.9,Marie-Antoinette Katoto · 20&rsquor; Grace Geyoro · 43&rsquor; Korbin Albert · 86&rsquor;,2,0,Paris Saint-Germain,Away,NA,990,3,3,0,0,14,8,2,0,630,15,10,5,1.9,1.9,1.8,27,6,433,537,80.6,62,325,17,18,8
Première Ligue,2024-09-22,Première Ligue (Regular season),Guingamp,4-2-3-1,0,0.5,NA,2,0,Paris FC,4-2-3-1,6,2.9,Clara Matéo · 7&rsquor; Clara Matéo · 11&rsquor; Kessya Bussy · 16&rsquor; Maëlle Garbino · 20&rsquor; Gaëtane Thiney · 43&rsquor; Maëlle Garbino · 71&rsquor;,1,0,Guingamp,Home,NA,990,0,0,0,0,3,2,2,0,475,14,8,14,0.5,0.5,0.5,6,0,274,386,71,14,226,7,10,5
Première Ligue,2024-09-22,Première Ligue (Regular season),Guingamp,4-2-3-1,0,0.5,NA,2,0,Paris FC,4-2-3-1,6,2.9,Clara Matéo · 7&rsquor; Clara Matéo · 11&rsquor; Kessya Bussy · 16&rsquor; Maëlle Garbino · 20&rsquor; Gaëtane Thiney · 43&rsquor; Maëlle Garbino · 71&rsquor;,1,0,Paris FC,Away,NA,990,6,6,0,0,19,9,1,0,700,12,10,12,2.9,2.9,2.6,34,12,508,610,83.3,65,416,21,11,4
Première Ligue,2024-09-27,Première Ligue (Regular season),Lyon,3-3-3-1,6,2.2,Daniëlle van de Donk · 17&rsquor; Lindsey Heaps · 38&rsquor; Kadidiatou Diani · 45&rsquor; Tabitha Chawinga · 52&rsquor; Melchie Dumornay · 58&rsquor; Lindsey Heaps · 90+3&rsquor;,0,0,Strasbourg,5-4-1,0,0.1,NA,1,0,Lyon,Home,NA,990,6,4,0,0,24,14,0,0,813,14,7,7,2.3,2.3,1.8,40,9,620,722,85.9,91,408,24,26,11
Première Ligue,2024-09-27,Première Ligue (Regular season),Lyon,3-3-3-1,6,2.2,Daniëlle van de Donk · 17&rsquor; Lindsey Heaps · 38&rsquor; Kadidiatou Diani · 45&rsquor; Tabitha Chawinga · 52&rsquor; Melchie Dumornay · 58&rsquor; Lindsey Heaps · 90+3&rsquor;,0,0,Strasbourg,5-4-1,0,0.1,NA,1,0,Strasbourg,Away,NA,990,0,0,0,0,4,1,1,0,445,24,9,9,0.1,0.1,0.1,8,0,243,349,69.6,17,178,8,9,3
Première Ligue,2024-09-28,Première Ligue (Regular season),Nantes,3-4-3,0,0.7,NA,3,0,Saint-Étienne,4-2-3-1,1,0.5,Cindy Caputo · 2&rsquor;,5,0,Nantes,Home,NA,990,0,0,0,0,16,2,3,0,523,16,11,4,0.7,0.7,0.4,25,0,307,433,70.9,33,206,14,18,9
Première Ligue,2024-09-28,Première Ligue (Regular season),Nantes,3-4-3,0,0.7,NA,3,0,Saint-Étienne,4-2-3-1,1,0.5,Cindy Caputo · 2&rsquor;,5,0,Saint-Étienne,Away,NA,990,1,0,0,0,8,2,5,0,400,15,8,4,0.5,0.5,0.4,10,0,187,318,58.8,16,116,6,13,2
Première Ligue,2024-09-28,Première Ligue (Regular season),Dijon,4-1-4-1,2,2.5,Viktoria Pinther · 76&rsquor; Viktoria Pinther · 88&rsquor;,3,0,Fleury,4-4-2,2,0.5,Claudine Meffometou · 4&rsquor; Sarah Kassi · 58&rsquor;,2,0,Dijon,Home,NA,990,2,0,0,0,29,12,3,0,565,17,5,12,2.6,2.6,1.1,47,2,350,471,74.3,43,312,24,11,8
Première Ligue,2024-09-28,Première Ligue (Regular season),Dijon,4-1-4-1,2,2.5,Viktoria Pinther · 76&rsquor; Viktoria Pinther · 88&rsquor;,3,0,Fleury,4-4-2,2,0.5,Claudine Meffometou · 4&rsquor; Sarah Kassi · 58&rsquor;,2,0,Fleury,Away,NA,990,2,1,0,0,9,5,2,0,603,22,10,14,0.6,0.6,0.4,14,4,360,480,75,18,220,10,19,11
Première Ligue,2024-09-28,Première Ligue (Regular season),Montpellier,4-2-3-1,1,0.8,Judith Coquet · 3&rsquor;,2,0,Stade de Reims,4-4-2,0,0.3,NA,0,0,Montpellier,Home,NA,990,1,1,0,0,10,4,2,0,633,17,11,9,0.8,0.8,0.8,20,2,394,511,77.1,27,296,10,13,5
Première Ligue,2024-09-28,Première Ligue (Regular season),Montpellier,4-2-3-1,1,0.8,Judith Coquet · 3&rsquor;,2,0,Stade de Reims,4-4-2,0,0.3,NA,0,0,Stade de Reims,Away,NA,990,0,0,0,0,12,3,0,0,644,16,9,13,0.3,0.3,0.3,20,0,411,528,77.8,40,330,15,16,5
Première Ligue,2024-09-29,Première Ligue (Regular season),Paris FC,4-2-3-1,8,3.2,Julie Dufour · 18&rsquor; Clara Matéo · 26&rsquor; Maëlle Garbino · 32&rsquor; Clara Matéo · 45&rsquor; Clara Matéo · 45+2&rsquor; Maëlle Garbino · 45+4&rsquor; Clara Matéo · 62&rsquor; Julie Dufour · 67&rsquor;,1,0,Le Havre,4-4-2,0,0.9,NA,1,0,Paris FC,Home,NA,990,8,7,0,0,22,14,1,0,758,14,17,8,3.2,3.2,2.8,42,14,514,657,78.2,50,346,18,10,5
Première Ligue,2024-09-29,Première Ligue (Regular season),Paris FC,4-2-3-1,8,3.2,Julie Dufour · 18&rsquor; Clara Matéo · 26&rsquor; Maëlle Garbino · 32&rsquor; Clara Matéo · 45&rsquor; Clara Matéo · 45+2&rsquor; Maëlle Garbino · 45+4&rsquor; Clara Matéo · 62&rsquor; Julie Dufour · 67&rsquor;,1,0,Le Havre,4-4-2,0,0.9,NA,1,0,Le Havre,Away,NA,990,0,0,0,0,13,7,1,0,442,12,14,11,0.9,0.9,0.9,20,0,203,343,59.2,23,160,12,13,8
Première Ligue,2024-09-29,Première Ligue (Regular season),Paris Saint-Germain,4-1-4-1,4,2.7,Romée Leuchter · 51&rsquor; Romée Leuchter · 61&rsquor; Sakina Karchaoui · 64&rsquor; Agueissa Diarra · 87&rsquor;,2,0,Guingamp,4-4-1-1,0,0,NA,6,0,Paris Saint-Germain,Home,NA,990,4,1,0,0,22,9,2,0,750,21,10,3,2.9,2.9,1.5,38,7,574,661,86.8,78,334,21,29,11
Première Ligue,2024-09-29,Première Ligue (Regular season),Paris Saint-Germain,4-1-4-1,4,2.7,Romée Leuchter · 51&rsquor; Romée Leuchter · 61&rsquor; Sakina Karchaoui · 64&rsquor; Agueissa Diarra · 87&rsquor;,2,0,Guingamp,4-4-1-1,0,0,NA,6,0,Guingamp,Away,NA,990,0,0,0,0,0,0,6,0,418,23,7,4,0,0,0,0,0,230,318,72.3,9,142,3,12,4
Première Ligue,2024-10-04,Première Ligue (Regular season),Paris Saint-Germain,4-1-4-1,3,1,Élisa De Almeida · 37&rsquor; Grace Geyoro · 65&rsquor; Romée Leuchter · 67&rsquor;,1,0,Le Havre,5-4-1,0,0.3,NA,4,0,Paris Saint-Germain,Home,NA,990,3,1,0,0,14,7,1,0,837,12,13,15,1,1,0.6,25,6,599,735,81.5,88,406,15,30,12
Première Ligue,2024-10-04,Première Ligue (Regular season),Paris Saint-Germain,4-1-4-1,3,1,Élisa De Almeida · 37&rsquor; Grace Geyoro · 65&rsquor; Romée Leuchter · 67&rsquor;,1,0,Le Havre,5-4-1,0,0.3,NA,4,0,Le Havre,Away,NA,990,0,0,0,0,4,0,4,0,430,25,5,19,0.3,0.3,0.2,5,0,167,307,54.4,13,107,4,12,1
Première Ligue,2024-10-05,Première Ligue (Regular season),Saint-Étienne,4-2-3-1,1,0.9,Cindy Caputo · 90+2&rsquor;,4,0,Paris FC,4-2-3-1,0,1.3,NA,3,0,Saint-Étienne,Home,NA,990,1,1,0,0,7,1,4,0,392,14,6,14,0.9,0.9,0.8,11,2,177,309,57.3,16,103,6,8,3
Première Ligue,2024-10-05,Première Ligue (Regular season),Saint-Étienne,4-2-3-1,1,0.9,Cindy Caputo · 90+2&rsquor;,4,0,Paris FC,4-2-3-1,0,1.3,NA,3,0,Paris FC,Away,NA,990,0,0,0,0,15,4,3,0,554,14,6,19,1.3,1.3,1.2,28,0,345,470,73.4,54,299,13,12,4
Première Ligue,2024-10-05,Première Ligue (Regular season),Strasbourg,5-3-2,0,0.7,NA,3,0,Fleury,4-4-2,2,1.2,Aissata Traoré · 18&rsquor; Faustine Robert · 27&rsquor;,1,0,Strasbourg,Home,NA,990,0,0,0,0,6,2,3,0,728,19,14,5,0.7,0.7,0.4,10,0,498,635,78.4,47,349,11,12,5
Première Ligue,2024-10-05,Première Ligue (Regular season),Strasbourg,5-3-2,0,0.7,NA,3,0,Fleury,4-4-2,2,1.2,Aissata Traoré · 18&rsquor; Faustine Robert · 27&rsquor;,1,0,Fleury,Away,NA,990,2,1,0,0,12,4,1,0,546,18,22,6,1.2,1.2,0.8,24,4,314,442,71,28,246,12,14,2
Première Ligue,2024-10-05,Première Ligue (Regular season),Guingamp,4-4-1-1,0,0.3,Sofia Guellati · 26&rsquor;,4,1,Nantes,3-4-3,1,1,Kelly Gago · 20&rsquor; Maureen Cosson · 70&rsquor;,4,1,Guingamp,Home,NA,925,0,0,0,0,6,5,4,1,461,11,4,7,0.3,0.3,0.2,11,0,287,391,73.4,8,174,13,8,4
Première Ligue,2024-10-05,Première Ligue (Regular season),Guingamp,4-4-1-1,0,0.3,Sofia Guellati · 26&rsquor;,4,1,Nantes,3-4-3,1,1,Kelly Gago · 20&rsquor; Maureen Cosson · 70&rsquor;,4,1,Nantes,Away,NA,969,1,1,0,0,8,3,3,1,582,8,4,6,1.1,1.1,0.9,13,2,422,527,80.1,47,301,13,8,2
Première Ligue,2024-10-05,Première Ligue (Regular season),Stade de Reims,4-4-2,0,0.3,NA,2,0,Dijon,4-2-3-1,2,0.9,Rose Lavaud · 14&rsquor; Wu Chengshu · 20&rsquor;,4,0,Stade de Reims,Home,NA,990,0,0,0,0,8,3,2,0,637,17,13,9,0.3,0.3,0.2,9,0,391,525,74.5,39,362,15,19,4
Première Ligue,2024-10-05,Première Ligue (Regular season),Stade de Reims,4-4-2,0,0.3,NA,2,0,Dijon,4-2-3-1,2,0.9,Rose Lavaud · 14&rsquor; Wu Chengshu · 20&rsquor;,4,0,Dijon,Away,NA,990,2,2,0,0,15,10,4,0,499,23,14,14,0.9,0.9,0.9,28,4,258,382,67.5,29,212,17,12,5
Première Ligue,2024-10-05,Première Ligue (Regular season),Lyon,4-2-3-1,4,4.5,Wendie Renard · 38&rsquor; Lindsey Heaps · 63&rsquor; Melchie Dumornay · 64&rsquor; Sara Däbritz · 78&rsquor;,1,0,Montpellier,4-2-3-1,0,0,NA,2,0,Lyon,Home,NA,990,4,3,0,1,29,13,1,0,742,13,4,4,4.7,3.9,3.4,54,6,547,659,83,91,405,20,12,1
Première Ligue,2024-10-05,Première Ligue (Regular season),Lyon,4-2-3-1,4,4.5,Wendie Renard · 38&rsquor; Lindsey Heaps · 63&rsquor; Melchie Dumornay · 64&rsquor; Sara Däbritz · 78&rsquor;,1,0,Montpellier,4-2-3-1,0,0,NA,2,0,Montpellier,Away,NA,990,0,0,0,0,2,0,2,0,405,18,5,6,0,0,0,3,0,215,313,68.7,7,109,6,6,2
Première Ligue,2024-10-11,Première Ligue (Regular season),Le Havre,5-4-1,5,3.7,Laurie Cance · 15&rsquor; Madeline Roth · 25&rsquor; Zoé Stiévenart · 33&rsquor; Laurie Cance · 83&rsquor; Silke Demeyere · 88&rsquor;,3,0,Saint-Étienne,4-2-3-1,1,1.6,Fiona Bogi · 22&rsquor;,2,0,Le Havre,Home,NA,990,5,4,0,0,18,9,3,0,564,24,11,11,3.9,3.9,2.7,32,8,327,447,73.2,36,208,20,20,14
Première Ligue,2024-10-11,Première Ligue (Regular season),Le Havre,5-4-1,5,3.7,Laurie Cance · 15&rsquor; Madeline Roth · 25&rsquor; Zoé Stiévenart · 33&rsquor; Laurie Cance · 83&rsquor; Silke Demeyere · 88&rsquor;,3,0,Saint-Étienne,4-2-3-1,1,1.6,Fiona Bogi · 22&rsquor;,2,0,Saint-Étienne,Away,NA,990,1,1,0,0,10,2,2,0,669,10,13,14,1.6,1.6,1.5,16,2,446,562,79.4,70,330,12,36,19
Première Ligue,2024-10-12,Première Ligue (Regular season),Fleury,4-4-2,4,3.5,Batcheba Louis · 55&rsquor; Faustine Robert · 67&rsquor; Aissata Traoré · 84&rsquor; Charlotte Fernandes · 86&rsquor;,1,0,Guingamp,4-4-1-1,1,0.7,Adélie Fourre · 32&rsquor; Maureen Bigot · 38&rsquor;,7,1,Fleury,Home,NA,990,4,3,0,0,24,11,1,0,628,20,8,9,3.6,3.6,2.7,44,7,447,548,81.6,54,382,31,12,6
Première Ligue,2024-10-12,Première Ligue (Regular season),Fleury,4-4-2,4,3.5,Batcheba Louis · 55&rsquor; Faustine Robert · 67&rsquor; Aissata Traoré · 84&rsquor; Charlotte Fernandes · 86&rsquor;,1,0,Guingamp,4-4-1-1,1,0.7,Adélie Fourre · 32&rsquor; Maureen Bigot · 38&rsquor;,7,1,Guingamp,Away,NA,931,1,1,0,0,4,1,6,1,468,14,9,8,0.7,0.7,0.7,7,2,278,363,76.6,10,161,4,14,4
Première Ligue,2024-10-12,Première Ligue (Regular season),Montpellier,4-2-3-1,0,0.6,NA,1,0,Strasbourg,5-3-2,0,0.6,NA,1,0,Montpellier,Home,NA,990,0,0,0,0,13,3,1,0,682,19,9,11,0.6,0.6,0.5,25,0,480,585,82.1,37,264,9,21,11
Première Ligue,2024-10-12,Première Ligue (Regular season),Montpellier,4-2-3-1,0,0.6,NA,1,0,Strasbourg,5-3-2,0,0.6,NA,1,0,Strasbourg,Away,NA,990,0,0,0,0,5,2,1,0,551,25,14,10,0.6,0.6,0.5,9,0,341,434,78.6,23,281,11,23,12
Première Ligue,2024-10-12,Première Ligue (Regular season),Dijon,5-4-1,0,0.4,NA,0,0,Lyon,3-1-4-2,3,1.9,Tegan McGrady (OG) · 14&rsquor; Kadidiatou Diani · 25&rsquor; Eugénie Le Sommer · 73&rsquor;,0,0,Dijon,Home,NA,990,0,0,0,0,7,2,0,0,436,21,16,14,0.5,0.5,0.4,9,0,195,295,66.1,17,145,7,19,7
Première Ligue,2024-10-12,Première Ligue (Regular season),Dijon,5-4-1,0,0.4,NA,0,0,Lyon,3-1-4-2,3,1.9,Tegan McGrady (OG) · 14&rsquor; Kadidiatou Diani · 25&rsquor; Eugénie Le Sommer · 73&rsquor;,0,0,Lyon,Away,NA,990,2,2,0,0,27,8,0,0,801,14,12,10,2,2,1.4,42,3,581,705,82.4,73,390,32,24,12
Première Ligue,2024-10-12,Première Ligue (Regular season),Paris FC,4-2-3-1,3,1.5,Julie Dufour · 24&rsquor; Gaëtane Thiney · 41&rsquor; Kessya Bussy · 89&rsquor;,0,0,Stade de Reims,4-2-3-1,2,0.3,Mélissa Gomes · 67&rsquor; Lucie Calba · 90+1&rsquor;,1,0,Paris FC,Home,NA,990,3,3,0,0,18,11,0,0,713,15,7,6,1.5,1.5,1.3,31,6,485,623,77.8,53,298,21,17,5
Première Ligue,2024-10-12,Première Ligue (Regular season),Paris FC,4-2-3-1,3,1.5,Julie Dufour · 24&rsquor; Gaëtane Thiney · 41&rsquor; Kessya Bussy · 89&rsquor;,0,0,Stade de Reims,4-2-3-1,2,0.3,Mélissa Gomes · 67&rsquor; Lucie Calba · 90+1&rsquor;,1,0,Stade de Reims,Away,NA,990,2,1,0,0,8,4,1,0,477,17,16,6,0.3,0.3,0.3,14,3,240,367,65.4,19,169,5,14,7
