League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,PrgP_Passes,Carries_Carries,PrgC_Carries,Att_Take_Ons,Succ_Take_Ons
Première Ligue,2024-10-12,Première Ligue (Regular season),Nantes,3-4-3,0,0.8,NA,0,0,Paris Saint-Germain,4-1-4-1,1,0.9,Grace Geyoro · 3&rsquor;,3,0,Nantes,Home,NA,990,0,0,0,0,8,2,0,0,582,27,16,12,0.8,0.8,0.5,12,0,341,452,75.4,27,236,4,25,12
Première Ligue,2024-10-12,Première Ligue (Regular season),Nantes,3-4-3,0,0.8,NA,0,0,Paris Saint-Germain,4-1-4-1,1,0.9,Grace Geyoro · 3&rsquor;,3,0,Paris Saint-Germain,Away,NA,990,1,1,0,0,11,5,3,0,706,22,13,10,0.9,0.9,0.5,16,2,481,593,81.1,41,433,14,28,9
Première Ligue,2024-10-18,Première Ligue (Regular season),Le Havre,5-4-1,0,0.7,NA,2,0,Montpellier,4-2-3-1,1,0.9,Soufiya Ngueleu · 66&rsquor;,5,0,Le Havre,Home,NA,990,0,0,0,0,9,2,2,0,509,17,4,9,0.7,0.7,0.6,12,0,261,414,63,33,213,11,17,7
Première Ligue,2024-10-18,Première Ligue (Regular season),Le Havre,5-4-1,0,0.7,NA,2,0,Montpellier,4-2-3-1,1,0.9,Soufiya Ngueleu · 66&rsquor;,5,0,Montpellier,Away,NA,990,1,0,0,0,14,5,5,0,631,20,8,8,0.9,0.9,0.6,24,1,377,509,74.1,21,387,40,14,7
Première Ligue,2024-10-18,Première Ligue (Regular season),Paris Saint-Germain,4-1-4-1,2,1.3,Korbin Albert · 37&rsquor; Sakina Karchaoui · 80&rsquor;,2,0,Fleury,4-4-2,1,0.5,Aissata Traoré · 66&rsquor;,1,0,Paris Saint-Germain,Home,NA,990,2,2,0,0,17,4,2,0,711,24,5,9,1.3,1.3,1.2,28,3,497,608,81.7,51,406,12,8,3
Première Ligue,2024-10-18,Première Ligue (Regular season),Paris Saint-Germain,4-1-4-1,2,1.3,Korbin Albert · 37&rsquor; Sakina Karchaoui · 80&rsquor;,2,0,Fleury,4-4-2,1,0.5,Aissata Traoré · 66&rsquor;,1,0,Fleury,Away,NA,990,1,0,0,0,11,5,1,0,441,17,8,13,0.5,0.5,0.3,16,1,212,319,66.5,19,162,5,21,8
Première Ligue,2024-10-19,Première Ligue (Regular season),Saint-Étienne,4-2-3-1,0,0.6,NA,3,0,Dijon,5-4-1,2,1.3,Nadia Krezyman · 33&rsquor; Viktoria Pinther · 79&rsquor;,3,0,Saint-Étienne,Home,NA,990,0,0,0,0,8,2,3,0,504,26,12,6,0.6,0.6,0.5,15,0,285,421,67.7,31,126,5,20,7
Première Ligue,2024-10-19,Première Ligue (Regular season),Saint-Étienne,4-2-3-1,0,0.6,NA,3,0,Dijon,5-4-1,2,1.3,Nadia Krezyman · 33&rsquor; Viktoria Pinther · 79&rsquor;,3,0,Dijon,Away,NA,990,2,1,0,0,13,7,3,0,498,21,22,11,1.3,1.3,1.1,17,2,290,402,72.1,30,255,16,18,7
Première Ligue,2024-10-19,Première Ligue (Regular season),Guingamp,4-1-4-1,3,2.3,Sabitra Bhandari · 58&rsquor; Agathe Ollivier · 66&rsquor; Leila Peneau (P) · 90+6&rsquor;,2,0,Strasbourg,4-4-2,2,1.8,Lorena Azzaro (P) · 63&rsquor; Kenza Chapelle · 65&rsquor;,1,0,Guingamp,Home,NA,990,3,1,1,1,7,5,2,0,423,11,5,8,2.3,1.6,0.9,15,6,227,349,65,16,158,8,11,5
Première Ligue,2024-10-19,Première Ligue (Regular season),Guingamp,4-1-4-1,3,2.3,Sabitra Bhandari · 58&rsquor; Agathe Ollivier · 66&rsquor; Leila Peneau (P) · 90+6&rsquor;,2,0,Strasbourg,4-4-2,2,1.8,Lorena Azzaro (P) · 63&rsquor; Kenza Chapelle · 65&rsquor;,1,0,Strasbourg,Away,NA,990,2,1,1,1,13,5,1,0,575,11,9,4,1.8,1.1,0.9,27,3,376,491,76.6,28,351,18,14,8
Première Ligue,2024-10-19,Première Ligue (Regular season),Stade de Reims,4-4-2,1,2.3,Rachel Corboz (P) · 76&rsquor;,0,0,Nantes,3-4-3,3,0.8,Julie Machart · 52&rsquor; Kelly Gago · 54&rsquor; Juliette Mossard · 65&rsquor;,1,0,Stade de Reims,Home,NA,990,1,0,1,1,16,5,0,0,597,25,12,15,2.3,1.6,1.3,27,1,337,473,71.2,44,248,14,23,12
Première Ligue,2024-10-19,Première Ligue (Regular season),Stade de Reims,4-4-2,1,2.3,Rachel Corboz (P) · 76&rsquor;,0,0,Nantes,3-4-3,3,0.8,Julie Machart · 52&rsquor; Kelly Gago · 54&rsquor; Juliette Mossard · 65&rsquor;,1,0,Nantes,Away,NA,990,3,3,0,0,13,6,1,0,470,27,2,11,0.8,0.8,0.7,22,6,233,380,61.3,13,204,9,14,7
Première Ligue,2024-10-20,Première Ligue (Regular season),Paris FC,4-2-3-1,0,0.3,NA,1,0,Lyon,4-2-3-1,0,2,NA,0,0,Paris FC,Home,NA,990,0,0,0,0,6,2,1,0,459,15,7,9,0.3,0.3,0.2,11,0,256,370,69.2,36,175,7,16,3
Première Ligue,2024-10-20,Première Ligue (Regular season),Paris FC,4-2-3-1,0,0.3,NA,1,0,Lyon,4-2-3-1,0,2,NA,0,0,Lyon,Away,NA,990,0,0,0,0,15,7,0,0,598,21,6,10,2,2,1.5,25,0,402,513,78.4,57,209,13,10,6
Première Ligue,2024-11-02,Première Ligue (Regular season),Dijon,4-2-3-1,4,2.7,Viktoria Pinther · 36&rsquor; Klaudia Jedlińska · 52&rsquor; Viktoria Pinther · 58&rsquor; Klaudia Jedlińska · 61&rsquor;,1,0,Le Havre,4-3-3,2,1.2,Héloïse Mansuy · 87&rsquor; Mickaélla Cardia · 90+2&rsquor; Romane Enguehard · 90+4&rsquor;,3,1,Dijon,Home,NA,990,4,3,0,0,18,10,1,0,630,17,8,11,2.7,2.7,2.1,32,6,389,515,75.5,46,315,21,22,12
Première Ligue,2024-11-02,Première Ligue (Regular season),Dijon,4-2-3-1,4,2.7,Viktoria Pinther · 36&rsquor; Klaudia Jedlińska · 52&rsquor; Viktoria Pinther · 58&rsquor; Klaudia Jedlińska · 61&rsquor;,1,0,Le Havre,4-3-3,2,1.2,Héloïse Mansuy · 87&rsquor; Mickaélla Cardia · 90+2&rsquor; Romane Enguehard · 90+4&rsquor;,3,1,Le Havre,Away,NA,989,2,1,0,0,15,7,2,1,553,16,8,6,1.2,1.2,0.6,25,3,318,464,68.5,48,251,13,21,9
Première Ligue,2024-11-02,Première Ligue (Regular season),Fleury,5-4-1,4,2.5,Aissata Traoré · 33&rsquor; Aissata Traoré · 45&rsquor; Batcheba Louis · 68&rsquor; Batcheba Louis · 76&rsquor;,3,0,Stade de Reims,4-4-2,1,0.7,Mana Lamine · 22&rsquor; Léa Bourgain · 89&rsquor;,3,1,Fleury,Home,NA,990,4,2,0,0,13,6,3,0,679,26,13,15,2.5,2.5,1.4,20,4,421,553,76.1,30,281,9,20,8
Première Ligue,2024-11-02,Première Ligue (Regular season),Fleury,5-4-1,4,2.5,Aissata Traoré · 33&rsquor; Aissata Traoré · 45&rsquor; Batcheba Louis · 68&rsquor; Batcheba Louis · 76&rsquor;,3,0,Stade de Reims,4-4-2,1,0.7,Mana Lamine · 22&rsquor; Léa Bourgain · 89&rsquor;,3,1,Stade de Reims,Away,NA,921,1,0,0,0,6,1,3,1,496,22,14,15,0.8,0.8,0.7,9,2,238,375,63.5,26,198,11,21,11
Première Ligue,2024-11-02,Première Ligue (Regular season),Nantes,5-3-2,0,0.6,NA,1,0,Paris FC,4-2-3-1,0,1.1,NA,1,0,Nantes,Home,NA,990,0,0,0,0,7,2,1,0,456,9,9,17,0.6,0.6,0.6,11,0,194,334,58.1,6,172,5,12,3
Première Ligue,2024-11-02,Première Ligue (Regular season),Nantes,5-3-2,0,0.6,NA,1,0,Paris FC,4-2-3-1,0,1.1,NA,1,0,Paris FC,Away,NA,990,0,0,0,0,18,5,1,0,785,17,6,8,1.1,1.1,0.9,31,0,529,701,75.5,75,292,13,12,6
Première Ligue,2024-11-02,Première Ligue (Regular season),Montpellier,4-4-2,7,2.9,Ifeoma Onumonu · 9&rsquor; Soufiya Ngueleu · 30&rsquor; Lea Khelifi · 38&rsquor; Lea Khelifi · 41&rsquor; Soufiya Ngueleu · 63&rsquor; Kethna Louis · 75&rsquor; Rose Kadzere · 81&rsquor;,0,0,Guingamp,4-1-4-1,0,0.3,NA,0,0,Montpellier,Home,NA,990,7,6,0,0,26,10,0,0,686,14,9,5,3,3,2.2,43,13,505,596,84.7,51,333,22,13,6
Première Ligue,2024-11-02,Première Ligue (Regular season),Montpellier,4-4-2,7,2.9,Ifeoma Onumonu · 9&rsquor; Soufiya Ngueleu · 30&rsquor; Lea Khelifi · 38&rsquor; Lea Khelifi · 41&rsquor; Soufiya Ngueleu · 63&rsquor; Kethna Louis · 75&rsquor; Rose Kadzere · 81&rsquor;,0,0,Guingamp,4-1-4-1,0,0.3,NA,0,0,Guingamp,Away,NA,990,0,0,0,0,6,4,0,0,513,9,13,9,0.3,0.3,0.2,7,0,328,416,78.8,23,301,13,13,7
Première Ligue,2024-11-02,Première Ligue (Regular season),Strasbourg,3-4-3,2,1.6,Kenza Chapelle · 40&rsquor; Laurine Hannequin · 60&rsquor;,0,0,Saint-Étienne,4-1-4-1,0,0.5,NA,2,0,Strasbourg,Home,NA,990,2,1,0,0,11,4,0,0,631,12,12,15,1.6,1.6,0.6,21,3,397,519,76.5,28,299,9,13,2
Première Ligue,2024-11-02,Première Ligue (Regular season),Strasbourg,3-4-3,2,1.6,Kenza Chapelle · 40&rsquor; Laurine Hannequin · 60&rsquor;,0,0,Saint-Étienne,4-1-4-1,0,0.5,NA,2,0,Saint-Étienne,Away,NA,990,0,0,0,0,12,4,2,0,508,21,11,14,0.5,0.5,0.2,20,0,293,429,68.3,42,240,21,11,5
Première Ligue,2024-11-03,Première Ligue (Regular season),Lyon,4-2-3-1,1,2.9,Tabitha Chawinga · 27&rsquor;,0,0,Paris Saint-Germain,4-4-2,0,0.1,NA,3,0,Lyon,Home,NA,990,1,1,0,0,29,8,0,0,734,14,6,5,3,3,1.8,47,2,542,651,83.3,77,351,11,7,0
Première Ligue,2024-11-03,Première Ligue (Regular season),Lyon,4-2-3-1,1,2.9,Tabitha Chawinga · 27&rsquor;,0,0,Paris Saint-Germain,4-4-2,0,0.1,NA,3,0,Paris Saint-Germain,Away,NA,990,0,0,0,0,2,1,3,0,415,18,10,15,0.1,0.1,0.1,4,0,220,311,70.7,15,165,5,8,1
Première Ligue,2024-11-08,Première Ligue (Regular season),Le Havre,5-4-1,0,0.7,Mickaélla Cardia · 85&rsquor;,5,1,Stade de Reims,3-5-2,3,0.9,Lucie Calba · 9&rsquor; Maïté Boucly · 42&rsquor; Léa Notel · 90+3&rsquor;,2,0,Le Havre,Home,NA,984,0,0,0,0,7,3,4,1,533,16,7,16,0.7,0.7,0.6,10,0,268,426,62.9,41,160,15,14,6
Première Ligue,2024-11-08,Première Ligue (Regular season),Le Havre,5-4-1,0,0.7,Mickaélla Cardia · 85&rsquor;,5,1,Stade de Reims,3-5-2,3,0.9,Lucie Calba · 9&rsquor; Maïté Boucly · 42&rsquor; Léa Notel · 90+3&rsquor;,2,0,Stade de Reims,Away,NA,990,3,2,0,0,11,6,2,0,521,13,13,9,0.9,0.9,0.5,15,5,253,414,61.1,15,241,10,13,4
Première Ligue,2024-11-08,Première Ligue (Regular season),Guingamp,4-1-4-1,0,0.2,NA,1,0,Lyon,4-2-3-1,8,4.4,Daniëlle van de Donk · 5&rsquor; Melchie Dumornay · 7&rsquor; Vanessa Gilles · 43&rsquor; Tabitha Chawinga · 48&rsquor; Tabitha Chawinga · 50&rsquor; Tabitha Chawinga · 65&rsquor; Maeline Mendy · 66&rsquor; Amel Majri · 73&rsquor;,1,0,Guingamp,Home,NA,990,0,0,0,0,4,1,1,0,489,20,5,6,0.2,0.2,0.2,7,0,312,410,76.1,16,180,10,6,5
Première Ligue,2024-11-08,Première Ligue (Regular season),Guingamp,4-1-4-1,0,0.2,NA,1,0,Lyon,4-2-3-1,8,4.4,Daniëlle van de Donk · 5&rsquor; Melchie Dumornay · 7&rsquor; Vanessa Gilles · 43&rsquor; Tabitha Chawinga · 48&rsquor; Tabitha Chawinga · 50&rsquor; Tabitha Chawinga · 65&rsquor; Maeline Mendy · 66&rsquor; Amel Majri · 73&rsquor;,1,0,Lyon,Away,NA,990,8,7,0,0,25,12,1,0,601,5,11,7,4.4,4.4,3.5,42,15,441,517,85.3,58,220,12,17,8
Première Ligue,2024-11-09,Première Ligue (Regular season),Paris Saint-Germain,4-4-2,4,1.6,Marie-Antoinette Katoto · 8&rsquor; Marie-Antoinette Katoto · 38&rsquor; Marie-Antoinette Katoto · 48&rsquor; Frøya Brennskag-Dorsin · 60&rsquor;,0,0,Strasbourg,5-3-2,0,0,NA,0,0,Paris Saint-Germain,Home,NA,990,4,4,0,0,19,7,0,0,763,19,20,8,1.6,1.6,1,33,8,560,660,84.8,40,472,19,14,9
Première Ligue,2024-11-09,Première Ligue (Regular season),Paris Saint-Germain,4-4-2,4,1.6,Marie-Antoinette Katoto · 8&rsquor; Marie-Antoinette Katoto · 38&rsquor; Marie-Antoinette Katoto · 48&rsquor; Frøya Brennskag-Dorsin · 60&rsquor;,0,0,Strasbourg,5-3-2,0,0,NA,0,0,Strasbourg,Away,NA,990,0,0,0,0,2,0,0,0,561,10,16,11,0,0,0,4,0,364,453,80.4,18,254,5,23,14
Première Ligue,2024-11-09,Première Ligue (Regular season),Nantes,5-3-2,0,0.4,NA,2,0,Dijon,4-1-4-1,2,1.6,Wu Chengshu · 4&rsquor; Klaudia Jedlińska · 68&rsquor;,0,0,Nantes,Home,NA,990,0,0,0,0,9,3,2,0,678,11,8,8,0.4,0.4,0.4,16,0,454,583,77.9,40,285,11,16,5
Première Ligue,2024-11-09,Première Ligue (Regular season),Nantes,5-3-2,0,0.4,NA,2,0,Dijon,4-1-4-1,2,1.6,Wu Chengshu · 4&rsquor; Klaudia Jedlińska · 68&rsquor;,0,0,Dijon,Away,NA,990,2,2,0,0,18,8,0,0,585,14,11,12,1.7,1.7,1.6,35,4,358,474,75.5,50,311,22,13,5
Première Ligue,2024-11-09,Première Ligue (Regular season),Saint-Étienne,4-3-3,3,1.5,Cindy Caputo · 25&rsquor; Fiona Bogi · 39&rsquor; Sarah Stratigakis · 64&rsquor;,3,0,Fleury,5-4-1,2,1.3,Ewelina Kamczyk · 66&rsquor; Dominika Kopińska · 87&rsquor;,4,0,Saint-Étienne,Home,NA,990,3,3,0,0,12,6,3,0,395,11,8,6,1.5,1.5,1.2,22,6,194,313,62,32,134,9,7,1
Première Ligue,2024-11-09,Première Ligue (Regular season),Saint-Étienne,4-3-3,3,1.5,Cindy Caputo · 25&rsquor; Fiona Bogi · 39&rsquor; Sarah Stratigakis · 64&rsquor;,3,0,Fleury,5-4-1,2,1.3,Ewelina Kamczyk · 66&rsquor; Dominika Kopińska · 87&rsquor;,4,0,Fleury,Away,NA,990,2,1,0,0,18,7,4,0,532,12,12,7,1.3,1.3,0.9,31,3,323,440,73.4,39,215,7,6,0
Première Ligue,2024-11-09,Première Ligue (Regular season),Paris FC,4-2-3-1,4,2.1,Maëlle Garbino · 11&rsquor; Kessya Bussy · 32&rsquor; Julie Dufour · 88&rsquor; Julie Dufour · 90+5&rsquor;,1,0,Montpellier,4-4-2,2,1,Ifeoma Onumonu · 26&rsquor; Ifeoma Onumonu · 80&rsquor;,2,0,Paris FC,Home,NA,990,4,3,0,0,20,9,1,0,648,18,5,24,2.2,2.2,1.5,33,7,384,520,73.8,63,284,11,22,11
Première Ligue,2024-11-09,Première Ligue (Regular season),Paris FC,4-2-3-1,4,2.1,Maëlle Garbino · 11&rsquor; Kessya Bussy · 32&rsquor; Julie Dufour · 88&rsquor; Julie Dufour · 90+5&rsquor;,1,0,Montpellier,4-4-2,2,1,Ifeoma Onumonu · 26&rsquor; Ifeoma Onumonu · 80&rsquor;,2,0,Montpellier,Away,NA,990,2,1,0,0,9,5,2,0,490,19,16,16,1,1,0.9,15,2,227,358,63.4,27,176,5,12,5
Première Ligue,2024-11-15,Première Ligue (Regular season),Fleury,5-4-1,2,2,Dominika Kopińska · 45&rsquor; Batcheba Louis · 45+2&rsquor;,1,0,Le Havre,4-4-2,0,0.7,Lou Tsé · 32&rsquor;,1,1,Fleury,Home,NA,990,2,1,0,0,21,9,1,0,674,16,9,9,2,2,1.6,37,3,466,557,83.7,41,283,19,14,7
Première Ligue,2024-11-15,Première Ligue (Regular season),Fleury,5-4-1,2,2,Dominika Kopińska · 45&rsquor; Batcheba Louis · 45+2&rsquor;,1,0,Le Havre,4-4-2,0,0.7,Lou Tsé · 32&rsquor;,1,1,Le Havre,Away,NA,931,0,0,0,0,10,4,1,1,470,13,7,15,0.7,0.7,0.5,19,0,273,375,72.8,39,181,12,13,6
Première Ligue,2024-11-15,Première Ligue (Regular season),Montpellier,4-4-2,1,1,Ifeoma Onumonu · 70&rsquor;,3,0,Nantes,5-3-2,0,0.5,NA,2,0,Montpellier,Home,NA,990,1,1,0,0,15,9,3,0,644,23,12,12,1,1,0.9,25,2,376,512,73.4,48,258,16,20,6
Première Ligue,2024-11-15,Première Ligue (Regular season),Montpellier,4-4-2,1,1,Ifeoma Onumonu · 70&rsquor;,3,0,Nantes,5-3-2,0,0.5,NA,2,0,Nantes,Away,NA,990,0,0,0,0,7,2,2,0,569,24,11,9,0.5,0.5,0.2,13,0,305,444,68.7,18,218,9,16,5
Première Ligue,2024-11-16,Première Ligue (Regular season),Dijon,4-1-4-1,4,1.5,Meriame Terchoun · 71&rsquor; Océane Picard · 86&rsquor; Wu Chengshu · 90+4&rsquor; Nadia Krezyman · 90+6&rsquor;,2,0,Guingamp,4-2-3-1,0,0.4,Agathe Ollivier · 67&rsquor;,3,1,Dijon,Home,NA,990,4,4,0,0,22,15,2,0,538,27,20,7,1.5,1.5,1.3,29,8,313,407,76.9,37,179,7,14,2
Première Ligue,2024-11-16,Première Ligue (Regular season),Dijon,4-1-4-1,4,1.5,Meriame Terchoun · 71&rsquor; Océane Picard · 86&rsquor; Wu Chengshu · 90+4&rsquor; Nadia Krezyman · 90+6&rsquor;,2,0,Guingamp,4-2-3-1,0,0.4,Agathe Ollivier · 67&rsquor;,3,1,Guingamp,Away,NA,966,0,0,0,0,12,3,2,1,610,22,17,7,0.4,0.4,0.3,18,0,384,507,75.7,31,254,8,19,4
Première Ligue,2024-11-16,Première Ligue (Regular season),Stade de Reims,5-4-1,1,0.6,Lucie Calba · 6&rsquor;,2,0,Paris Saint-Germain,4-4-2,2,1.1,Marie-Antoinette Katoto · 38&rsquor; Marie-Antoinette Katoto · 68&rsquor;,1,0,Stade de Reims,Home,NA,990,1,1,0,0,7,3,2,0,377,28,8,12,0.6,0.6,0.6,14,2,172,270,63.7,11,115,7,8,1
Première Ligue,2024-11-16,Première Ligue (Regular season),Stade de Reims,5-4-1,1,0.6,Lucie Calba · 6&rsquor;,2,0,Paris Saint-Germain,4-4-2,2,1.1,Marie-Antoinette Katoto · 38&rsquor; Marie-Antoinette Katoto · 68&rsquor;,1,0,Paris Saint-Germain,Away,NA,990,2,2,0,0,13,4,1,0,746,18,6,6,1.2,1.2,1,24,4,543,663,81.9,62,489,20,20,6
Première Ligue,2024-11-16,Première Ligue (Regular season),Strasbourg,3-4-3,1,0.5,Mégane Hoeltzel · 42&rsquor;,1,0,Paris FC,4-2-3-1,4,3.1,Gaëtane Thiney · 11&rsquor; Clara Matéo · 34&rsquor; Kaja Korošec · 39&rsquor; Julie Dufour · 86&rsquor;,0,0,Strasbourg,Home,NA,990,1,0,0,0,7,2,1,0,533,15,18,12,0.5,0.5,0.2,12,2,285,407,70,25,221,4,23,10
Première Ligue,2024-11-16,Première Ligue (Regular season),Strasbourg,3-4-3,1,0.5,Mégane Hoeltzel · 42&rsquor;,1,0,Paris FC,4-2-3-1,4,3.1,Gaëtane Thiney · 11&rsquor; Clara Matéo · 34&rsquor; Kaja Korošec · 39&rsquor; Julie Dufour · 86&rsquor;,0,0,Paris FC,Away,NA,990,4,3,0,0,22,10,0,0,620,30,11,8,3.1,3.1,2.8,40,6,377,526,71.7,51,186,21,14,7
Première Ligue,2024-11-16,Première Ligue (Regular season),Lyon,4-3-3,11,4.2,Lindsey Heaps · 12&rsquor; Lindsey Heaps · 14&rsquor; Lindsey Heaps · 35&rsquor; Eugénie Le Sommer · 48&rsquor; Amel Majri · 52&rsquor; Lindsey Heaps · 67&rsquor; Tabitha Chawinga · 79&rsquor; Daniëlle van de Donk · 88&rsquor; Melchie Dumornay · 90&rsquor; Kadidiatou Diani · 90+2&rsquor; Kadidiatou Diani · 90+7&rsquor;,0,0,Saint-Étienne,4-3-3,0,0,NA,0,0,Lyon,Home,NA,990,11,6,0,0,33,18,0,0,825,12,4,9,4.3,4.3,2.6,54,17,634,736,86.1,86,323,21,21,13
Première Ligue,2024-11-16,Première Ligue (Regular season),Lyon,4-3-3,11,4.2,Lindsey Heaps · 12&rsquor; Lindsey Heaps · 14&rsquor; Lindsey Heaps · 35&rsquor; Eugénie Le Sommer · 48&rsquor; Amel Majri · 52&rsquor; Lindsey Heaps · 67&rsquor; Tabitha Chawinga · 79&rsquor; Daniëlle van de Donk · 88&rsquor; Melchie Dumornay · 90&rsquor; Kadidiatou Diani · 90+2&rsquor; Kadidiatou Diani · 90+7&rsquor;,0,0,Saint-Étienne,4-3-3,0,0,NA,0,0,Saint-Étienne,Away,NA,990,0,0,0,0,1,0,0,0,410,16,5,15,0,0,0,2,0,202,321,62.9,18,99,8,14,7
Première Ligue,2024-11-23,Première Ligue (Regular season),Saint-Étienne,4-3-3,0,0.7,Chloé Tapia · 90&rsquor;,6,1,Montpellier,4-4-2,2,1.2,Lola Gstalter · 2&rsquor; Ifeoma Onumonu · 43&rsquor;,4,0,Saint-Étienne,Home,NA,989,0,0,0,0,8,2,5,1,528,13,10,14,0.7,0.7,0.4,13,0,292,443,65.9,41,164,7,12,5
Première Ligue,2024-11-23,Première Ligue (Regular season),Saint-Étienne,4-3-3,0,0.7,Chloé Tapia · 90&rsquor;,6,1,Montpellier,4-4-2,2,1.2,Lola Gstalter · 2&rsquor; Ifeoma Onumonu · 43&rsquor;,4,0,Montpellier,Away,NA,990,2,2,0,0,8,4,4,0,516,20,6,13,1.2,1.2,0.5,15,4,280,411,68.1,21,181,7,8,4
Première Ligue,2024-11-23,Première Ligue (Regular season),Le Havre,4-4-2,0,0.2,NA,1,0,Lyon,4-4-2,3,2.5,Amel Majri · 44&rsquor; Eugénie Le Sommer · 65&rsquor; Vicki Bècho · 82&rsquor;,0,0,Le Havre,Home,NA,990,0,0,0,0,2,1,1,0,495,10,13,11,0.2,0.2,0.2,4,0,279,373,74.8,15,127,1,13,6
Première Ligue,2024-11-23,Première Ligue (Regular season),Le Havre,4-4-2,0,0.2,NA,1,0,Lyon,4-4-2,3,2.5,Amel Majri · 44&rsquor; Eugénie Le Sommer · 65&rsquor; Vicki Bècho · 82&rsquor;,0,0,Lyon,Away,NA,990,3,2,0,0,23,10,0,0,831,20,12,3,2.6,2.6,1.8,41,4,617,736,83.8,91,443,22,11,7
Première Ligue,2024-11-23,Première Ligue (Regular season),Guingamp,4-2-3-1,1,0.6,Imane Touriss · 17&rsquor;,3,0,Stade de Reims,5-4-1,4,1.2,Hawa Sangare · 7&rsquor; Lucie Calba · 11&rsquor; Rachel Corboz · 59&rsquor; Maïwen Renard (OG) · 79&rsquor;,2,0,Guingamp,Home,NA,990,1,1,0,0,9,7,3,0,553,22,7,6,0.6,0.6,0.2,15,2,337,481,70.1,32,234,9,18,7
Première Ligue,2024-11-23,Première Ligue (Regular season),Guingamp,4-2-3-1,1,0.6,Imane Touriss · 17&rsquor;,3,0,Stade de Reims,5-4-1,4,1.2,Hawa Sangare · 7&rsquor; Lucie Calba · 11&rsquor; Rachel Corboz · 59&rsquor; Maïwen Renard (OG) · 79&rsquor;,2,0,Stade de Reims,Away,NA,990,3,3,0,0,12,5,2,0,453,20,19,9,1.2,1.2,1.1,19,5,225,334,67.4,14,161,8,14,6
Première Ligue,2024-11-23,Première Ligue (Regular season),Paris Saint-Germain,4-2-3-1,6,2.6,Jennifer Echegini · 10&rsquor; Marie-Antoinette Katoto · 19&rsquor; Jennifer Echegini · 36&rsquor; Manssita Traore · 45+2&rsquor; Sakina Karchaoui · 57&rsquor; Frøya Brennskag-Dorsin · 90&rsquor;,0,0,Dijon,4-1-4-1,1,0.3,Kate Taylor · 68&rsquor;,3,0,Paris Saint-Germain,Home,NA,990,6,4,0,1,14,9,0,0,715,13,6,3,2.8,1.8,0.9,22,10,529,640,82.7,45,349,17,25,10
Première Ligue,2024-11-23,Première Ligue (Regular season),Paris Saint-Germain,4-2-3-1,6,2.6,Jennifer Echegini · 10&rsquor; Marie-Antoinette Katoto · 19&rsquor; Jennifer Echegini · 36&rsquor; Manssita Traore · 45+2&rsquor; Sakina Karchaoui · 57&rsquor; Frøya Brennskag-Dorsin · 90&rsquor;,0,0,Dijon,4-1-4-1,1,0.3,Kate Taylor · 68&rsquor;,3,0,Dijon,Away,NA,990,1,1,0,0,2,1,3,0,450,28,11,13,0.3,0.3,0.3,4,2,263,350,75.1,16,130,2,5,4
Première Ligue,2024-11-24,Première Ligue (Regular season),Fleury,3-4-3,1,1.4,Batcheba Louis · 83&rsquor;,3,0,Paris FC,4-2-3-1,4,2.9,Clara Matéo · 5&rsquor; Clara Matéo · 24&rsquor; Clara Matéo · 42&rsquor; Mathilde Bourdieu · 89&rsquor;,3,0,Fleury,Home,NA,990,1,1,0,0,20,5,3,0,453,8,4,14,1.5,1.5,0.5,32,2,245,359,68.2,20,138,3,18,6
Première Ligue,2024-11-24,Première Ligue (Regular season),Fleury,3-4-3,1,1.4,Batcheba Louis · 83&rsquor;,3,0,Paris FC,4-2-3-1,4,2.9,Clara Matéo · 5&rsquor; Clara Matéo · 24&rsquor; Clara Matéo · 42&rsquor; Mathilde Bourdieu · 89&rsquor;,3,0,Paris FC,Away,NA,990,4,4,0,0,16,8,3,0,640,18,5,21,2.9,2.9,2.7,29,8,421,544,77.4,53,327,15,10,6
Première Ligue,2024-12-06,Première Ligue (Regular season),Stade de Reims,5-4-1,0,0.1,NA,1,0,Lyon,4-4-2,3,4.4,Melchie Dumornay · 13&rsquor; Ada Hegerberg · 77&rsquor; Melchie Dumornay · 90+1&rsquor;,1,0,Stade de Reims,Home,NA,990,0,0,0,0,3,0,1,0,388,21,10,8,0.1,0.1,0,3,0,166,279,59.5,9,103,2,5,3
Première Ligue,2024-12-06,Première Ligue (Regular season),Stade de Reims,5-4-1,0,0.1,NA,1,0,Lyon,4-4-2,3,4.4,Melchie Dumornay · 13&rsquor; Ada Hegerberg · 77&rsquor; Melchie Dumornay · 90+1&rsquor;,1,0,Lyon,Away,NA,990,3,3,0,0,26,10,1,0,810,13,8,7,4.5,4.5,3.3,43,5,586,712,82.3,66,317,16,19,8
