League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take_Ons,Succ_Take_Ons,Succ_percent_Take_Ons,Tkld_Take_Ons,Tkld_percent_Take_Ons,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving
Première Ligue,2025-01-17,Première Ligue (Regular season),Fleury,3-4-1-2,6,3.4,Batcheba Louis · 17&rsquor; Faustine Robert · 25&rsquor; Batcheba Louis · 46&rsquor; Batcheba Louis · 48&rsquor; Aissata Traoré · 55&rsquor; Airine Fontaine · 90+4&rsquor;,3,0,Saint-Étienne,4-2-3-1,0,0.4,NA,1,0,Saint-Étienne,Away,NA,990,545,54,194,265,96,9,545,20,13,65,7,35,189,1195,570,10,7,4,16,11,324,30
Première Ligue,2025-01-18,Première Ligue (Regular season),Paris FC,4-2-3-1,6,3.6,Kessya Bussy · 28&rsquor; Kessya Bussy · 44&rsquor; Kessya Bussy · 45+1&rsquor; Grace Kazadi (OG) · 51&rsquor; Mathilde Bourdieu · 62&rsquor; Théa Greboval · 73&rsquor;,0,0,Guingamp,4-2-3-1,0,0.2,Sofia Guellati · 34&rsquor;,0,1,Paris FC,Home,NA,990,741,18,77,374,293,64,741,19,11,57.9,8,42.1,416,2662,1260,31,20,15,15,6,527,88
Première Ligue,2025-01-18,Première Ligue (Regular season),Paris FC,4-2-3-1,6,3.6,Kessya Bussy · 28&rsquor; Kessya Bussy · 44&rsquor; Kessya Bussy · 45+1&rsquor; Grace Kazadi (OG) · 51&rsquor; Mathilde Bourdieu · 62&rsquor; Théa Greboval · 73&rsquor;,0,0,Guingamp,4-2-3-1,0,0.2,Sofia Guellati · 34&rsquor;,0,1,Guingamp,Away,NA,933,466,103,266,177,27,5,466,8,2,25,4,50,190,1242,559,7,6,2,21,3,241,16
Première Ligue,2025-01-18,Première Ligue (Regular season),Montpellier,4-3-3,1,0.9,Kethna Louis · 90+7&rsquor;,1,0,Le Havre,4-3-3,3,0.9,Laurie Cance · 16&rsquor; Chancelle Effa Effa · 25&rsquor; Laurie Cance · 90+2&rsquor;,1,0,Montpellier,Home,NA,990,702,31,133,340,236,25,702,17,4,23.5,13,76.5,301,2040,1186,20,17,3,28,12,439,70
Première Ligue,2025-01-18,Première Ligue (Regular season),Montpellier,4-3-3,1,0.9,Kethna Louis · 90+7&rsquor;,1,0,Le Havre,4-3-3,3,0.9,Laurie Cance · 16&rsquor; Chancelle Effa Effa · 25&rsquor; Laurie Cance · 90+2&rsquor;,1,0,Le Havre,Away,NA,990,472,65,264,154,58,12,472,8,6,75,2,25,88,502,277,5,2,0,16,12,219,20
Première Ligue,2025-01-18,Première Ligue (Regular season),Dijon,4-3-3,1,0.7,Klaudia Jedlińska · 76&rsquor;,1,0,Strasbourg,3-4-3,0,0.4,NA,0,0,Dijon,Home,NA,990,675,49,237,266,180,16,675,14,6,42.9,8,57.1,277,1690,908,14,12,5,22,10,455,47
Première Ligue,2025-01-18,Première Ligue (Regular season),Dijon,4-3-3,1,0.7,Klaudia Jedlińska · 76&rsquor;,1,0,Strasbourg,3-4-3,0,0.4,NA,0,0,Strasbourg,Away,NA,990,576,64,252,250,78,6,576,9,4,44.4,5,55.6,279,1708,687,9,8,0,24,3,353,35
Première Ligue,2025-01-18,Première Ligue (Regular season),Nantes,4-2-3-1,1,0.6,Danielle Marcano · 66&rsquor;,3,0,Stade de Reims,5-4-1,1,1.6,Léa Bourgain · 85&rsquor;,0,0,Nantes,Home,NA,990,662,58,240,308,119,14,662,16,7,43.8,9,56.3,257,1394,868,10,5,1,24,9,404,48
Première Ligue,2025-01-18,Première Ligue (Regular season),Nantes,4-2-3-1,1,0.6,Danielle Marcano · 66&rsquor;,3,0,Stade de Reims,5-4-1,1,1.6,Léa Bourgain · 85&rsquor;,0,0,Stade de Reims,Away,NA,990,561,54,228,233,108,14,561,26,14,53.8,12,46.2,178,1074,557,16,11,1,29,11,309,27
Première Ligue,2025-01-18,Première Ligue (Regular season),Paris Saint-Germain,3-5-2,0,0.5,NA,1,0,Lyon,4-2-3-1,2,1.4,Melchie Dumornay · 7&rsquor; Kadidiatou Diani · 31&rsquor;,2,0,Paris Saint-Germain,Home,NA,990,520,69,208,188,132,17,520,5,1,20,4,80,186,964,389,10,7,6,40,18,294,30
Première Ligue,2025-01-18,Première Ligue (Regular season),Paris Saint-Germain,3-5-2,0,0.5,NA,1,0,Lyon,4-2-3-1,2,1.4,Melchie Dumornay · 7&rsquor; Kadidiatou Diani · 31&rsquor;,2,0,Lyon,Away,NA,990,516,49,182,194,149,29,516,9,4,44.4,5,55.6,176,1262,625,19,17,7,18,16,305,20
Première Ligue,2025-01-31,Première Ligue (Regular season),Montpellier,4-4-2,1,0.1,Sonia Ouchene · 45+1&rsquor;,1,0,Lyon,4-2-3-1,4,3,Wendie Renard · 30&rsquor; Amel Majri · 37&rsquor; Lindsey Heaps · 45+2&rsquor; Sara Däbritz · 59&rsquor;,0,0,Montpellier,Home,NA,990,420,88,230,120,77,15,420,14,4,28.6,10,71.4,156,1228,552,17,7,4,21,11,190,10
Première Ligue,2025-01-31,Première Ligue (Regular season),Montpellier,4-4-2,1,0.1,Sonia Ouchene · 45+1&rsquor;,1,0,Lyon,4-2-3-1,4,3,Wendie Renard · 30&rsquor; Amel Majri · 37&rsquor; Lindsey Heaps · 45+2&rsquor; Sara Däbritz · 59&rsquor;,0,0,Lyon,Away,NA,990,942,34,192,424,330,39,941,21,11,52.4,10,47.6,422,2205,1006,21,17,7,21,18,719,85
Première Ligue,2025-02-01,Première Ligue (Regular season),Stade de Reims,3-4-3,0,0.2,NA,4,0,Paris FC,4-2-3-1,3,1.7,Clara Matéo · 19&rsquor; Clara Matéo · 45+1&rsquor; Kessya Bussy · 62&rsquor;,2,0,Stade de Reims,Home,NA,990,550,76,243,198,116,7,550,30,10,33.3,20,66.7,233,1414,584,11,6,1,19,21,273,25
Première Ligue,2025-02-01,Première Ligue (Regular season),Stade de Reims,3-4-3,0,0.2,NA,4,0,Paris FC,4-2-3-1,3,1.7,Clara Matéo · 19&rsquor; Clara Matéo · 45+1&rsquor; Kessya Bussy · 62&rsquor;,2,0,Paris FC,Away,NA,990,696,48,198,352,150,31,696,25,10,40,15,60,282,1508,636,12,7,5,17,10,395,52
Première Ligue,2025-02-01,Première Ligue (Regular season),Saint-Étienne,4-2-3-1,2,1.4,Cindy Caputo · 7&rsquor; Cindy Caputo · 76&rsquor;,0,0,Nantes,4-2-3-1,2,1,Louise Fleury · 15&rsquor; Solene Champagnac (OG) · 81&rsquor;,2,0,Saint-Étienne,Home,NA,990,522,67,232,197,101,32,522,32,16,50,15,46.9,210,1614,738,18,14,4,17,7,280,37
Première Ligue,2025-02-01,Première Ligue (Regular season),Saint-Étienne,4-2-3-1,2,1.4,Cindy Caputo · 7&rsquor; Cindy Caputo · 76&rsquor;,0,0,Nantes,4-2-3-1,2,1,Louise Fleury · 15&rsquor; Solene Champagnac (OG) · 81&rsquor;,2,0,Nantes,Away,NA,990,695,59,284,259,156,15,695,16,5,31.3,11,68.8,325,1436,700,13,5,2,16,7,447,40
Première Ligue,2025-02-01,Première Ligue (Regular season),Le Havre,4-1-4-1,0,0.6,NA,1,0,Fleury,3-4-1-2,0,1,NA,2,0,Le Havre,Home,NA,990,540,81,263,203,78,4,540,7,1,14.3,6,85.7,196,995,425,6,5,0,27,11,291,18
Première Ligue,2025-02-01,Première Ligue (Regular season),Le Havre,4-1-4-1,0,0.6,NA,1,0,Fleury,3-4-1-2,0,1,NA,2,0,Fleury,Away,NA,990,767,34,178,364,229,20,767,21,8,38.1,13,61.9,273,1965,1063,19,8,4,22,4,525,72
Première Ligue,2025-02-01,Première Ligue (Regular season),Guingamp,4-2-3-1,0,0.1,NA,3,0,Dijon,4-3-3,3,0.5,Wang Yanwen · 9&rsquor; Klaudia Jedlińska · 22&rsquor; Nadia Krezyman · 45&rsquor;,2,0,Guingamp,Home,NA,990,552,60,252,214,94,6,552,19,7,36.8,12,63.2,203,1179,557,10,9,1,13,9,341,33
Première Ligue,2025-02-01,Première Ligue (Regular season),Guingamp,4-2-3-1,0,0.1,NA,3,0,Dijon,4-3-3,3,0.5,Wang Yanwen · 9&rsquor; Klaudia Jedlińska · 22&rsquor; Nadia Krezyman · 45&rsquor;,2,0,Dijon,Away,NA,990,660,59,247,298,124,16,660,16,6,37.5,10,62.5,471,3031,1136,21,22,3,18,12,438,33
Première Ligue,2025-02-01,Première Ligue (Regular season),Strasbourg,5-3-2,1,0.2,Liana Joseph · 90+3&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,2,0.5,Romée Leuchter · 45&rsquor; Laurine Hannequin (OG) · 63&rsquor;,3,0,Strasbourg,Home,NA,990,380,60,196,157,30,3,380,8,1,12.5,7,87.5,108,579,189,2,1,1,17,11,182,11
Première Ligue,2025-02-01,Première Ligue (Regular season),Strasbourg,5-3-2,1,0.2,Liana Joseph · 90+3&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,2,0.5,Romée Leuchter · 45&rsquor; Laurine Hannequin (OG) · 63&rsquor;,3,0,Paris Saint-Germain,Away,NA,990,608,12,139,275,199,20,608,20,6,30,13,65,245,1672,687,18,12,8,18,13,415,45
Première Ligue,2025-02-14,Première Ligue (Regular season),Paris FC,4-2-3-1,4,2.3,Maëlle Garbino · 48&rsquor; Maëlle Garbino · 54&rsquor; Mathilde Bourdieu · 72&rsquor; Kessya Bussy · 76&rsquor;,0,0,Saint-Étienne,4-2-3-1,0,0.1,NA,0,0,Paris FC,Home,NA,990,699,23,150,389,167,32,699,22,9,40.9,13,59.1,396,2386,1105,19,7,7,12,10,498,71
Première Ligue,2025-02-14,Première Ligue (Regular season),Paris FC,4-2-3-1,4,2.3,Maëlle Garbino · 48&rsquor; Maëlle Garbino · 54&rsquor; Mathilde Bourdieu · 72&rsquor; Kessya Bussy · 76&rsquor;,0,0,Saint-Étienne,4-2-3-1,0,0.1,NA,0,0,Saint-Étienne,Away,NA,990,472,94,254,196,27,3,472,6,2,33.3,4,66.7,187,772,330,4,2,0,16,14,259,17
Première Ligue,2025-02-15,Première Ligue (Regular season),Fleury,3-4-1-2,1,0.5,Aissata Traoré · 40&rsquor;,1,0,Strasbourg,3-4-3,1,1.1,Liana Joseph · 79&rsquor;,0,0,Fleury,Home,NA,990,488,60,179,237,73,14,488,9,4,44.4,5,55.6,120,694,339,5,3,3,8,9,282,36
Première Ligue,2025-02-15,Première Ligue (Regular season),Fleury,3-4-1-2,1,0.5,Aissata Traoré · 40&rsquor;,1,0,Strasbourg,3-4-3,1,1.1,Liana Joseph · 79&rsquor;,0,0,Strasbourg,Away,NA,990,599,61,243,253,106,19,599,21,6,28.6,15,71.4,294,1413,815,15,6,1,24,6,374,40
Première Ligue,2025-02-15,Première Ligue (Regular season),Lyon,4-2-3-1,7,3.2,Vanessa Gilles · 10&rsquor; Melchie Dumornay · 30&rsquor; Kadidiatou Diani · 35&rsquor; Kadidiatou Diani · 59&rsquor; Kadidiatou Diani · 62&rsquor; Daniëlle van de Donk · 69&rsquor; Sofia Huerta · 72&rsquor;,1,0,Guingamp,4-4-2,0,0,NA,0,0,Lyon,Home,NA,990,792,30,130,374,292,63,792,23,14,60.9,9,39.1,570,4378,1826,53,29,15,11,11,564,47
Première Ligue,2025-02-15,Première Ligue (Regular season),Lyon,4-2-3-1,7,3.2,Vanessa Gilles · 10&rsquor; Melchie Dumornay · 30&rsquor; Kadidiatou Diani · 35&rsquor; Kadidiatou Diani · 59&rsquor; Kadidiatou Diani · 62&rsquor; Daniëlle van de Donk · 69&rsquor; Sofia Huerta · 72&rsquor;,1,0,Guingamp,4-4-2,0,0,NA,0,0,Guingamp,Away,NA,990,466,110,266,147,57,1,466,14,4,28.6,10,71.4,116,592,261,7,1,0,22,8,227,24
Première Ligue,2025-02-15,Première Ligue (Regular season),Dijon,4-3-3,2,1.8,Meriame Terchoun · 37&rsquor; Klaudia Jedlińska · 90&rsquor;,4,0,Stade de Reims,3-4-3,1,1.1,Hawa Sangare · 59&rsquor;,0,0,Dijon,Home,NA,990,612,38,206,283,129,25,611,18,10,55.6,8,44.4,192,1147,596,10,1,6,14,18,404,49
Première Ligue,2025-02-15,Première Ligue (Regular season),Dijon,4-3-3,2,1.8,Meriame Terchoun · 37&rsquor; Klaudia Jedlińska · 90&rsquor;,4,0,Stade de Reims,3-4-3,1,1.1,Hawa Sangare · 59&rsquor;,0,0,Stade de Reims,Away,NA,990,488,74,216,205,74,10,488,9,3,33.3,6,66.7,242,1293,599,14,12,1,17,13,268,22
Première Ligue,2025-02-15,Première Ligue (Regular season),Nantes,4-2-3-1,2,2.2,Julie Machart (P) · 2&rsquor; Naomie Vagre · 29&rsquor;,3,0,Le Havre,4-1-4-1,2,1,Laurie Cance · 21&rsquor; Ikram Adjabi · 31&rsquor;,0,0,Nantes,Home,NA,990,659,96,344,226,93,17,658,25,11,44,14,56,241,1212,491,10,7,2,19,8,392,27
Première Ligue,2025-02-15,Première Ligue (Regular season),Nantes,4-2-3-1,2,2.2,Julie Machart (P) · 2&rsquor; Naomie Vagre · 29&rsquor;,3,0,Le Havre,4-1-4-1,2,1,Laurie Cance · 21&rsquor; Ikram Adjabi · 31&rsquor;,0,0,Le Havre,Away,NA,990,541,41,134,256,152,16,541,8,1,12.5,7,87.5,187,892,389,10,7,2,27,14,258,49
Première Ligue,2025-02-15,Première Ligue (Regular season),Paris Saint-Germain,4-2-3-1,4,3.1,Grace Geyoro · 23&rsquor; Jennifer Echegini · 35&rsquor; Sakina Karchaoui · 65&rsquor; Romée Leuchter (P) · 87&rsquor;,2,0,Montpellier,4-4-2,1,0.8,Soufiya Ngueleu · 90+1&rsquor;,2,0,Paris Saint-Germain,Home,NA,990,791,33,193,347,254,28,790,13,6,46.2,7,53.8,355,1132,476,9,7,3,31,9,589,66
Première Ligue,2025-02-15,Première Ligue (Regular season),Paris Saint-Germain,4-2-3-1,4,3.1,Grace Geyoro · 23&rsquor; Jennifer Echegini · 35&rsquor; Sakina Karchaoui · 65&rsquor; Romée Leuchter (P) · 87&rsquor;,2,0,Montpellier,4-4-2,1,0.8,Soufiya Ngueleu · 90+1&rsquor;,2,0,Montpellier,Away,NA,990,446,69,221,195,33,9,446,7,3,42.9,4,57.1,130,738,332,6,4,2,19,9,229,10
Première Ligue,2025-03-01,Première Ligue (Regular season),Dijon,3-4-3,0,0,NA,3,0,Paris Saint-Germain,4-2-3-1,1,1.6,Tara Elimbi Gilbert · 81&rsquor;,0,0,Dijon,Home,NA,990,411,79,197,181,39,2,411,19,9,47.4,9,47.4,114,936,345,6,9,1,9,5,200,17
Première Ligue,2025-03-01,Première Ligue (Regular season),Dijon,3-4-3,0,0,NA,3,0,Paris Saint-Germain,4-2-3-1,1,1.6,Tara Elimbi Gilbert · 81&rsquor;,0,0,Paris Saint-Germain,Away,NA,990,719,18,152,320,253,35,719,21,13,61.9,8,38.1,340,2041,970,20,9,7,24,12,516,74
Première Ligue,2025-03-01,Première Ligue (Regular season),Saint-Étienne,4-3-3,1,1,Adéle Connesson (P) · 82&rsquor;,2,0,Le Havre,4-2-3-1,2,0.7,Laurie Cance · 26&rsquor; Madeline Roth · 71&rsquor;,3,0,Saint-Étienne,Home,NA,990,597,79,289,231,82,8,596,10,2,20,8,80,258,1332,531,9,6,0,20,17,356,22
Première Ligue,2025-03-01,Première Ligue (Regular season),Saint-Étienne,4-3-3,1,1,Adéle Connesson (P) · 82&rsquor;,2,0,Le Havre,4-2-3-1,2,0.7,Laurie Cance · 26&rsquor; Madeline Roth · 71&rsquor;,3,0,Le Havre,Away,NA,990,423,25,130,172,129,9,423,6,1,16.7,5,83.3,163,1102,447,11,7,3,24,12,174,32
Première Ligue,2025-03-01,Première Ligue (Regular season),Paris FC,4-2-3-1,0,1.4,NA,0,0,Nantes,4-4-2,0,0.3,NA,0,0,Paris FC,Home,NA,990,719,55,155,344,225,32,719,20,10,50,9,45,346,1967,864,14,12,2,11,15,461,72
Première Ligue,2025-03-01,Première Ligue (Regular season),Paris FC,4-2-3-1,0,1.4,NA,0,0,Nantes,4-4-2,0,0.3,NA,0,0,Nantes,Away,NA,990,519,108,262,181,81,4,519,17,6,35.3,10,58.8,291,2050,900,18,12,1,10,4,266,7
Première Ligue,2025-03-01,Première Ligue (Regular season),Stade de Reims,3-4-3,2,0.4,Monique Ngock · 52&rsquor; Celeste Boureille (OG) · 80&rsquor;,2,0,Montpellier,3-5-2,4,1.2,Judith Coquet · 49&rsquor; Judith Coquet · 70&rsquor; Ifeoma Onumonu · 78&rsquor; Judith Coquet · 86&rsquor;,2,0,Stade de Reims,Home,NA,990,481,39,173,206,108,7,481,11,6,54.5,5,45.5,160,1237,605,17,10,1,16,2,233,25
Première Ligue,2025-03-01,Première Ligue (Regular season),Stade de Reims,3-4-3,2,0.4,Monique Ngock · 52&rsquor; Celeste Boureille (OG) · 80&rsquor;,2,0,Montpellier,3-5-2,4,1.2,Judith Coquet · 49&rsquor; Judith Coquet · 70&rsquor; Ifeoma Onumonu · 78&rsquor; Judith Coquet · 86&rsquor;,2,0,Montpellier,Away,NA,990,499,53,192,225,88,19,499,20,4,20,16,80,271,1545,743,17,14,6,22,9,278,23
Première Ligue,2025-03-01,Première Ligue (Regular season),Guingamp,4-4-2,0,0.3,NA,4,0,Fleury,3-4-1-2,6,2.4,Morgane Martins · 26&rsquor; Marine Dafeur · 35&rsquor; Batcheba Louis · 45+2&rsquor; Aissata Traoré · 53&rsquor; Aissata Traoré (P) · 61&rsquor; Airine Fontaine · 83&rsquor;,2,0,Guingamp,Home,NA,990,599,57,241,263,100,12,599,16,7,43.8,9,56.3,260,933,387,9,7,3,20,9,386,18
Première Ligue,2025-03-01,Première Ligue (Regular season),Guingamp,4-4-2,0,0.3,NA,4,0,Fleury,3-4-1-2,6,2.4,Morgane Martins · 26&rsquor; Marine Dafeur · 35&rsquor; Batcheba Louis · 45+2&rsquor; Aissata Traoré · 53&rsquor; Aissata Traoré (P) · 61&rsquor; Airine Fontaine · 83&rsquor;,2,0,Fleury,Away,NA,990,579,60,235,233,117,20,578,16,3,18.8,13,81.3,282,1412,706,17,9,4,23,11,377,36
Première Ligue,2025-03-01,Première Ligue (Regular season),Strasbourg,3-4-3,0,0.4,NA,0,0,Lyon,4-2-3-1,4,4.1,Eugénie Le Sommer · 6&rsquor; Wendie Renard · 62&rsquor; Melchie Dumornay · 64&rsquor; Tabitha Chawinga · 90&rsquor;,1,0,Strasbourg,Home,NA,990,446,104,276,128,43,6,446,5,2,40,3,60,129,752,277,5,6,0,9,7,268,19
Première Ligue,2025-03-01,Première Ligue (Regular season),Strasbourg,3-4-3,0,0.4,NA,0,0,Lyon,4-2-3-1,4,4.1,Eugénie Le Sommer · 6&rsquor; Wendie Renard · 62&rsquor; Melchie Dumornay · 64&rsquor; Tabitha Chawinga · 90&rsquor;,1,0,Lyon,Away,NA,990,723,35,128,375,222,45,723,10,4,40,6,60,442,2514,1074,16,13,4,9,7,539,46
Première Ligue,2025-03-14,Première Ligue (Regular season),Lyon,4-2-3-1,8,2.9,Ada Hegerberg · 5&rsquor; Wendie Renard · 38&rsquor; Melchie Dumornay · 48&rsquor; Sara Däbritz · 64&rsquor; Ellie Carpenter · 77&rsquor; Vicki Bècho · 90&rsquor; Ada Hegerberg · 90+2&rsquor; Ellie Carpenter · 90+4&rsquor;,0,0,Stade de Reims,3-4-3,1,0.5,Anaele Le Moguedec · 13&rsquor;,1,0,Lyon,Home,NA,990,791,38,150,349,298,45,791,10,6,60,4,40,323,1586,761,13,18,6,17,10,572,83
Première Ligue,2025-03-14,Première Ligue (Regular season),Lyon,4-2-3-1,8,2.9,Ada Hegerberg · 5&rsquor; Wendie Renard · 38&rsquor; Melchie Dumornay · 48&rsquor; Sara Däbritz · 64&rsquor; Ellie Carpenter · 77&rsquor; Vicki Bècho · 90&rsquor; Ada Hegerberg · 90+2&rsquor; Ellie Carpenter · 90+4&rsquor;,0,0,Stade de Reims,3-4-3,1,0.5,Anaele Le Moguedec · 13&rsquor;,1,0,Stade de Reims,Away,NA,990,364,86,210,108,51,9,364,17,7,41.2,10,58.8,129,764,366,8,4,3,23,8,157,13
Première Ligue,2025-03-15,Première Ligue (Regular season),Nantes,4-4-2,0,1.3,NA,0,0,Strasbourg,3-4-3,0,0.8,NA,2,0,Nantes,Home,NA,990,479,77,181,172,128,15,478,22,2,9.1,20,90.9,109,682,368,16,4,2,20,1,213,12
Première Ligue,2025-03-15,Première Ligue (Regular season),Nantes,4-4-2,0,1.3,NA,0,0,Strasbourg,3-4-3,0,0.8,NA,2,0,Strasbourg,Away,NA,990,651,81,260,276,124,16,651,13,8,61.5,5,38.5,381,2278,944,20,13,9,23,9,399,44
Première Ligue,2025-03-15,Première Ligue (Regular season),Fleury,3-4-1-2,0,0.7,NA,0,0,Dijon,4-3-3,0,1,NA,4,0,Fleury,Home,NA,990,594,66,267,243,89,14,594,16,5,31.3,11,68.8,236,1143,585,9,3,2,30,5,359,33
Première Ligue,2025-03-15,Première Ligue (Regular season),Fleury,3-4-1-2,0,0.7,NA,0,0,Dijon,4-3-3,0,1,NA,4,0,Dijon,Away,NA,990,549,54,194,229,129,17,549,10,3,30,7,70,165,1068,716,14,9,4,26,4,322,43
Première Ligue,2025-03-15,Première Ligue (Regular season),Le Havre,4-3-3,2,2.2,Sofia Guellati (OG) · 34&rsquor; Salomé Elisor (P) · 58&rsquor;,2,0,Guingamp,4-3-3,1,0.8,Sofia Guellati · 45+1&rsquor;,1,0,Le Havre,Home,NA,990,476,36,131,200,149,33,475,12,9,75,2,16.7,111,522,206,8,3,3,16,8,233,34
Première Ligue,2025-03-15,Première Ligue (Regular season),Le Havre,4-3-3,2,2.2,Sofia Guellati (OG) · 34&rsquor; Salomé Elisor (P) · 58&rsquor;,2,0,Guingamp,4-3-3,1,0.8,Sofia Guellati · 45+1&rsquor;,1,0,Guingamp,Away,NA,990,565,79,237,256,77,13,565,12,7,58.3,3,25,216,1223,547,12,3,1,22,6,323,25
Première Ligue,2025-03-15,Première Ligue (Regular season),Paris Saint-Germain,4-3-3,0,0.3,NA,2,0,Paris FC,4-2-3-1,0,0.4,NA,0,0,Paris Saint-Germain,Home,NA,990,706,58,243,329,139,13,706,17,4,23.5,13,76.5,282,1459,689,13,6,5,26,16,455,46
Première Ligue,2025-03-15,Première Ligue (Regular season),Paris Saint-Germain,4-3-3,0,0.3,NA,2,0,Paris FC,4-2-3-1,0,0.4,NA,0,0,Paris FC,Away,NA,990,569,56,224,244,104,14,569,14,7,50,7,50,219,1151,477,7,3,5,30,5,302,31
Première Ligue,2025-03-16,Première Ligue (Regular season),Montpellier,3-5-2,1,2.4,Marie Levasseur · 89&rsquor;,4,0,Saint-Étienne,4-2-3-1,0,0.5,NA,1,0,Montpellier,Home,NA,990,553,55,205,210,140,24,553,19,6,31.6,13,68.4,221,1071,503,9,7,2,16,14,327,32
Première Ligue,2025-03-16,Première Ligue (Regular season),Montpellier,3-5-2,1,2.4,Marie Levasseur · 89&rsquor;,4,0,Saint-Étienne,4-2-3-1,0,0.5,NA,1,0,Saint-Étienne,Away,NA,990,482,59,158,223,103,17,482,10,5,50,5,50,222,1296,647,20,8,6,18,7,246,23
Première Ligue,2025-03-21,Première Ligue (Regular season),Guingamp,5-3-2,2,0.6,Sabitra Bhandari · 58&rsquor; Sabitra Bhandari · 88&rsquor;,1,0,Paris Saint-Germain,4-4-2,6,2.9,Grace Geyoro · 22&rsquor; Merveille Kanjinga · 52&rsquor; Korbin Albert · 56&rsquor; Korbin Albert · 63&rsquor; Sofia Guellati (OG) · 65&rsquor; Marie-Antoinette Katoto · 90&rsquor;,0,0,Guingamp,Home,NA,990,464,73,218,190,62,12,464,7,2,28.6,5,71.4,191,811,357,12,3,3,14,4,264,23
Première Ligue,2025-03-21,Première Ligue (Regular season),Guingamp,5-3-2,2,0.6,Sabitra Bhandari · 58&rsquor; Sabitra Bhandari · 88&rsquor;,1,0,Paris Saint-Germain,4-4-2,6,2.9,Grace Geyoro · 22&rsquor; Merveille Kanjinga · 52&rsquor; Korbin Albert · 56&rsquor; Korbin Albert · 63&rsquor; Sofia Guellati (OG) · 65&rsquor; Marie-Antoinette Katoto · 90&rsquor;,0,0,Paris Saint-Germain,Away,NA,990,726,36,194,374,163,34,726,15,6,40,9,60,377,1817,877,13,6,5,24,10,524,52
Première Ligue,2025-03-22,Première Ligue (Regular season),Paris FC,4-2-3-1,3,1.5,Gaëtane Thiney · 47&rsquor; Kessya Bussy · 53&rsquor; Mathilde Bourdieu · 74&rsquor;,0,0,Strasbourg,5-4-1,1,0.3,Lorena Azzaro · 4&rsquor;,1,0,Paris FC,Home,NA,990,606,31,134,329,147,23,606,11,5,45.5,5,45.5,293,1656,658,16,14,6,11,9,392,51
Première Ligue,2025-03-22,Première Ligue (Regular season),Paris FC,4-2-3-1,3,1.5,Gaëtane Thiney · 47&rsquor; Kessya Bussy · 53&rsquor; Mathilde Bourdieu · 74&rsquor;,0,0,Strasbourg,5-4-1,1,0.3,Lorena Azzaro · 4&rsquor;,1,0,Strasbourg,Away,NA,990,578,86,279,252,47,9,578,8,1,12.5,7,87.5,351,1477,648,12,5,2,17,6,356,16
Première Ligue,2025-03-22,Première Ligue (Regular season),Le Havre,4-3-3,0,0.3,NA,2,0,Dijon,4-3-3,2,2,Viktoria Pinther · 5&rsquor; Wu Chengshu · 25&rsquor;,2,0,Le Havre,Home,NA,990,556,58,183,266,115,9,556,18,9,50,9,50,219,1070,518,13,9,2,12,7,312,27
Première Ligue,2025-03-22,Première Ligue (Regular season),Le Havre,4-3-3,0,0.3,NA,2,0,Dijon,4-3-3,2,2,Viktoria Pinther · 5&rsquor; Wu Chengshu · 25&rsquor;,2,0,Dijon,Away,NA,990,753,59,263,368,128,26,753,24,14,58.3,10,41.7,269,1450,718,12,6,3,24,8,505,64
Première Ligue,2025-03-22,Première Ligue (Regular season),Stade de Reims,5-4-1,0,0.5,NA,2,0,Fleury,4-2-3-1,1,0.8,Airine Fontaine · 64&rsquor;,0,0,Stade de Reims,Home,NA,990,438,62,194,152,98,11,438,26,7,26.9,19,73.1,131,774,317,7,4,1,29,13,172,16
Première Ligue,2025-03-22,Première Ligue (Regular season),Stade de Reims,5-4-1,0,0.5,NA,2,0,Fleury,4-2-3-1,1,0.8,Airine Fontaine · 64&rsquor;,0,0,Fleury,Away,NA,990,648,48,193,281,178,25,648,19,8,42.1,11,57.9,263,1862,1047,18,8,2,26,6,379,49
Première Ligue,2025-03-22,Première Ligue (Regular season),Nantes,3-4-3,2,2.4,Julie Pasquereau · 7&rsquor; Maureen Cosson · 90+3&rsquor;,1,0,Montpellier,3-5-2,2,1.8,Rose Kadzere · 75&rsquor; Rose Kadzere · 85&rsquor;,1,0,Nantes,Home,NA,990,569,97,297,194,79,24,569,21,6,28.6,15,71.4,161,1006,555,11,7,5,23,6,260,24
