League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won_Aerial_Duels,Lost_Aerial_Duels,Won_percent_Aerial_Duels
Frauen-Bundesliga,2024-03-15,Frauen-Bundesliga (Matchweek 16),Hoffenheim,4-2-3-1,2,1.1,Paulina Krumbiegel · 21&rsquor; Michaela Specht (P) · 70&rsquor; Franziska Harsch · 77&rsquor;,4,1,Wolfsburg,4-3-3,1,2.5,Jule Brand · 88&rsquor;,3,0,Wolfsburg,Away,NA,990,3,0,0,15,12,2,33,7,13,0,1,0,63,30,13,69.8
Frauen-Bundesliga,2024-03-16,Frauen-Bundesliga (Matchweek 16),Bayern Munich,4-2-3-1,5,4,Pernille Harder · 2&rsquor; Lea Schüller · 4&rsquor; Lea Schüller · 19&rsquor; Pernille Harder · 64&rsquor; Linda Dallmann · 90+2&rsquor;,2,0,RB Leipzig,4-4-2,0,0.9,NA,2,0,Bayern Munich,Home,NA,990,2,0,0,8,15,4,18,6,10,0,0,0,59,9,8,52.9
Frauen-Bundesliga,2024-03-16,Frauen-Bundesliga (Matchweek 16),Bayern Munich,4-2-3-1,5,4,Pernille Harder · 2&rsquor; Lea Schüller · 4&rsquor; Lea Schüller · 19&rsquor; Pernille Harder · 64&rsquor; Linda Dallmann · 90+2&rsquor;,2,0,RB Leipzig,4-4-2,0,0.9,NA,2,0,RB Leipzig,Away,NA,990,2,0,0,16,7,1,14,16,5,0,0,0,48,8,9,47.1
Frauen-Bundesliga,2024-03-16,Frauen-Bundesliga (Matchweek 16),Werder Bremen,3-5-2,0,0.7,NA,1,0,Essen,5-3-2,0,1.1,NA,2,0,Werder Bremen,Home,NA,990,1,0,0,15,9,1,17,10,18,0,0,0,58,12,10,54.5
Frauen-Bundesliga,2024-03-16,Frauen-Bundesliga (Matchweek 16),Werder Bremen,3-5-2,0,0.7,NA,1,0,Essen,5-3-2,0,1.1,NA,2,0,Essen,Away,NA,990,2,0,0,10,14,0,22,13,12,0,0,0,53,10,12,45.5
Frauen-Bundesliga,2024-03-17,Frauen-Bundesliga (Matchweek 16),1. FC Nürnberg,5-3-2,0,0.1,NA,3,0,Freiburg,4-3-3,0,1.5,NA,2,0,1. FC Nürnberg,Home,NA,990,3,0,0,17,11,0,3,10,15,0,0,0,56,12,13,48
Frauen-Bundesliga,2024-03-17,Frauen-Bundesliga (Matchweek 16),1. FC Nürnberg,5-3-2,0,0.1,NA,3,0,Freiburg,4-3-3,0,1.5,NA,2,0,Freiburg,Away,NA,990,2,0,0,11,16,4,37,13,11,0,0,0,58,13,12,52
Frauen-Bundesliga,2024-03-17,Frauen-Bundesliga (Matchweek 16),MSV Duisburg,3-4-3,1,0,Vanessa Furst · 63&rsquor;,0,0,Eintracht Frankfurt,4-3-1-2,2,2.7,Nicole Anyomi · 1&rsquor; Barbara Dunst · 4&rsquor;,1,0,MSV Duisburg,Home,NA,990,0,0,0,5,4,1,8,9,11,0,0,0,57,4,7,36.4
Frauen-Bundesliga,2024-03-17,Frauen-Bundesliga (Matchweek 16),MSV Duisburg,3-4-3,1,0,Vanessa Furst · 63&rsquor;,0,0,Eintracht Frankfurt,4-3-1-2,2,2.7,Nicole Anyomi · 1&rsquor; Barbara Dunst · 4&rsquor;,1,0,Eintracht Frankfurt,Away,NA,990,1,0,0,4,5,6,22,12,11,0,0,0,85,7,4,63.6
Frauen-Bundesliga,2024-03-18,Frauen-Bundesliga (Matchweek 16),Bayer Leverkusen,4-4-2,2,1.6,Lilla Turányi · 23&rsquor; Kristin Kögel · 73&rsquor;,0,0,Köln,4-2-3-1,0,1.1,NA,1,0,Bayer Leverkusen,Home,NA,990,0,0,0,14,17,2,24,10,23,0,0,0,70,18,11,62.1
Frauen-Bundesliga,2024-03-18,Frauen-Bundesliga (Matchweek 16),Bayer Leverkusen,4-4-2,2,1.6,Lilla Turányi · 23&rsquor; Kristin Kögel · 73&rsquor;,0,0,Köln,4-2-3-1,0,1.1,NA,1,0,Köln,Away,NA,990,1,0,0,17,14,0,11,11,15,0,0,0,67,11,18,37.9
Frauen-Bundesliga,2024-03-22,Frauen-Bundesliga (Matchweek 17),Freiburg,4-3-3,2,1.9,Lisa Karl · 68&rsquor; Leela Egli · 79&rsquor;,1,0,Hoffenheim,4-2-3-1,4,2.4,Marta Cazalla · 15&rsquor; Marta Cazalla · 47&rsquor; Melissa Kössler · 55&rsquor; Nicole Billa · 80&rsquor;,2,0,Freiburg,Home,NA,990,1,0,0,2,5,2,14,18,14,0,0,0,50,11,8,57.9
Frauen-Bundesliga,2024-03-22,Frauen-Bundesliga (Matchweek 17),Freiburg,4-3-3,2,1.9,Lisa Karl · 68&rsquor; Leela Egli · 79&rsquor;,1,0,Hoffenheim,4-2-3-1,4,2.4,Marta Cazalla · 15&rsquor; Marta Cazalla · 47&rsquor; Melissa Kössler · 55&rsquor; Nicole Billa · 80&rsquor;,2,0,Hoffenheim,Away,NA,990,2,0,0,5,2,2,23,11,13,0,0,0,52,8,11,42.1
Frauen-Bundesliga,2024-03-23,Frauen-Bundesliga (Matchweek 17),Köln,4-2-3-1,3,3.2,Selina Cerci · 80&rsquor; Celina Degen · 88&rsquor; Natalia Padilla-Bidas · 90+1&rsquor;,4,0,1. FC Nürnberg,5-3-2,4,1.8,Lara Schmidt (P) · 28&rsquor; Vanessa Haim · 50&rsquor; Celina Degen (OG) · 54&rsquor; Medina Dešić · 90+2&rsquor;,3,0,Köln,Home,NA,990,4,0,0,21,15,3,26,9,14,0,1,1,48,11,10,52.4
Frauen-Bundesliga,2024-03-23,Frauen-Bundesliga (Matchweek 17),Köln,4-2-3-1,3,3.2,Selina Cerci · 80&rsquor; Celina Degen · 88&rsquor; Natalia Padilla-Bidas · 90+1&rsquor;,4,0,1. FC Nürnberg,5-3-2,4,1.8,Lara Schmidt (P) · 28&rsquor; Vanessa Haim · 50&rsquor; Celina Degen (OG) · 54&rsquor; Medina Dešić · 90+2&rsquor;,3,0,1. FC Nürnberg,Away,NA,990,3,0,0,16,18,0,5,12,18,1,0,0,36,10,11,47.6
Frauen-Bundesliga,2024-03-23,Frauen-Bundesliga (Matchweek 17),Wolfsburg,4-3-3,0,1.4,NA,0,0,Bayern Munich,4-2-3-1,4,1.4,Pernille Harder · 48&rsquor; Klara Bühl · 57&rsquor; Lea Schüller · 75&rsquor; Georgia Stanway · 87&rsquor;,3,0,Wolfsburg,Home,NA,990,0,0,0,9,9,0,21,5,12,0,0,0,54,12,11,52.2
Frauen-Bundesliga,2024-03-23,Frauen-Bundesliga (Matchweek 17),Wolfsburg,4-3-3,0,1.4,NA,0,0,Bayern Munich,4-2-3-1,4,1.4,Pernille Harder · 48&rsquor; Klara Bühl · 57&rsquor; Lea Schüller · 75&rsquor; Georgia Stanway · 87&rsquor;,3,0,Bayern Munich,Away,NA,990,3,0,0,9,9,0,13,15,16,0,0,0,45,11,12,47.8
Frauen-Bundesliga,2024-03-24,Frauen-Bundesliga (Matchweek 17),RB Leipzig,4-1-3-2,3,2.5,Jenny Hipp (P) · 42&rsquor; Lydia Andrade · 62&rsquor; Jenny Hipp · 69&rsquor;,2,0,MSV Duisburg,4-2-3-1,0,1.3,NA,1,0,RB Leipzig,Home,NA,990,2,0,0,13,11,4,13,8,10,1,0,0,55,12,10,54.5
Frauen-Bundesliga,2024-03-24,Frauen-Bundesliga (Matchweek 17),RB Leipzig,4-1-3-2,3,2.5,Jenny Hipp (P) · 42&rsquor; Lydia Andrade · 62&rsquor; Jenny Hipp · 69&rsquor;,2,0,MSV Duisburg,4-2-3-1,0,1.3,NA,1,0,MSV Duisburg,Away,NA,990,1,0,0,12,11,8,12,19,15,0,1,0,60,10,12,45.5
Frauen-Bundesliga,2024-03-24,Frauen-Bundesliga (Matchweek 17),Essen,4-3-3,0,0.5,NA,2,0,Bayer Leverkusen,4-4-2,0,1.3,NA,3,0,Essen,Home,NA,990,2,0,0,8,12,2,24,10,20,0,0,0,68,7,10,41.2
Frauen-Bundesliga,2024-03-24,Frauen-Bundesliga (Matchweek 17),Essen,4-3-3,0,0.5,NA,2,0,Bayer Leverkusen,4-4-2,0,1.3,NA,3,0,Bayer Leverkusen,Away,NA,990,3,0,0,12,8,3,18,15,15,0,0,0,70,10,7,58.8
Frauen-Bundesliga,2024-03-25,Frauen-Bundesliga (Matchweek 17),Eintracht Frankfurt,4-3-1-2,2,1.2,Nicole Anyomi · 50&rsquor; Laura Freigang · 60&rsquor;,0,0,Werder Bremen,4-4-1-1,0,0.6,NA,1,0,Eintracht Frankfurt,Home,NA,990,0,0,0,9,7,4,21,2,14,0,0,0,77,15,8,65.2
Frauen-Bundesliga,2024-03-25,Frauen-Bundesliga (Matchweek 17),Eintracht Frankfurt,4-3-1-2,2,1.2,Nicole Anyomi · 50&rsquor; Laura Freigang · 60&rsquor;,0,0,Werder Bremen,4-4-1-1,0,0.6,NA,1,0,Werder Bremen,Away,NA,990,1,0,0,7,9,1,8,13,19,0,0,0,52,8,15,34.8
Frauen-Bundesliga,2024-04-12,Frauen-Bundesliga (Matchweek 18),Werder Bremen,4-3-3,1,0.7,Sophie Weidauer · 56&rsquor;,2,0,RB Leipzig,4-2-3-1,1,0.2,Barbara Brecht · 18&rsquor;,2,0,Werder Bremen,Home,NA,990,2,0,0,13,10,3,28,24,11,0,0,0,48,9,8,52.9
Frauen-Bundesliga,2024-04-12,Frauen-Bundesliga (Matchweek 18),Werder Bremen,4-3-3,1,0.7,Sophie Weidauer · 56&rsquor;,2,0,RB Leipzig,4-2-3-1,1,0.2,Barbara Brecht · 18&rsquor;,2,0,RB Leipzig,Away,NA,990,2,0,0,10,12,0,4,13,18,0,0,0,50,8,9,47.1
Frauen-Bundesliga,2024-04-13,Frauen-Bundesliga (Matchweek 18),Freiburg,4-3-3,1,1.5,Eileen Campbell · 59&rsquor;,0,0,Wolfsburg,4-3-3,4,2.5,Lena Oberdorf · 24&rsquor; Ewa Pajor · 27&rsquor; Ewa Pajor · 31&rsquor; Riola Xhemaili · 62&rsquor;,2,0,Freiburg,Home,NA,990,0,0,0,4,11,0,13,11,14,0,0,0,38,7,6,53.8
Frauen-Bundesliga,2024-04-13,Frauen-Bundesliga (Matchweek 18),Freiburg,4-3-3,1,1.5,Eileen Campbell · 59&rsquor;,0,0,Wolfsburg,4-3-3,4,2.5,Lena Oberdorf · 24&rsquor; Ewa Pajor · 27&rsquor; Ewa Pajor · 31&rsquor; Riola Xhemaili · 62&rsquor;,2,0,Wolfsburg,Away,NA,990,2,0,0,11,4,2,23,9,13,0,0,0,67,6,7,46.2
Frauen-Bundesliga,2024-04-13,Frauen-Bundesliga (Matchweek 18),Bayer Leverkusen,3-4-3,2,1.3,Loreen Bender · 36&rsquor; Nikola Karczewska · 90+3&rsquor;,1,0,Eintracht Frankfurt,4-3-1-2,0,1.6,NA,1,0,Bayer Leverkusen,Home,NA,990,1,0,0,11,11,1,12,8,10,0,0,0,47,4,6,40
Frauen-Bundesliga,2024-04-13,Frauen-Bundesliga (Matchweek 18),Bayer Leverkusen,3-4-3,2,1.3,Loreen Bender · 36&rsquor; Nikola Karczewska · 90+3&rsquor;,1,0,Eintracht Frankfurt,4-3-1-2,0,1.6,NA,1,0,Eintracht Frankfurt,Away,NA,990,1,0,0,11,11,2,21,12,18,0,0,0,75,6,4,60
Frauen-Bundesliga,2024-04-14,Frauen-Bundesliga (Matchweek 18),1. FC Nürnberg,5-3-2,0,0.2,NA,3,0,Essen,4-2-3-1,4,1.5,Annalena Rieke · 7&rsquor; Lilli Purtscheller · 45+2&rsquor; Lilli Purtscheller · 49&rsquor; Jacqueline Klasen · 54&rsquor;,4,0,1. FC Nürnberg,Home,NA,990,3,0,0,15,12,1,3,6,21,0,0,0,25,2,2,50
Frauen-Bundesliga,2024-04-14,Frauen-Bundesliga (Matchweek 18),1. FC Nürnberg,5-3-2,0,0.2,NA,3,0,Essen,4-2-3-1,4,1.5,Annalena Rieke · 7&rsquor; Lilli Purtscheller · 45+2&rsquor; Lilli Purtscheller · 49&rsquor; Jacqueline Klasen · 54&rsquor;,4,0,Essen,Away,NA,990,4,0,0,13,14,3,23,4,14,0,0,0,41,2,2,50
Frauen-Bundesliga,2024-04-14,Frauen-Bundesliga (Matchweek 18),MSV Duisburg,4-4-2,1,0.6,Taryn Ries · 42&rsquor;,2,0,Bayern Munich,4-2-3-1,5,4.7,Giulia Gwinn · 49&rsquor; Georgia Stanway · 52&rsquor; Magdalena Eriksson · 63&rsquor; Jovana Damnjanović · 87&rsquor; Sydney Lohmann · 89&rsquor;,1,0,MSV Duisburg,Home,NA,990,2,0,0,11,6,1,11,10,14,0,0,0,55,9,18,33.3
Frauen-Bundesliga,2024-04-14,Frauen-Bundesliga (Matchweek 18),MSV Duisburg,4-4-2,1,0.6,Taryn Ries · 42&rsquor;,2,0,Bayern Munich,4-2-3-1,5,4.7,Giulia Gwinn · 49&rsquor; Georgia Stanway · 52&rsquor; Magdalena Eriksson · 63&rsquor; Jovana Damnjanović · 87&rsquor; Sydney Lohmann · 89&rsquor;,1,0,Bayern Munich,Away,NA,990,1,0,0,6,11,2,25,9,10,0,0,0,76,18,9,66.7
Frauen-Bundesliga,2024-04-15,Frauen-Bundesliga (Matchweek 18),Hoffenheim,4-3-3,1,1,Paulina Krumbiegel · 79&rsquor;,0,0,Köln,4-2-3-1,1,1,Meike Meßmer · 36&rsquor;,2,0,Hoffenheim,Home,NA,990,0,0,0,10,10,5,25,11,12,0,0,0,76,9,4,69.2
Frauen-Bundesliga,2024-04-15,Frauen-Bundesliga (Matchweek 18),Hoffenheim,4-3-3,1,1,Paulina Krumbiegel · 79&rsquor;,0,0,Köln,4-2-3-1,1,1,Meike Meßmer · 36&rsquor;,2,0,Köln,Away,NA,990,2,0,0,11,9,0,16,21,24,0,0,0,55,4,9,30.8
Frauen-Bundesliga,2024-04-19,Frauen-Bundesliga (Matchweek 19),RB Leipzig,4-2-3-1,1,0.3,Mimmi Larsson · 83&rsquor;,1,0,Bayer Leverkusen,3-4-3,0,0.8,NA,2,0,RB Leipzig,Home,NA,990,1,0,0,11,10,2,8,20,11,0,0,0,50,9,6,60
Frauen-Bundesliga,2024-04-19,Frauen-Bundesliga (Matchweek 19),RB Leipzig,4-2-3-1,1,0.3,Mimmi Larsson · 83&rsquor;,1,0,Bayer Leverkusen,3-4-3,0,0.8,NA,2,0,Bayer Leverkusen,Away,NA,990,2,0,0,11,11,4,16,17,10,0,0,0,59,6,11,35.3
Frauen-Bundesliga,2024-04-20,Frauen-Bundesliga (Matchweek 19),Essen,4-2-3-1,2,1.8,Beke Sterner · 88&rsquor; Natasha Kowalski (P) · 90&rsquor;,2,0,Hoffenheim,4-3-3,1,2,Laura Pucks (OG) · 77&rsquor;,4,0,Essen,Home,NA,990,2,0,0,8,18,1,11,7,16,1,0,1,50,6,4,60
Frauen-Bundesliga,2024-04-20,Frauen-Bundesliga (Matchweek 19),Essen,4-2-3-1,2,1.8,Beke Sterner · 88&rsquor; Natasha Kowalski (P) · 90&rsquor;,2,0,Hoffenheim,4-3-3,1,2,Laura Pucks (OG) · 77&rsquor;,4,0,Hoffenheim,Away,NA,990,4,0,0,18,8,3,22,16,16,0,1,0,50,4,6,40
Frauen-Bundesliga,2024-04-20,Frauen-Bundesliga (Matchweek 19),Eintracht Frankfurt,4-3-1-2,4,3,Sara Doorsoun · 5&rsquor; Nicole Anyomi · 31&rsquor; Nicole Anyomi · 43&rsquor; Lara Prašnikar · 64&rsquor;,2,0,1. FC Nürnberg,5-3-2,1,0.6,Selma Sól Magnúsdóttir · 1&rsquor;,3,0,Eintracht Frankfurt,Home,NA,990,2,0,0,10,10,4,36,13,9,0,0,0,48,7,6,53.8
Frauen-Bundesliga,2024-04-20,Frauen-Bundesliga (Matchweek 19),Eintracht Frankfurt,4-3-1-2,4,3,Sara Doorsoun · 5&rsquor; Nicole Anyomi · 31&rsquor; Nicole Anyomi · 43&rsquor; Lara Prašnikar · 64&rsquor;,2,0,1. FC Nürnberg,5-3-2,1,0.6,Selma Sól Magnúsdóttir · 1&rsquor;,3,0,1. FC Nürnberg,Away,NA,990,3,0,0,11,9,2,5,18,10,0,0,0,40,6,7,46.2
Frauen-Bundesliga,2024-04-21,Frauen-Bundesliga (Matchweek 19),Köln,4-2-3-1,2,2,Selina Cerci · 47&rsquor; Selina Cerci · 84&rsquor;,2,0,Freiburg,4-2-3-1,0,0.5,NA,2,0,Köln,Home,NA,990,2,0,0,18,15,4,10,14,11,0,0,0,54,11,9,55
Frauen-Bundesliga,2024-04-21,Frauen-Bundesliga (Matchweek 19),Köln,4-2-3-1,2,2,Selina Cerci · 47&rsquor; Selina Cerci · 84&rsquor;,2,0,Freiburg,4-2-3-1,0,0.5,NA,2,0,Freiburg,Away,NA,990,2,0,0,15,18,0,9,20,16,0,0,0,45,9,11,45
Frauen-Bundesliga,2024-04-21,Frauen-Bundesliga (Matchweek 19),MSV Duisburg,4-4-2,1,0.4,Natalie Muth · 64&rsquor;,2,0,Wolfsburg,4-3-3,4,5,Alexandra Popp · 71&rsquor; Dominique Janssen (P) · 85&rsquor; Vivien Endemann · 88&rsquor; Ewa Pajor · 89&rsquor;,1,0,MSV Duisburg,Home,NA,990,2,0,0,17,8,2,7,26,11,0,1,0,50,14,5,73.7
Frauen-Bundesliga,2024-04-21,Frauen-Bundesliga (Matchweek 19),MSV Duisburg,4-4-2,1,0.4,Natalie Muth · 64&rsquor;,2,0,Wolfsburg,4-3-3,4,5,Alexandra Popp · 71&rsquor; Dominique Janssen (P) · 85&rsquor; Vivien Endemann · 88&rsquor; Ewa Pajor · 89&rsquor;,1,0,Wolfsburg,Away,NA,990,1,0,0,9,15,2,32,12,7,1,0,0,48,7,15,31.8
Frauen-Bundesliga,2024-04-22,Frauen-Bundesliga (Matchweek 19),Bayern Munich,4-2-3-1,3,2,Magdalena Eriksson · 48&rsquor; Jovana Damnjanović · 57&rsquor; Georgia Stanway · 90+5&rsquor;,0,0,Werder Bremen,4-4-2,0,0.9,NA,0,0,Bayern Munich,Home,NA,990,0,0,0,9,9,3,21,7,18,0,1,0,70,12,14,46.2
Frauen-Bundesliga,2024-04-22,Frauen-Bundesliga (Matchweek 19),Bayern Munich,4-2-3-1,3,2,Magdalena Eriksson · 48&rsquor; Jovana Damnjanović · 57&rsquor; Georgia Stanway · 90+5&rsquor;,0,0,Werder Bremen,4-4-2,0,0.9,NA,0,0,Werder Bremen,Away,NA,990,0,0,0,9,8,2,15,13,13,1,0,0,57,14,12,53.8
Frauen-Bundesliga,2024-05-03,Frauen-Bundesliga (Matchweek 20),Wolfsburg,4-3-3,5,3.6,Dominique Janssen · 7&rsquor; Ewa Pajor · 12&rsquor; Ewa Pajor · 23&rsquor; Alexandra Popp · 36&rsquor; Vivien Endemann · 80&rsquor;,2,0,Köln,4-2-3-1,1,1.1,Anna Gerhardt · 54&rsquor;,4,0,Wolfsburg,Home,NA,990,2,0,0,16,13,2,25,7,18,0,0,0,61,12,12,50
Frauen-Bundesliga,2024-05-03,Frauen-Bundesliga (Matchweek 20),Wolfsburg,4-3-3,5,3.6,Dominique Janssen · 7&rsquor; Ewa Pajor · 12&rsquor; Ewa Pajor · 23&rsquor; Alexandra Popp · 36&rsquor; Vivien Endemann · 80&rsquor;,2,0,Köln,4-2-3-1,1,1.1,Anna Gerhardt · 54&rsquor;,4,0,Köln,Away,NA,990,4,0,0,13,15,2,5,14,10,0,0,0,53,12,12,50
Frauen-Bundesliga,2024-05-04,Frauen-Bundesliga (Matchweek 20),Bayer Leverkusen,4-1-4-1,1,0.7,Nikola Karczewska · 62&rsquor;,1,0,Bayern Munich,4-2-3-1,2,1.4,Georgia Stanway · 18&rsquor; Linda Dallmann · 27&rsquor;,2,0,Bayer Leverkusen,Home,NA,990,1,0,0,8,10,0,11,13,9,0,0,0,35,3,5,37.5
Frauen-Bundesliga,2024-05-04,Frauen-Bundesliga (Matchweek 20),Bayer Leverkusen,4-1-4-1,1,0.7,Nikola Karczewska · 62&rsquor;,1,0,Bayern Munich,4-2-3-1,2,1.4,Georgia Stanway · 18&rsquor; Linda Dallmann · 27&rsquor;,2,0,Bayern Munich,Away,NA,990,2,0,0,11,8,5,15,4,10,0,0,0,39,5,3,62.5
Frauen-Bundesliga,2024-05-04,Frauen-Bundesliga (Matchweek 20),Hoffenheim,4-2-3-1,1,1,Vanessa Leimenstoll · 90+3&rsquor;,1,0,Eintracht Frankfurt,4-3-1-2,3,1.4,Pia-Sophie Wolter · 17&rsquor; Nicole Anyomi · 35&rsquor; Nicole Anyomi · 47&rsquor;,0,0,Hoffenheim,Home,NA,990,1,0,0,11,8,0,8,8,17,0,0,0,63,11,4,73.3
Frauen-Bundesliga,2024-05-04,Frauen-Bundesliga (Matchweek 20),Hoffenheim,4-2-3-1,1,1,Vanessa Leimenstoll · 90+3&rsquor;,1,0,Eintracht Frankfurt,4-3-1-2,3,1.4,Pia-Sophie Wolter · 17&rsquor; Nicole Anyomi · 35&rsquor; Nicole Anyomi · 47&rsquor;,0,0,Eintracht Frankfurt,Away,NA,990,0,0,0,8,9,0,15,12,12,0,0,0,68,4,11,26.7
Frauen-Bundesliga,2024-05-05,Frauen-Bundesliga (Matchweek 20),Freiburg,4-2-3-1,0,0.7,NA,2,0,Essen,4-2-3-1,1,0.5,Ramona Maier · 64&rsquor;,3,0,Freiburg,Home,NA,990,2,0,0,12,11,1,24,9,18,0,0,0,53,4,9,30.8
Frauen-Bundesliga,2024-05-05,Frauen-Bundesliga (Matchweek 20),Freiburg,4-2-3-1,0,0.7,NA,2,0,Essen,4-2-3-1,1,0.5,Ramona Maier · 64&rsquor;,3,0,Essen,Away,NA,990,3,0,0,12,12,4,9,13,23,0,0,0,61,9,4,69.2
Frauen-Bundesliga,2024-05-05,Frauen-Bundesliga (Matchweek 20),Werder Bremen,4-3-3,4,3.8,Rieke Dieckmann · 13&rsquor; Reena Wichmann · 29&rsquor; Reena Wichmann · 33&rsquor; Nina Lührßen (P) · 90+3&rsquor;,0,0,MSV Duisburg,4-4-2,2,0.9,Sarah Freutel · 76&rsquor; Jana Radosavljević · 90+4&rsquor;,2,0,Werder Bremen,Home,NA,990,0,0,0,9,11,2,25,9,4,2,0,0,67,12,12,50
Frauen-Bundesliga,2024-05-05,Frauen-Bundesliga (Matchweek 20),Werder Bremen,4-3-3,4,3.8,Rieke Dieckmann · 13&rsquor; Reena Wichmann · 29&rsquor; Reena Wichmann · 33&rsquor; Nina Lührßen (P) · 90+3&rsquor;,0,0,MSV Duisburg,4-4-2,2,0.9,Sarah Freutel · 76&rsquor; Jana Radosavljević · 90+4&rsquor;,2,0,MSV Duisburg,Away,NA,990,2,0,0,12,9,2,11,10,24,0,2,0,48,12,12,50
Frauen-Bundesliga,2024-05-06,Frauen-Bundesliga (Matchweek 20),1. FC Nürnberg,3-5-2,0,0.6,NA,2,0,RB Leipzig,4-2-3-1,1,2.1,Vanessa Fudalla (P) · 34&rsquor;,3,0,1. FC Nürnberg,Home,NA,990,2,0,0,12,16,3,9,8,19,0,1,0,40,10,7,58.8
Frauen-Bundesliga,2024-05-06,Frauen-Bundesliga (Matchweek 20),1. FC Nürnberg,3-5-2,0,0.6,NA,2,0,RB Leipzig,4-2-3-1,1,2.1,Vanessa Fudalla (P) · 34&rsquor;,3,0,RB Leipzig,Away,NA,990,3,0,0,16,12,3,18,6,9,1,0,0,61,7,10,41.2
Frauen-Bundesliga,2024-05-10,Frauen-Bundesliga (Matchweek 21),RB Leipzig,4-2-3-1,3,1.6,Vanessa Fudalla · 11&rsquor; Sandra Starke · 64&rsquor; Victoria Krug · 79&rsquor;,0,0,Hoffenheim,4-3-3,0,0.9,NA,2,0,RB Leipzig,Home,NA,990,0,0,0,8,12,3,14,11,16,0,0,0,50,6,11,35.3
Frauen-Bundesliga,2024-05-10,Frauen-Bundesliga (Matchweek 21),RB Leipzig,4-2-3-1,3,1.6,Vanessa Fudalla · 11&rsquor; Sandra Starke · 64&rsquor; Victoria Krug · 79&rsquor;,0,0,Hoffenheim,4-3-3,0,0.9,NA,2,0,Hoffenheim,Away,NA,990,2,0,0,12,7,4,21,19,8,0,0,0,52,11,6,64.7
Frauen-Bundesliga,2024-05-11,Frauen-Bundesliga (Matchweek 21),Essen,4-2-3-1,2,0.7,Lilli Purtscheller · 10&rsquor; Annalena Rieke · 30&rsquor;,2,0,Köln,4-2-3-1,1,0.9,Natalia Padilla-Bidas · 54&rsquor;,4,0,Essen,Home,NA,990,2,0,0,6,12,3,22,17,18,0,0,0,67,6,5,54.5
Frauen-Bundesliga,2024-05-11,Frauen-Bundesliga (Matchweek 21),Essen,4-2-3-1,2,0.7,Lilli Purtscheller · 10&rsquor; Annalena Rieke · 30&rsquor;,2,0,Köln,4-2-3-1,1,0.9,Natalia Padilla-Bidas · 54&rsquor;,4,0,Köln,Away,NA,990,4,0,0,12,5,0,6,10,23,0,0,0,36,4,6,40
Frauen-Bundesliga,2024-05-11,Frauen-Bundesliga (Matchweek 21),MSV Duisburg,4-4-2,1,0.5,Kara Bathmann · 71&rsquor;,0,0,Bayer Leverkusen,3-4-3,3,3.4,Loreen Bender · 20&rsquor; Nikola Karczewska · 34&rsquor; Synne Hansen · 76&rsquor;,0,0,MSV Duisburg,Home,NA,990,0,0,0,16,10,1,12,17,12,0,0,0,51,1,8,11.1
Frauen-Bundesliga,2024-05-11,Frauen-Bundesliga (Matchweek 21),MSV Duisburg,4-4-2,1,0.5,Kara Bathmann · 71&rsquor;,0,0,Bayer Leverkusen,3-4-3,3,3.4,Loreen Bender · 20&rsquor; Nikola Karczewska · 34&rsquor; Synne Hansen · 76&rsquor;,0,0,Bayer Leverkusen,Away,NA,990,0,0,0,10,16,5,23,10,8,0,0,0,58,8,1,88.9
Frauen-Bundesliga,2024-05-12,Frauen-Bundesliga (Matchweek 21),Bayern Munich,4-2-3-1,4,2.6,Pernille Harder · 5&rsquor; Pernille Harder · 13&rsquor; Pernille Harder · 18&rsquor; Lea Schüller · 78&rsquor;,0,0,1. FC Nürnberg,3-5-2,0,0,NA,3,0,Bayern Munich,Home,NA,990,0,0,0,8,6,2,27,6,3,0,0,0,51,8,3,72.7
Frauen-Bundesliga,2024-05-12,Frauen-Bundesliga (Matchweek 21),Bayern Munich,4-2-3-1,4,2.6,Pernille Harder · 5&rsquor; Pernille Harder · 13&rsquor; Pernille Harder · 18&rsquor; Lea Schüller · 78&rsquor;,0,0,1. FC Nürnberg,3-5-2,0,0,NA,3,0,1. FC Nürnberg,Away,NA,990,3,0,0,8,7,0,4,7,7,0,0,0,27,3,8,27.3
Frauen-Bundesliga,2024-05-12,Frauen-Bundesliga (Matchweek 21),Werder Bremen,4-3-3,0,0.7,NA,2,0,Wolfsburg,4-3-3,3,2,Lena Oberdorf · 41&rsquor; Sveindís Jane Jónsdóttir · 83&rsquor; Chantal Hagel · 85&rsquor;,0,0,Werder Bremen,Home,NA,990,2,0,0,9,12,0,20,18,12,0,0,0,45,3,15,16.7
Frauen-Bundesliga,2024-05-12,Frauen-Bundesliga (Matchweek 21),Werder Bremen,4-3-3,0,0.7,NA,2,0,Wolfsburg,4-3-3,3,2,Lena Oberdorf · 41&rsquor; Sveindís Jane Jónsdóttir · 83&rsquor; Chantal Hagel · 85&rsquor;,0,0,Wolfsburg,Away,NA,990,0,0,0,12,9,1,17,9,10,0,0,0,35,15,3,83.3
